NAME,DETAILS,TAXONOMY,LATITUDE_MEAN,LONGITUDE_MEAN,LATITUDE,LONGITUDE,PROVINCE,COUNTRY,COLLECTION,Genus,Rank,Infraspecific,Species,Taxon
CN 100017,Native 'BC Collection: Site 109 A',Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt,49.223067,-122.455481,48.87361292,-122.4731586,British Columbia,Canada,CCG,Fragaria,subsp.,pacifica,Fragaria chiloensis,Fragaria chiloensis subsp. pacifica
CN 100020,Native 'BC Collection: Site 109 A',Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt,49.223067,-122.455481,49.09127022,-122.4757685,British Columbia,Canada,CCG,Fragaria,subsp.,pacifica,Fragaria chiloensis,Fragaria chiloensis subsp. pacifica
CN 100024,Native 'BC Collection: Site 109 A',Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt,49.223067,-122.455481,49.26448651,-122.5754214,British Columbia,Canada,CCG,Fragaria,subsp.,pacifica,Fragaria chiloensis,Fragaria chiloensis subsp. pacifica
CN 100027,Native 'BC Collection: Site 110',Fragaria ×ananassa Duchesne ex Rozier subsp. cuneifolia (Nutt. ex Howell) Staudt,49.223067,-122.455481,49.15131675,-122.8681833,British Columbia,Canada,CCG,Fragaria,subsp.,cuneifolia,Fragaria ×ananassa,Fragaria ×ananassa subsp. cuneifolia
CN 100036,Native 'BC Collection: Site 111 A',Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt,49.223067,-122.455481,48.73091789,-122.5122659,British Columbia,Canada,CCG,Fragaria,subsp.,pacifica,Fragaria chiloensis,Fragaria chiloensis subsp. pacifica
CN 100039,Native 'BC Collection: Site 111 B',Fragaria ×ananassa Duchesne ex Rozier subsp. cuneifolia (Nutt. ex Howell) Staudt,49.223067,-122.455481,48.96640738,-122.6786516,British Columbia,Canada,CCG,Fragaria,subsp.,cuneifolia,Fragaria ×ananassa,Fragaria ×ananassa subsp. cuneifolia
CN 100042,Native 'BC Collection: Site 111 B',Fragaria ×ananassa Duchesne ex Rozier subsp. cuneifolia (Nutt. ex Howell) Staudt,49.223067,-122.455481,49.34699478,-122.3674844,British Columbia,Canada,CCG,Fragaria,subsp.,cuneifolia,Fragaria ×ananassa,Fragaria ×ananassa subsp. cuneifolia
CN 100043,Native 'BC Collection: Site 19',Fragaria ×ananassa Duchesne ex Rozier subsp. cuneifolia (Nutt. ex Howell) Staudt,49.223067,-122.455481,49.6604157,-122.7018663,British Columbia,Canada,CCG,Fragaria,subsp.,cuneifolia,Fragaria ×ananassa,Fragaria ×ananassa subsp. cuneifolia
CN 100046,Native 'BC Collection: Site 111 B',Fragaria ×ananassa Duchesne ex Rozier subsp. cuneifolia (Nutt. ex Howell) Staudt,49.223067,-122.455481,49.30693695,-122.7074729,British Columbia,Canada,CCG,Fragaria,subsp.,cuneifolia,Fragaria ×ananassa,Fragaria ×ananassa subsp. cuneifolia
CN 100049,Native 'BC Collection: Site 111 B',Fragaria ×ananassa Duchesne ex Rozier subsp. cuneifolia (Nutt. ex Howell) Staudt,49.223067,-122.455481,49.29688696,-122.6301473,British Columbia,Canada,CCG,Fragaria,subsp.,cuneifolia,Fragaria ×ananassa,Fragaria ×ananassa subsp. cuneifolia
CN 100052,Native 'BC Collection: Site 111 B',Fragaria ×ananassa Duchesne ex Rozier subsp. cuneifolia (Nutt. ex Howell) Staudt,49.223067,-122.455481,49.05148776,-122.8667702,British Columbia,Canada,CCG,Fragaria,subsp.,cuneifolia,Fragaria ×ananassa,Fragaria ×ananassa subsp. cuneifolia
CN 100058,Native 'BC Collection: Site 112 B',Fragaria ×ananassa Duchesne ex Rozier subsp. cuneifolia (Nutt. ex Howell) Staudt,49.223067,-122.455481,49.33348398,-122.4971847,British Columbia,Canada,CCG,Fragaria,subsp.,cuneifolia,Fragaria ×ananassa,Fragaria ×ananassa subsp. cuneifolia
CN 100059,Native 'BC Collection: Site 112 B',Fragaria ×ananassa Duchesne ex Rozier subsp. cuneifolia (Nutt. ex Howell) Staudt,49.223067,-122.455481,49.24522392,-122.3671139,British Columbia,Canada,CCG,Fragaria,subsp.,cuneifolia,Fragaria ×ananassa,Fragaria ×ananassa subsp. cuneifolia
CN 100061,Native 'BC Collection: Site 112 A',Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt,49.223067,-122.455481,49.38363481,-122.808155,British Columbia,Canada,CCG,Fragaria,subsp.,pacifica,Fragaria chiloensis,Fragaria chiloensis subsp. pacifica
CN 100064,Native 'BC Collection: Site 112 A',Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt,49.223067,-122.455481,48.93973696,-122.2625206,British Columbia,Canada,CCG,Fragaria,subsp.,pacifica,Fragaria chiloensis,Fragaria chiloensis subsp. pacifica
CN 100068,Native 'BC Collection: Site 112 B',Fragaria ×ananassa Duchesne ex Rozier subsp. cuneifolia (Nutt. ex Howell) Staudt,49.223067,-122.455481,48.97449893,-122.1558211,British Columbia,Canada,CCG,Fragaria,subsp.,cuneifolia,Fragaria ×ananassa,Fragaria ×ananassa subsp. cuneifolia
CN 100074,Native 'BC Collection: Site 112 A',Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt,49.223067,-122.455481,49.11409293,-122.8905592,British Columbia,Canada,CCG,Fragaria,subsp.,pacifica,Fragaria chiloensis,Fragaria chiloensis subsp. pacifica
CN 100076,Native 'BC Collection: Site 20',Fragaria ×ananassa Duchesne ex Rozier subsp. cuneifolia (Nutt. ex Howell) Staudt,49.223067,-122.455481,49.32066296,-122.7149914,British Columbia,Canada,CCG,Fragaria,subsp.,cuneifolia,Fragaria ×ananassa,Fragaria ×ananassa subsp. cuneifolia
CN 100078,Native 'BC Collection: Site 112 B',Fragaria ×ananassa Duchesne ex Rozier subsp. cuneifolia (Nutt. ex Howell) Staudt,49.223067,-122.455481,49.06224318,-122.6799241,British Columbia,Canada,CCG,Fragaria,subsp.,cuneifolia,Fragaria ×ananassa,Fragaria ×ananassa subsp. cuneifolia
CN 100083,Native 'BC Collection: Site 114',Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt,49.223067,-122.455481,49.42606723,-122.7150519,British Columbia,Canada,CCG,Fragaria,subsp.,pacifica,Fragaria chiloensis,Fragaria chiloensis subsp. pacifica
CN 100086,Native 'BC Collection: Site 114',Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt,49.223067,-122.455481,49.18053057,-122.6122509,British Columbia,Canada,CCG,Fragaria,subsp.,pacifica,Fragaria chiloensis,Fragaria chiloensis subsp. pacifica
CN 100090,Native 'BC Collection: Site 114',Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt,49.223067,-122.455481,49.09853805,-122.3715767,British Columbia,Canada,CCG,Fragaria,subsp.,pacifica,Fragaria chiloensis,Fragaria chiloensis subsp. pacifica
CN 100093,Native 'BC Collection: Site 114',Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt,49.223067,-122.455481,49.53982781,-122.5225245,British Columbia,Canada,CCG,Fragaria,subsp.,pacifica,Fragaria chiloensis,Fragaria chiloensis subsp. pacifica
CN 100096,Native 'BC Collection: Site 114',Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt,49.223067,-122.455481,49.37863353,-122.5901961,British Columbia,Canada,CCG,Fragaria,subsp.,pacifica,Fragaria chiloensis,Fragaria chiloensis subsp. pacifica
CN 100104,Native 'BC Collection: Site 114',Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt,49.223067,-122.455481,48.90971908,-122.9109409,British Columbia,Canada,CCG,Fragaria,subsp.,pacifica,Fragaria chiloensis,Fragaria chiloensis subsp. pacifica
CN 100106,Native 'BC Collection: Site 114',Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt,49.223067,-122.455481,48.92803344,-122.8621148,British Columbia,Canada,CCG,Fragaria,subsp.,pacifica,Fragaria chiloensis,Fragaria chiloensis subsp. pacifica
CN 100109,Native 'BC Collection: Site 114',Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt,49.223067,-122.455481,49.39956393,-122.5916741,British Columbia,Canada,CCG,Fragaria,subsp.,pacifica,Fragaria chiloensis,Fragaria chiloensis subsp. pacifica
CN 100110,Native 'BC Collection: Site 20',Fragaria ×ananassa Duchesne ex Rozier subsp. cuneifolia (Nutt. ex Howell) Staudt,49.223067,-122.455481,49.01072291,-122.4853773,British Columbia,Canada,CCG,Fragaria,subsp.,cuneifolia,Fragaria ×ananassa,Fragaria ×ananassa subsp. cuneifolia
CN 100113,Native 'BC Collection: Site 114',Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt,49.223067,-122.455481,49.73740054,-122.5250704,British Columbia,Canada,CCG,Fragaria,subsp.,pacifica,Fragaria chiloensis,Fragaria chiloensis subsp. pacifica
CN 100116,Native 'BC Collection: Site 114',Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt,49.223067,-122.455481,48.791216,-122.4459988,British Columbia,Canada,CCG,Fragaria,subsp.,pacifica,Fragaria chiloensis,Fragaria chiloensis subsp. pacifica
CN 100119,Native 'BC Collection: Site 114',Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt,49.223067,-122.455481,49.32933777,-122.8250521,British Columbia,Canada,CCG,Fragaria,subsp.,pacifica,Fragaria chiloensis,Fragaria chiloensis subsp. pacifica
CN 100128,Native 'BC Collection: Site 115',Fragaria ×ananassa Duchesne ex Rozier subsp. cuneifolia (Nutt. ex Howell) Staudt,49.223067,-122.455481,48.97062147,-122.4686884,British Columbia,Canada,CCG,Fragaria,subsp.,cuneifolia,Fragaria ×ananassa,Fragaria ×ananassa subsp. cuneifolia
CN 100129,Native 'BC Collection: Site 115',Fragaria ×ananassa Duchesne ex Rozier subsp. cuneifolia (Nutt. ex Howell) Staudt,49.223067,-122.455481,49.28539215,-122.0617022,British Columbia,Canada,CCG,Fragaria,subsp.,cuneifolia,Fragaria ×ananassa,Fragaria ×ananassa subsp. cuneifolia
CN 100131,Native 'BC Collection: Site 115',Fragaria ×ananassa Duchesne ex Rozier subsp. cuneifolia (Nutt. ex Howell) Staudt,49.223067,-122.455481,48.62085526,-122.5688859,British Columbia,Canada,CCG,Fragaria,subsp.,cuneifolia,Fragaria ×ananassa,Fragaria ×ananassa subsp. cuneifolia
CN 100135,Native 'BC Collection: Site 115',Fragaria ×ananassa Duchesne ex Rozier subsp. cuneifolia (Nutt. ex Howell) Staudt,49.223067,-122.455481,49.32422341,-122.3718932,British Columbia,Canada,CCG,Fragaria,subsp.,cuneifolia,Fragaria ×ananassa,Fragaria ×ananassa subsp. cuneifolia
CN 100138,Native 'BC Collection: Site 116 A',Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt,49.223067,-122.455481,49.12576563,-122.6606605,British Columbia,Canada,CCG,Fragaria,subsp.,pacifica,Fragaria chiloensis,Fragaria chiloensis subsp. pacifica
CN 100141,Native 'BC Collection: Site 116 A',Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt,49.223067,-122.455481,49.1549294,-123.0641787,British Columbia,Canada,CCG,Fragaria,subsp.,pacifica,Fragaria chiloensis,Fragaria chiloensis subsp. pacifica
CN 100150,Native 'BC Collection: Site 116 A',Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt,49.223067,-122.455481,49.30146793,-121.8535842,British Columbia,Canada,CCG,Fragaria,subsp.,pacifica,Fragaria chiloensis,Fragaria chiloensis subsp. pacifica
CN 100153,Native 'BC Collection: Site 116 A',Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt,49.223067,-122.455481,49.48205299,-122.6187146,British Columbia,Canada,CCG,Fragaria,subsp.,pacifica,Fragaria chiloensis,Fragaria chiloensis subsp. pacifica
CN 100157,Native 'BC Collection: Site 116 A',Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt,49.223067,-122.455481,49.19220297,-122.3169021,British Columbia,Canada,CCG,Fragaria,subsp.,pacifica,Fragaria chiloensis,Fragaria chiloensis subsp. pacifica
CN 100160,Native 'BC Collection: Site 116 A',Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt,49.223067,-122.455481,49.28714424,-122.1674741,British Columbia,Canada,CCG,Fragaria,subsp.,pacifica,Fragaria chiloensis,Fragaria chiloensis subsp. pacifica
CN 100163,Native 'BC Collection: Site 116 A',Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt,49.223067,-122.455481,49.38705389,-122.1008794,British Columbia,Canada,CCG,Fragaria,subsp.,pacifica,Fragaria chiloensis,Fragaria chiloensis subsp. pacifica
CN 100167,Native 'BC Collection: Site 116 A',Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt,49.223067,-122.455481,49.01567247,-122.4417502,British Columbia,Canada,CCG,Fragaria,subsp.,pacifica,Fragaria chiloensis,Fragaria chiloensis subsp. pacifica
CN 100175,Native 'BC Collection: Site 116 A',Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt,49.223067,-122.455481,48.83344818,-122.3529255,British Columbia,Canada,CCG,Fragaria,subsp.,pacifica,Fragaria chiloensis,Fragaria chiloensis subsp. pacifica
CN 100176,Native 'BC Collection: Site 20',Fragaria ×ananassa Duchesne ex Rozier subsp. cuneifolia (Nutt. ex Howell) Staudt,49.223067,-122.455481,49.15047429,-122.4873705,British Columbia,Canada,CCG,Fragaria,subsp.,cuneifolia,Fragaria ×ananassa,Fragaria ×ananassa subsp. cuneifolia
CN 100182,Native 'BC Collection: Site 117 B',Fragaria ×ananassa Duchesne ex Rozier subsp. cuneifolia (Nutt. ex Howell) Staudt,49.223067,-122.455481,49.59270396,-122.5405768,British Columbia,Canada,CCG,Fragaria,subsp.,cuneifolia,Fragaria ×ananassa,Fragaria ×ananassa subsp. cuneifolia
CN 100185,Native 'BC Collection: Site 117 B',Fragaria ×ananassa Duchesne ex Rozier subsp. cuneifolia (Nutt. ex Howell) Staudt,49.223067,-122.455481,48.99770255,-122.1291124,British Columbia,Canada,CCG,Fragaria,subsp.,cuneifolia,Fragaria ×ananassa,Fragaria ×ananassa subsp. cuneifolia
CN 100189,Native 'BC Collection: Site 117 B',Fragaria ×ananassa Duchesne ex Rozier subsp. cuneifolia (Nutt. ex Howell) Staudt,49.223067,-122.455481,48.95177289,-122.6134746,British Columbia,Canada,CCG,Fragaria,subsp.,cuneifolia,Fragaria ×ananassa,Fragaria ×ananassa subsp. cuneifolia
CN 100197,Native 'BC Collection: Site 118 A',Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt,49.223067,-122.455481,48.89902473,-122.2434309,British Columbia,Canada,CCG,Fragaria,subsp.,pacifica,Fragaria chiloensis,Fragaria chiloensis subsp. pacifica
CN 100198,Native 'BC Collection: Site 21',Fragaria ×ananassa Duchesne ex Rozier subsp. cuneifolia (Nutt. ex Howell) Staudt,49.223067,-122.455481,49.24552988,-122.1650537,British Columbia,Canada,CCG,Fragaria,subsp.,cuneifolia,Fragaria ×ananassa,Fragaria ×ananassa subsp. cuneifolia
CN 100201,Native 'BC Collection: Site 118 A',Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt,49.223067,-122.455481,49.04348346,-122.3184888,British Columbia,Canada,CCG,Fragaria,subsp.,pacifica,Fragaria chiloensis,Fragaria chiloensis subsp. pacifica
CN 100204,Native 'BC Collection: Site 118 A',Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt,49.223067,-122.455481,49.23620214,-122.1071607,British Columbia,Canada,CCG,Fragaria,subsp.,pacifica,Fragaria chiloensis,Fragaria chiloensis subsp. pacifica
CN 100207,Native 'BC Collection: Site 118 A',Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt,49.223067,-122.455481,49.11373313,-122.6821933,British Columbia,Canada,CCG,Fragaria,subsp.,pacifica,Fragaria chiloensis,Fragaria chiloensis subsp. pacifica
CN 100209,Native 'BC Collection: Site 6',Fragaria ×ananassa Duchesne ex Rozier subsp. cuneifolia (Nutt. ex Howell) Staudt,49.223067,-122.455481,49.0859789,-122.8740795,British Columbia,Canada,CCG,Fragaria,subsp.,cuneifolia,Fragaria ×ananassa,Fragaria ×ananassa subsp. cuneifolia
CN 100212,Native 'BC Collection: Site 118 A',Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt,49.223067,-122.455481,49.57230967,-122.6870742,British Columbia,Canada,CCG,Fragaria,subsp.,pacifica,Fragaria chiloensis,Fragaria chiloensis subsp. pacifica
CN 100215,Native 'BC Collection: Site 118 A',Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt,49.223067,-122.455481,49.41409351,-122.2795337,British Columbia,Canada,CCG,Fragaria,subsp.,pacifica,Fragaria chiloensis,Fragaria chiloensis subsp. pacifica
CN 100220,Native 'BC Collection: Site 118 A',Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt,49.223067,-122.455481,49.35562113,-121.8847354,British Columbia,Canada,CCG,Fragaria,subsp.,pacifica,Fragaria chiloensis,Fragaria chiloensis subsp. pacifica
CN 100224,Native 'BC Collection: Site 118 A',Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt,49.223067,-122.455481,49.51443006,-122.9046181,British Columbia,Canada,CCG,Fragaria,subsp.,pacifica,Fragaria chiloensis,Fragaria chiloensis subsp. pacifica
CN 100227,Native 'BC Collection: Site 118 A',Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt,49.223067,-122.455481,49.27011455,-122.5653153,British Columbia,Canada,CCG,Fragaria,subsp.,pacifica,Fragaria chiloensis,Fragaria chiloensis subsp. pacifica
CN 100230,Native 'BC Collection: Site 118 A',Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt,49.223067,-122.455481,48.98501191,-122.4751753,British Columbia,Canada,CCG,Fragaria,subsp.,pacifica,Fragaria chiloensis,Fragaria chiloensis subsp. pacifica
CN 100232,Native 'BC Collection: Site 21',Fragaria ×ananassa Duchesne ex Rozier subsp. cuneifolia (Nutt. ex Howell) Staudt,49.223067,-122.455481,49.47683119,-122.5074676,British Columbia,Canada,CCG,Fragaria,subsp.,cuneifolia,Fragaria ×ananassa,Fragaria ×ananassa subsp. cuneifolia
CN 100234,Native 'BC Collection: Site 119 A',Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt,49.223067,-122.455481,49.46201889,-122.3029328,British Columbia,Canada,CCG,Fragaria,subsp.,pacifica,Fragaria chiloensis,Fragaria chiloensis subsp. pacifica
CN 100240,Native 'BC Collection: Site 119 A',Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt,49.223067,-122.455481,49.42685066,-122.7068494,British Columbia,Canada,CCG,Fragaria,subsp.,pacifica,Fragaria chiloensis,Fragaria chiloensis subsp. pacifica
CN 100249,Native 'BC Collection: Site 119 A',Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt,49.223067,-122.455481,48.96804768,-122.0466999,British Columbia,Canada,CCG,Fragaria,subsp.,pacifica,Fragaria chiloensis,Fragaria chiloensis subsp. pacifica
CN 100252,Native 'BC Collection: Site 119 A',Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt,49.223067,-122.455481,49.06616535,-122.3614039,British Columbia,Canada,CCG,Fragaria,subsp.,pacifica,Fragaria chiloensis,Fragaria chiloensis subsp. pacifica
CN 100259,Native 'BC Collection: Site 119 A',Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt,49.223067,-122.455481,49.3418606,-122.7122023,British Columbia,Canada,CCG,Fragaria,subsp.,pacifica,Fragaria chiloensis,Fragaria chiloensis subsp. pacifica
CN 100266,Native 'BC Collection: Site 119 A',Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt,49.223067,-122.455481,49.27894436,-122.172633,British Columbia,Canada,CCG,Fragaria,subsp.,pacifica,Fragaria chiloensis,Fragaria chiloensis subsp. pacifica
CN 100268,Native 'BC Collection: Site 119 A',Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt,49.223067,-122.455481,49.04303789,-122.5439237,British Columbia,Canada,CCG,Fragaria,subsp.,pacifica,Fragaria chiloensis,Fragaria chiloensis subsp. pacifica
CN 100271,Native 'BC Collection: Site 120 A',Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt,49.223067,-122.455481,49.3966325,-122.4650831,British Columbia,Canada,CCG,Fragaria,subsp.,pacifica,Fragaria chiloensis,Fragaria chiloensis subsp. pacifica
CN 100274,Native 'BC Collection: Site 120 A',Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt,49.223067,-122.455481,49.15453596,-122.0035252,British Columbia,Canada,CCG,Fragaria,subsp.,pacifica,Fragaria chiloensis,Fragaria chiloensis subsp. pacifica
CN 100278,Native 'BC Collection: Site 120 A',Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt,49.223067,-122.455481,48.75089866,-122.5029703,British Columbia,Canada,CCG,Fragaria,subsp.,pacifica,Fragaria chiloensis,Fragaria chiloensis subsp. pacifica
CN 100281,Native 'BC Collection: Site 120 A',Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt,49.223067,-122.455481,49.33530097,-122.3840145,British Columbia,Canada,CCG,Fragaria,subsp.,pacifica,Fragaria chiloensis,Fragaria chiloensis subsp. pacifica
CN 100284,Native 'BC Collection: Site 120 A',Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt,49.223067,-122.455481,48.50996,-122.781943,British Columbia,Canada,CCG,Fragaria,subsp.,pacifica,Fragaria chiloensis,Fragaria chiloensis subsp. pacifica
CN 100290,Native 'BC Collection: Site 120 A',Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt,49.223067,-122.455481,49.22690665,-122.7008844,British Columbia,Canada,CCG,Fragaria,subsp.,pacifica,Fragaria chiloensis,Fragaria chiloensis subsp. pacifica
CN 100291,Native 'BC Collection: Site 120 A',Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt,49.223067,-122.455481,49.18601358,-122.6436255,British Columbia,Canada,CCG,Fragaria,subsp.,pacifica,Fragaria chiloensis,Fragaria chiloensis subsp. pacifica
CN 100293,Native 'BC Collection: Site 120 A',Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt,49.223067,-122.455481,49.39063027,-122.761579,British Columbia,Canada,CCG,Fragaria,subsp.,pacifica,Fragaria chiloensis,Fragaria chiloensis subsp. pacifica
CN 100296,Native 'BC Collection: Site 120 A',Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt,49.223067,-122.455481,49.33492173,-122.4542224,British Columbia,Canada,CCG,Fragaria,subsp.,pacifica,Fragaria chiloensis,Fragaria chiloensis subsp. pacifica
CN 100298,Native 'BC Collection: Site 25',Fragaria ×ananassa Duchesne ex Rozier subsp. cuneifolia (Nutt. ex Howell) Staudt,49.223067,-122.455481,49.47701898,-122.0400645,British Columbia,Canada,CCG,Fragaria,subsp.,cuneifolia,Fragaria ×ananassa,Fragaria ×ananassa subsp. cuneifolia
CN 100300,Native 'BC Collection: Site 120 A',Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt,49.223067,-122.455481,49.17342071,-122.0677641,British Columbia,Canada,CCG,Fragaria,subsp.,pacifica,Fragaria chiloensis,Fragaria chiloensis subsp. pacifica
CN 100303,Native 'BC Collection: Site 120 A',Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt,49.223067,-122.455481,49.15831359,-122.1583148,British Columbia,Canada,CCG,Fragaria,subsp.,pacifica,Fragaria chiloensis,Fragaria chiloensis subsp. pacifica
CN 100312,Native 'BC Collection: Site 121',Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt,49.223067,-122.455481,49.03980256,-122.3695987,British Columbia,Canada,CCG,Fragaria,subsp.,pacifica,Fragaria chiloensis,Fragaria chiloensis subsp. pacifica
CN 100315,Native 'BC Collection: Site 121',Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt,49.223067,-122.455481,49.19964808,-122.4716752,British Columbia,Canada,CCG,Fragaria,subsp.,pacifica,Fragaria chiloensis,Fragaria chiloensis subsp. pacifica
CN 100318,Native 'BC Collection: Site 121',Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt,49.223067,-122.455481,49.06402534,-122.2165252,British Columbia,Canada,CCG,Fragaria,subsp.,pacifica,Fragaria chiloensis,Fragaria chiloensis subsp. pacifica
CN 100323,Native 'BC Collection: Site 121',Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt,49.223067,-122.455481,49.41699059,-122.4757945,British Columbia,Canada,CCG,Fragaria,subsp.,pacifica,Fragaria chiloensis,Fragaria chiloensis subsp. pacifica
CN 100326,Native 'BC Collection: Site 121',Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt,49.223067,-122.455481,48.99006576,-122.7059282,British Columbia,Canada,CCG,Fragaria,subsp.,pacifica,Fragaria chiloensis,Fragaria chiloensis subsp. pacifica
CN 100329,Native 'BC Collection: Site 121',Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt,49.223067,-122.455481,49.21794193,-122.3507826,British Columbia,Canada,CCG,Fragaria,subsp.,pacifica,Fragaria chiloensis,Fragaria chiloensis subsp. pacifica
CN 100332,Native 'BC Collection: Site 25',Fragaria ×ananassa Duchesne ex Rozier subsp. cuneifolia (Nutt. ex Howell) Staudt,49.223067,-122.455481,48.93596355,-122.3112601,British Columbia,Canada,CCG,Fragaria,subsp.,cuneifolia,Fragaria ×ananassa,Fragaria ×ananassa subsp. cuneifolia
CN 100336,Native 'BC Collection: Site 121',Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt,49.223067,-122.455481,49.50504338,-122.4016889,British Columbia,Canada,CCG,Fragaria,subsp.,pacifica,Fragaria chiloensis,Fragaria chiloensis subsp. pacifica
CN 100338,Native 'BC Collection: Site 121',Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt,49.223067,-122.455481,49.08205158,-122.7140502,British Columbia,Canada,CCG,Fragaria,subsp.,pacifica,Fragaria chiloensis,Fragaria chiloensis subsp. pacifica
CN 100341,Native 'BC Collection: Site 121',Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt,49.223067,-122.455481,49.37508367,-122.2975976,British Columbia,Canada,CCG,Fragaria,subsp.,pacifica,Fragaria chiloensis,Fragaria chiloensis subsp. pacifica
CN 100345,Native 'BC Collection: Site 121',Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt,49.223067,-122.455481,48.93483568,-122.7546075,British Columbia,Canada,CCG,Fragaria,subsp.,pacifica,Fragaria chiloensis,Fragaria chiloensis subsp. pacifica
CN 100348,Native 'BC Collection: Site 121',Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt,49.223067,-122.455481,49.09974639,-122.718632,British Columbia,Canada,CCG,Fragaria,subsp.,pacifica,Fragaria chiloensis,Fragaria chiloensis subsp. pacifica
CN 100351,Native 'BC Collection: Site 121',Fragaria chiloensis (L.) Mill. subsp. pacifica Staudt,49.223067,-122.455481,49.3419385,-122.6886439,British Columbia,Canada,CCG,Fragaria,subsp.,pacifica,Fragaria chiloensis,Fragaria chiloensis subsp. pacifica
