NAME,DETAILS,TAXONOMY,ORIGIN,COLLECTION
CN 28069,CHC 2156,Hordeum bulbosum L.,"Cadiz, Spain",PGRC
CN 28070,CHC 2157,Hordeum bulbosum L.,"Cadiz, Spain",PGRC
CN 28071,CHC 2158,Hordeum bulbosum L.,"Cadiz, Spain",PGRC
CN 28072,CHC2159,Hordeum bulbosum L.,"Malaga, Spain",PGRC
CN 28073,CHC 2160,Hordeum bulbosum L.,"Malaga, Spain",PGRC
CN 28074,CHC 2161,Hordeum bulbosum L.,"Malaga, Spain",PGRC
CN 27233,CHC 1115,Hordeum bogdanii Wilensky,Iran,PGRC
CN 27234,CHC 1116,Hordeum bogdanii Wilensky,Iran,PGRC
CN 27235,CHC 1117,Hordeum bogdanii Wilensky,Iran,PGRC
CN 27266,CHC 1162,Hordeum bulbosum L.,Iran,PGRC
CN 27269,CHC 1167,Hordeum bulbosum L.,Iran,PGRC
CN 27270,CHC 1169,Hordeum bulbosum L.,Iran,PGRC
CN 27271,CHC 1170,Hordeum bulbosum L.,Iran,PGRC
CN 27275,CHC 1176,Hordeum bulbosum L.,Iran,PGRC
CN 27276,CHC 1177,Hordeum bulbosum L.,Iran,PGRC
CN 27279,CHC 1182,Hordeum bulbosum L.,Greece,PGRC
CN 27283,CHC 1186,Hordeum bulbosum L.,Greece,PGRC
CN 27285,CHC 1188,Hordeum bulbosum L.,Greece,PGRC
CN 27286,CHC 1189,Hordeum bulbosum L.,Greece,PGRC
CN 27288,CHC 1191,Hordeum bulbosum L.,Greece,PGRC
CN 27297,CHC 1201,Hordeum bulbosum L.,Greece,PGRC
CN 27300,CHC 1204,Hordeum bulbosum L.,Greece,PGRC
CN 27301,CHC 1205,Hordeum bulbosum L.,Greece,PGRC
CN 27302,CHC 1206,Hordeum bulbosum L.,Greece,PGRC
CN 27303,CHC 1207,Hordeum bulbosum L.,Greece,PGRC
CN 26659,CHC 260,Hordeum bulbosum L.,"Antalya, Turkey",PGRC
CN 26660,CHC 261,Hordeum bulbosum L.,"Antalya, Turkey",PGRC
CN 26662,CHC 271,Hordeum bulbosum L.,"Antalya, Turkey",PGRC
CN 26934,CHC 670,Hordeum bulbosum L.,"Diyarbak?r, Turkey",PGRC
CN 26939,CHC 676,Hordeum bulbosum L.,"Mardin, Turkey",PGRC
CN 26942,CHC 680,Hordeum bulbosum L.,"Mardin, Turkey",PGRC
CN 26945,CHC 683,Hordeum bulbosum L.,"Mardin, Turkey",PGRC
CN 26664,CHC 274,Hordeum bulbosum L.,"Antalya, Turkey",PGRC
CN 26670,CHC 285,Hordeum bulbosum L.,"Antalya, Turkey",PGRC
CN 26671,CHC 286,Hordeum bulbosum L.,"Antalya, Turkey",PGRC
CN 27818,CHC 1839,Hordeum arizonicum Covas,"Arizona, United States",PGRC
CN 27821,CHC 1843,Hordeum brachyantherum Nevski subsp. californicum (Covas & Stebbins) Bothmer et al.,"California, United States",PGRC
CN 27822,CHC 1846,Hordeum brachyantherum Nevski,"California, United States",PGRC
CN 27825,CHC 1852,Hordeum brachyantherum Nevski subsp. californicum (Covas & Stebbins) Bothmer et al.,"California, United States",PGRC
CN 27826,CHC 1853,Hordeum brachyantherum Nevski,"California, United States",PGRC
CN 27827,CHC 1855,Hordeum brachyantherum Nevski subsp. californicum (Covas & Stebbins) Bothmer et al.,"California, United States",PGRC
CN 27829,CHC 1858,Hordeum brachyantherum Nevski subsp. californicum (Covas & Stebbins) Bothmer et al.,"California, United States",PGRC
CN 27830,CHC 1859,Hordeum brachyantherum Nevski,"California, United States",PGRC
CN 27831,CHC 1862,Hordeum brachyantherum Nevski,"California, United States",PGRC
CN 27833,CHC 1865,Hordeum brachyantherum Nevski,"California, United States",PGRC
CN 27834,CHC 1868,Hordeum brachyantherum Nevski,"California, United States",PGRC
CN 27835,CHC-1869,Hordeum brachyantherum Nevski,"California, United States",PGRC
CN 27836,CHC 1870,Hordeum brachyantherum Nevski,"California, United States",PGRC
CN 27837,CHC 1871,Hordeum brachyantherum Nevski,"California, United States",PGRC
CN 27838,CHC 1872,Hordeum brachyantherum Nevski,"California, United States",PGRC
CN 27839,CHC 1873,Hordeum brachyantherum Nevski,"California, United States",PGRC
CN 27840,CHC 1874,Hordeum brachyantherum Nevski,"California, United States",PGRC
CN 27841,CHC 1876,Hordeum brachyantherum Nevski,"California, United States",PGRC
CN 27843,CHC 1878,Hordeum brachyantherum Nevski,"California, United States",PGRC
CN 27844,CHC 1879,Hordeum brachyantherum Nevski,"California, United States",PGRC
CN 27845,CHC 1881,Hordeum brachyantherum Nevski,"California, United States",PGRC
CN 27846,CHC 1883,Hordeum brachyantherum Nevski,"California, United States",PGRC
CN 27847,CHC 1884,Hordeum brachyantherum Nevski subsp. californicum (Covas & Stebbins) Bothmer et al.,"California, United States",PGRC
CN 27848,CHC 1885,Hordeum brachyantherum Nevski,"California, United States",PGRC
CN 27849,CHC 1888,Hordeum brachyantherum Nevski subsp. californicum (Covas & Stebbins) Bothmer et al.,"California, United States",PGRC
CN 27850,CHC 1889,Hordeum brachyantherum Nevski,"California, United States",PGRC
CN 27851,CHC 1890,Hordeum brachyantherum Nevski,"California, United States",PGRC
CN 27852,CHC 1891,Hordeum brachyantherum Nevski subsp. californicum (Covas & Stebbins) Bothmer et al.,"California, United States",PGRC
CN 27853,CHC 1893,Hordeum brachyantherum Nevski,"California, United States",PGRC
CN 27854,CHC-1894,Hordeum brachyantherum Nevski,,PGRC
CN 27855,CHC 1896,Hordeum brachyantherum Nevski,"California, United States",PGRC
CN 27856,CHC 1897,Hordeum brachyantherum Nevski,"California, United States",PGRC
CN 27857,CHC 1898,Hordeum brachyantherum Nevski,"California, United States",PGRC
CN 27858,CHC 1899,Hordeum brachyantherum Nevski,"California, United States",PGRC
CN 27859,CHC 1900,Hordeum brachyantherum Nevski,"California, United States",PGRC
CN 27860,CHC 1902,Hordeum brachyantherum Nevski,"California, United States",PGRC
CN 27861,CHC 1904,Hordeum brachyantherum Nevski subsp. californicum (Covas & Stebbins) Bothmer et al.,"California, United States",PGRC
CN 45936,PGR 19925,Hordeum brevisubulatum (Trin.) Link,,PGRC
CN 62644,CIho 15727,Hordeum bogdanii Wilensky,,PGRC
CN 65825,PI 300574,Hordeum brevisubulatum (Trin.) Link subsp. violaceum (Boiss. & Hohen.) Tzvelev,"Kabardino-Balkaria, Russian Federation",PGRC
CN 83964,PI 499498,Hordeum bogdanii Wilensky,"Nei Mongol Zizhiqu, China",PGRC
CN 83965,PI 499499,Hordeum bogdanii Wilensky,"Gansu Sheng, China",PGRC
CN 83966,PI 499500,Hordeum bogdanii Wilensky,"Xinjiang Uygur Zizhiqu, China",PGRC
CN 83967,PI 499501,Hordeum bogdanii Wilensky,"Xinjiang Uygur Zizhiqu, China",PGRC
CN 83968,PI 499502,Hordeum brevisubulatum (Trin.) Link,"Nei Mongol Zizhiqu, China",PGRC
CN 83969,PI 499503,Hordeum brevisubulatum (Trin.) Link,"Nei Mongol Zizhiqu, China",PGRC
CN 83971,PI 499643,Hordeum bogdanii Wilensky,"Xinjiang Uygur Zizhiqu, China",PGRC
CN 83972,PI 499644,Hordeum bogdanii Wilensky,"Xinjiang Uygur Zizhiqu, China",PGRC
CN 83973,PI 499645,Hordeum bogdanii Wilensky,"Xinjiang Uygur Zizhiqu, China",PGRC
CN 83974,PI 499646,Hordeum bogdanii Wilensky,"Xinjiang Uygur Zizhiqu, China",PGRC
CN 37516,R-27a,Leymus innovatus (Beal) Pilg.,"Alberta, Canada",PGRC
CN 43355,PGR 16592,Leymus salina (M. E. Jones) Á. Löve,"Wyoming, United States",PGRC
CN 43366,PAY-1,Leymus arenarius (L.) Hochst.,"Québec, Canada",PGRC
CN 43468,PGR 16820,Leymus racemosus (Lam.) Tzvelev,,PGRC
CN 43469,PGR 16821,Leymus racemosus (Lam.) Tzvelev,,PGRC
CN 43896,AL-59/84,Leymus racemosus (Lam.) Tzvelev subsp. sabulosus (M. Bieb.) Tzvelev,Ukraine,PGRC
CN 35090,PGR 7213,Leymus condensatus (J. Presl) Á. Löve,,PGRC
CN 35091,PGR 7214,Leymus racemosus (Lam.) Tzvelev subsp. racemosus,,PGRC
CN 40192,PGR 13195,Leymus angustus (Trin.) Pilg.,Russian Federation,PGRC
CN 43227,PGR 16464,Leymus angustus (Trin.) Pilg.,,PGRC
CN 40080,PGR 13074,Leymus racemosus (Lam.) Tzvelev subsp. racemosus,Kazakhstan,PGRC
CN 52934,W-1,Leymus mollis (Trin.) Pilg.,"Québec, Canada",PGRC
CN 52927,GP-1,Leymus mollis (Trin.) Pilg.,"New Brunswick, Canada",PGRC
CN 52928,PGR 16608,Leymus mollis (Trin.) Pilg.,"Québec, Canada",PGRC
CN 52929,C-4,Leymus mollis (Trin.) Pilg.,"Québec, Canada",PGRC
CN 52930,C-5,Leymus mollis (Trin.) Pilg.,"Québec, Canada",PGRC
CN 52931,C-6,Leymus mollis (Trin.) Pilg.,"Québec, Canada",PGRC
CN 52932,C-9,Leymus mollis (Trin.) Pilg.,"Québec, Canada",PGRC
CN 52933,C-11,Leymus mollis (Trin.) Pilg.,"Québec, Canada",PGRC
CN 52870,PGR 3800,Leymus racemosus (Lam.) Tzvelev subsp. sabulosus (M. Bieb.) Tzvelev,,PGRC
CN 33871,PGR 5607,Leymus arenarius (L.) Hochst.,,PGRC
CN 32684,PGR 4233,Leymus arenarius (L.) Hochst.,,PGRC
CN 32685,PGR 4234,Leymus arenarius (L.) Hochst.,,PGRC
CN 32722,PGR 4276,Leymus arenarius (L.) Hochst.,,PGRC
CN 32723,PGR 4277,Leymus arenarius (L.) Hochst.,,PGRC
CN 32774,PGR 4338,Leymus arenarius (L.) Hochst.,,PGRC
CN 31538,PGR 2771,Leymus arenarius (L.) Hochst.,,PGRC
CN 32398,PGR 3870,Leymus cinereus (Scribn. & Merr.) Á. Löve,,PGRC
CN 32418,PGR 3892,Leymus arenarius (L.) Hochst.,,PGRC
CN 32839,PGR 4408,Leymus arenarius (L.) Hochst.,,PGRC
CN 33145,'Prairieland',Leymus angustus (Trin.) Pilg.,,PGRC
CN 32614,PGR 4152,Leymus arenarius (L.) Hochst.,,PGRC
CN 32637,PGR 4179,Leymus arenarius (L.) Hochst.,,PGRC
CN 32651,PGR 4196,Leymus arenarius (L.) Hochst.,,PGRC
CN 32652,PGR 4197,Leymus arenarius (L.) Hochst.,,PGRC
CN 32462,PGR 3944,Leymus arenarius (L.) Hochst.,,PGRC
CN 32463,PGR 3945,Leymus akmolinensis (Drobow) Tzvelev,,PGRC
CN 31645,PGR 2908,Leymus innovatus (Beal) Pilg.,,PGRC
CN 31663,PGR 2930,Leymus mollis (Trin.) Pilg.,"Alaska, United States",PGRC
CN 31678,PGR 2946,Leymus arenarius (L.) Hochst.,,PGRC
CN 108690,S9541,Leymus innovatus (Beal) Pilg.,,PGRC
CN 108659,'Prairieland',Leymus angustus (Trin.) Pilg.,,PGRC
CN 37545,R-47,Lupinus sericeus Pursh,"Montana, United States",PGRC
CN 32284,No. 825,Lupinus polyphyllus Lindl.,,PGRC
CN 32307,No. 77,Lupinus perennis L.,,PGRC
CN 32334,No. 738,Lupinus albus L.,,PGRC
CN 32335,No. 739,Lupinus polyphyllus Lindl.,,PGRC
CN 35089,No. 529,Lupinus polyphyllus Lindl.,,PGRC
CN 32161,'Blanca',Lupinus albus L.,,PGRC
CN 32162,'Egyptska',Lupinus albus L.,,PGRC
CN 32163,'Gyulatanyai Feherviragu Edes Csillagfurt',Lupinus albus L.,,PGRC
CN 32164,'Hansa',Lupinus albus L.,,PGRC
CN 32165,'Kereskedelmi',Lupinus albus L.,,PGRC
CN 32166,'Kievskij Mutant',Lupinus albus L.,,PGRC
CN 32167,'Kievskij Skorospelyi',Lupinus albus L.,,PGRC
CN 32168,'Kisvardai 1432/49',Lupinus albus L.,,PGRC
CN 32169,'Knehdener Weisslupine',Lupinus albus L.,,PGRC
CN 32170,'Kraftquell',Lupinus albus L.,,PGRC
CN 32171,'Nahrquell',Lupinus albus L.,,PGRC
CN 32172,'Peragis Weisse Susslupine St.786/41',Lupinus albus L.,,PGRC
CN 32173,'Petkuser Bittere Weisslupine',Lupinus albus L.,,PGRC
CN 32174,'Pflugs Ultra',Lupinus albus L.,,PGRC
CN 32175,'Przebedowski Srednio-Wczesny',Lupinus albus L.,,PGRC
CN 32176,'Rimpaus Fruhe Susse Weisslupine',Lupinus albus L.,,PGRC
CN 32177,'Sharkia 13',Lupinus albus L.,,PGRC
CN 32178,'Sweet White 7731',Lupinus albus L.,,PGRC
CN 32179,'Tremoco',Lupinus albus L.,,PGRC
CN 32180,'Weisse Bitterlupine',Lupinus albus L.,,PGRC
CN 32181,PGR 3618,Lupinus albus L.,,PGRC
CN 32182,PGR 3619,Lupinus albus L.,,PGRC
CN 32183,PGR 3620,Lupinus albus L.,,PGRC
CN 32184,PGR 3621,Lupinus albus L.,,PGRC
CN 32185,PGR 3622,Lupinus albus L.,,PGRC
CN 32186,PGR 3623,Lupinus albus L.,,PGRC
CN 32187,'Alteria',Lupinus luteus L.,,PGRC
CN 32188,'As',Lupinus luteus L.,,PGRC
CN 32189,'Baltej',Lupinus luteus L.,,PGRC
CN 32190,'Bas',Lupinus luteus L.,,PGRC
CN 32191,'Bielanski Pastewny',Lupinus luteus L.,,PGRC
CN 32192,'Bielanski Wczesny',Lupinus luteus L.,,PGRC
CN 32193,'Boec (Sweet Lupine)',Lupinus luteus L.,,PGRC
CN 32194,'Bystrorastuscij 4',Lupinus luteus L.,,PGRC
CN 32195,'Gardenjaj',Lupinus luteus L.,,PGRC
CN 32196,'Gulzower Susse Gelbe',Lupinus luteus L.,,PGRC
CN 32197,'Gyulatanyai Sargaviragu Edes Csillagfurt',Lupinus luteus L.,,PGRC
CN 32198,'Jorlupine',Lupinus luteus L.,,PGRC
CN 32199,'V. Kalbens Vienauer',Lupinus luteus L.,,PGRC
CN 32200,'Kormovoj 190',Lupinus luteus L.,,PGRC
CN 32201,'Lima',Lupinus luteus L.,,PGRC
CN 32202,'Luneberger Gelbe',Lupinus luteus L.,,PGRC
CN 32203,'Muncheberger Weiko I',Lupinus luteus L.,,PGRC
CN 32204,'Muncheberger Weiko Ii',Lupinus luteus L.,,PGRC
CN 32205,'Muncheberger Weiko III',Lupinus luteus L.,,PGRC
CN 32206,'Neven',Lupinus luteus L.,,PGRC
CN 32207,'Oleski',Lupinus luteus L.,,PGRC
CN 32208,'Pavlo',Lupinus luteus L.,,PGRC
CN 32209,'Paulsens Gelbe',Lupinus luteus L.,,PGRC
CN 32210,'Popularny',Lupinus luteus L.,,PGRC
CN 32211,'Raddatz Fruhe Gelbe',Lupinus luteus L.,,PGRC
CN 32212,'Sarga Edes Csillagfurt',Lupinus luteus L.,,PGRC
CN 32213,'Severiner Gelbe',Lupinus luteus L.,,PGRC
CN 36238,'RWT-6022',Lupinus luteus L.,,PGRC
CN 36239,'Topaz',Lupinus luteus L.,,PGRC
CN 36240,'Patucki',Lupinus luteus L.,,PGRC
CN 37243,#2217,Lupinus spp.,Portugal,PGRC
CN 37244,# 2389,Lupinus luteus L.,Portugal,PGRC
CN 37245,# 2570,Lupinus luteus L.,Portugal,PGRC
CN 32214,'Slodziak',Lupinus luteus L.,,PGRC
CN 32215,'Sulfa',Lupinus spp.,,PGRC
CN 32216,'Sweet Yellow',Lupinus luteus L.,,PGRC
CN 32217,'Zeltyj Kormovoj',Lupinus luteus L.,,PGRC
CN 32218,PGR 3656,Lupinus luteus L.,,PGRC
CN 32219,LUP339/76,Lupinus luteus L.,,PGRC
CN 32220,PGR 3658,Lupinus luteus L.,,PGRC
CN 32221,PGR 3659,Lupinus luteus L.,,PGRC
CN 32222,PGR 3660,Lupinus luteus L.,,PGRC
CN 32223,PGR 3661,Lupinus luteus L.,,PGRC
CN 32224,'Benjakonskij 484',Lupinus angustifolius L.,,PGRC
CN 32225,'Glumbowitzer Blaue',Lupinus angustifolius L.,,PGRC
CN 32226,'Graf Schwerin Rote',Lupinus angustifolius L.,,PGRC
CN 32227,'Gulzower Bittere',Lupinus angustifolius L.,,PGRC
CN 32228,'V. Kameckes Fruhe Blaulupine',Lupinus angustifolius L.,,PGRC
CN 32229,'Merkels Liebucher Rote',Lupinus angustifolius L.,,PGRC
CN 32230,'Muncheberger Frohwuchsige Blaubluhende',Lupinus angustifolius L.,,PGRC
CN 32231,'Muncheberger Susslupine Blaue II',Lupinus angustifolius L.,,PGRC
CN 32232,'Niebiesko-Szary',Lupinus angustifolius L.,,PGRC
CN 32233,'Paulsens Blue',Lupinus angustifolius L.,,PGRC
CN 32234,'Pflugs Blaulupine',Lupinus angustifolius L.,,PGRC
CN 32235,'P.S.G. Ostsaat Blaue',Lupinus angustifolius L.,,PGRC
CN 32236,'Raddatz Hufenberger Edelweiss',Lupinus angustifolius L.,,PGRC
CN 32237,'Rannespelyj 6',Lupinus angustifolius L.,,PGRC
CN 32238,'Rotbluhende Von Merkel',Lupinus angustifolius L.,,PGRC
CN 32239,'Schmalblattrige Schwerplatzende Bittere',Lupinus angustifolius L.,,PGRC
CN 32240,'V. Sengbuschs Muncheberger Blaue',Lupinus angustifolius L.,,PGRC
CN 32241,'Sethes Fruhe Rote',Lupinus angustifolius L.,,PGRC
CN 32242,'Stenger Und Rotter Blaue',Lupinus angustifolius L.,,PGRC
CN 32243,'Sweet White',Lupinus angustifolius L.,,PGRC
CN 32244,'Tirajnemskij Kormovyj',Lupinus angustifolius L.,,PGRC
CN 32245,PGR 3684,Lupinus angustifolius L.,,PGRC
CN 32264,No. 666,Lupinus luteus L.,,PGRC
CN 35396,'Ultra',Lupinus albus L.,,PGRC
CN 35397,PGR 7764,Lupinus mutabilis Sweet,,PGRC
CN 35398,'Tarhui',Lupinus mutabilis Sweet,,PGRC
CN 35257,'Mazowiecki',Lupinus luteus L.,,PGRC
CN 35258,'Sam',Lupinus luteus L.,,PGRC
CN 35259,'Tomik',Lupinus luteus L.,,PGRC
CN 35260,'Popularny',Lupinus luteus L.,,PGRC
CN 35261,'Afus',Lupinus luteus L.,,PGRC
CN 35262,'Lima',Lupinus luteus L.,,PGRC
CN 30981,'Gorizont',Lupinus albus L.,,PGRC
CN 30982,'Primorskij',Lupinus albus L.,,PGRC
CN 30983,'Kievskij Mutant',Lupinus albus L.,,PGRC
CN 30984,'Kievskij Skorospelyj',Lupinus albus L.,,PGRC
CN 30412,'Novozybkovskij 3434',Lupinus angustifolius L.,,PGRC
CN 30413,'Rozovyj 399',Lupinus angustifolius L.,,PGRC
CN 30414,'Beniakonskij 335',Lupinus angustifolius L.,,PGRC
CN 30415,'Nemcinovskij Sinij',Lupinus angustifolius L.,,PGRC
CN 30416,'Bystrorastuscij 4',Lupinus luteus L.,,PGRC
CN 30417,'Kormovoj 190',Lupinus luteus L.,,PGRC
CN 30418,'Kievskij Bystrorastuscij',Lupinus luteus L.,,PGRC
CN 30419,'Grodnenskij',Lupinus luteus L.,,PGRC
CN 30420,'Puskinskij',Lupinus polyphyllus Lindl.,,PGRC
CN 30421,'Nemcinovskij',Lupinus polyphyllus Lindl.,,PGRC
CN 34040,PGR 5828,Lupinus angustifolius L. subsp. reticulatus (Desv.) Arcang.,,PGRC
CN 34041,No. 1025,Lupinus polyphyllus Lindl.,,PGRC
CN 33874,PGR 5611,Lupinus mutabilis Sweet,,PGRC
CN 30324,'Putowski',Lupinus angustifolius L.,,PGRC
CN 30325,'Rotbluhende',Lupinus angustifolius L.,,PGRC
CN 30326,'Rabat 402',Lupinus angustifolius L.,,PGRC
CN 30327,'Schmalblattvige',Lupinus angustifolius L.,,PGRC
CN 30328,'Tremoco',Lupinus albus L.,,PGRC
CN 30329,'Bila',Lupinus albus L.,,PGRC
CN 30330,'Bitterlupine',Lupinus albus L.,,PGRC
CN 30331,'Kisvardai 632/47',Lupinus albus L.,,PGRC
CN 30332,'Loingsbersko St. A',Lupinus albus L.,,PGRC
CN 30333,'Biaty 90',Lupinus albus L.,,PGRC
CN 29477,'Kievskij Mutant',Lupinus albus L.,,PGRC
CN 31249,OB 1435,Lupinus luteus L.,,PGRC
CN 31250,OB 1436,Lupinus spp.,,PGRC
CN 31251,OB 1437,Lupinus luteus L.,,PGRC
CN 31252,OB 1438,Lupinus spp.,,PGRC
CN 31253,OB 1439,Lupinus spp.,,PGRC
CN 31254,OB 1440,Lupinus spp.,,PGRC
CN 31255,OB 1441,Lupinus spp.,,PGRC
CN 31256,OB 1442,Lupinus spp.,,PGRC
CN 31257,OB 1443,Lupinus spp.,,PGRC
CN 31258,OB 1444,Lupinus spp.,,PGRC
CN 31259,OB 1445,Lupinus spp.,,PGRC
CN 31260,OB 1446,Lupinus spp.,,PGRC
CN 31261,OB 1447,Lupinus spp.,,PGRC
CN 31262,OB 1448,Lupinus spp.,,PGRC
CN 31263,OB 1449,Lupinus spp.,,PGRC
CN 31264,OB 1450,Lupinus spp.,,PGRC
CN 31266,OB 1452,Lupinus spp.,,PGRC
CN 31267,OB 1454,Lupinus spp.,,PGRC
CN 31268,PGR 2397,Lupinus spp.,,PGRC
CN 31269,OB 1456,Lupinus spp.,,PGRC
CN 31270,OB 1457,Lupinus spp.,,PGRC
CN 31271,OB 1458,Lupinus spp.,,PGRC
CN 31272,OB 1459,Lupinus spp.,,PGRC
CN 31273,OB 1460,Lupinus spp.,,PGRC
CN 31274,OB 1461,Lupinus spp.,,PGRC
CN 31275,OB 1462,Lupinus spp.,,PGRC
CN 31276,OB 1463,Lupinus spp.,,PGRC
CN 31277,OB 1464,Lupinus spp.,,PGRC
CN 31278,OB 1465,Lupinus spp.,,PGRC
CN 31279,OB 1466,Lupinus spp.,,PGRC
CN 31942,PGR 3283,Lupinus arboreus Sims,,PGRC
CN 31966,PGR 3314,Lupinus nanus Douglas ex Benth.,,PGRC
CN 31973,PGR 3322,Lupinus nootkatensis Donn ex Sims,,PGRC
CN 31724,PGR 3003,Lupinus luteus L.,,PGRC
CN 32012,PGR 3374,Lupinus polyphyllus Lindl.,,PGRC
CN 32764,No. 750,Lupinus polyphyllus Lindl.,,PGRC
CN 32765,No. 1367,Lupinus polyphyllus Lindl.,,PGRC
CN 32034,PGR 3399,Lupinus angustifolius L. subsp. reticulatus (Desv.) Arcang.,,PGRC
CN 32391,PGR 3863,Lupinus mutabilis Sweet,,PGRC
CN 32392,PGR 3864,Lupinus polyphyllus Lindl.,,PGRC
CN 32393,PGR 3865,Lupinus luteus L.,,PGRC
CN 32823,No. 187,Lupinus polyphyllus Lindl.,,PGRC
CN 32824,No. 403,Lupinus polyphyllus Lindl.,,PGRC
CN 32825,No. 404,Lupinus polyphyllus Lindl.,,PGRC
CN 31636,PGR 2895,Lupinus angustifolius L. subsp. reticulatus (Desv.) Arcang.,,PGRC
CN 31637,No. 376,Lupinus truncatus Nutt. ex Hook. & Arn.,,PGRC
CN 32632,PGR 4173,Lupinus albifrons Benth.,,PGRC
CN 32633,No. 415,Lupinus polyphyllus Lindl.,,PGRC
CN 32653,PGR 4198,Lupinus arcticus S. Watson,,PGRC
CN 32670,No. 659,Lupinus perennis L.,,PGRC
CN 32470,No. 891,Lupinus luteus L.,,PGRC
CN 32471,No. 892,Lupinus nootkatensis Donn ex Sims,,PGRC
CN 45083,'Belorusskij 155',Lupinus angustifolius L.,,PGRC
CN 45084,'Seoernyi 1',Lupinus angustifolius L.,,PGRC
CN 31265,OB 1451,Lupinus spp.,,PGRC
CN 48558,'Gelbe Bitterlupine',Lupinus luteus L.,,PGRC
CN 108720,,Lupinus albus L.,,PGRC
CN 112264,CN 112264,Lupinus polyphyllus Lindl.,,PGRC
CN 110638,CN 110638,Lupinus sparsiflorus Benth.,"Arizona, United States",PGRC
CN 110494,CN 110494,Lupinus polyphyllus Lindl.,,PGRC
CN 110495,CN 110495,Lupinus arcticus S. Watson,,PGRC
CN 110496,CN 110496,Lupinus perennis L.,,PGRC
CN 110497,CN 110497,Lupinus polyphyllus Lindl.,,PGRC
CN 110500,CN 110500,Lupinus albus L.,,PGRC
CN 110501,CN 110501,Lupinus albus L.,,PGRC
CN 110503,CN 110503,Lupinus angustifolius L.,,PGRC
CN 110502,CN 110502,Lupinus angustifolius L.,,PGRC
CN 110504,'Plugs Blaulupine',Lupinus angustifolius L.,,PGRC
CN 110505,CN 110505,Lupinus bicolor Lindl.,,PGRC
CN 110506,CN 110506,Lupinus sericeus Pursh,,PGRC
CN 110507,CN 110507,Lupinus hirsutissimus Benth.,,PGRC
CN 110508,CN 110508,Lupinus polyphyllus Lindl.,,PGRC
CN 110509,CN 110509,Lupinus subcarnosus Hook.,,PGRC
CN 110510,CN 110510,Lupinus subcarnosus Hook.,,PGRC
CN 110511,CN 110511,Lupinus succulentus Douglas ex K. Koch,,PGRC
CN 110512,CN 110512,Lupinus subcarnosus Hook.,,PGRC
CN 110513,CN 110513,Lupinus subcarnosus Hook.,,PGRC
CN 110514,CN 110514,Lupinus angustifolius L.,,PGRC
CN 110515,Rose queen,Lupinus pubescens Benth.,,PGRC
CN 110567,'Kalina',Lupinus albus L.,,PGRC
CN 110568,'Illyarrie',Lupinus angustifolius L.,,PGRC
CN 110569,'Wat',Lupinus albus L.,,PGRC
CN 110570,'Blanca',Lupinus albus L.,,PGRC
CN 110571,'Emir',Lupinus angustifolius L.,,PGRC
CN 110572,'Plug Ultra',Lupinus albus L.,,PGRC
CN 110573,NC-4-15,Lupinus albus L.,,PGRC
CN 110574,NC-4-16,Lupinus albus L.,,PGRC
CN 110575,NC-6-11,Lupinus albus L.,,PGRC
CN 110576,CN 110576,Lupinus albus L.,,PGRC
CN 110577,NC-4-18,Lupinus albus L.,,PGRC
CN 110578,'Neuland',Lupinus albus L.,,PGRC
CN 110579,'R-SA',Lupinus luteus L.,,PGRC
CN 110580,CN 110580,Lupinus luteus L.,,PGRC
CN 110585,CN 110585,Lupinus microcarpus Sims,,PGRC
CN 110587,PGR 3444,Lupinus nootkatensis Donn ex Sims,,PGRC
CN 110586,CN 110586,Lupinus spp.,,PGRC
CN 110588,CN 110588,Lupinus perennis L.,,PGRC
CN 110591,CN 110591,Lupinus polyphyllus Lindl.,,PGRC
CN 110592,CN 110592,Lupinus perennis L.,,PGRC
CN 110593,CN 110593,Lupinus perennis L.,,PGRC
CN 110594,CN 110594,Lupinus polyphyllus Lindl.,,PGRC
CN 110595,CN 110595,Lupinus polyphyllus Lindl.,,PGRC
CN 110596,CN 110596,Lupinus polyphyllus Lindl.,,PGRC
CN 110597,CN 110597,Lupinus polyphyllus Lindl.,,PGRC
CN 110598,CN 110598,Lupinus polyphyllus Lindl.,,PGRC
CN 110599,CN 110599,Lupinus polyphyllus Lindl.,,PGRC
CN 110600,CN 110600,Lupinus polyphyllus Lindl.,,PGRC
CN 105110,CN 105110,Lupinus polyphyllus Lindl.,,PGRC
CN 110602,CN 110602,Lupinus polyphyllus Lindl.,,PGRC
CN 110603,CN 110603,Lupinus polyphyllus Lindl.,,PGRC
CN 110604,CN 110604,Lupinus polyphyllus Lindl.,,PGRC
CN 110605,CN 110605,Lupinus angustifolius L.,,PGRC
CN 102993,MAL0539,Malus fusca (Raf.) C. K. Schneid.,Unknown,CCG
CN 102994,MAL0837,Malus fusca (Raf.) C. K. Schneid.,Unknown,CCG
CN 102990,MAL0885,Malus fusca (Raf.) C. K. Schneid.,"California, United States",CCG
CN 102992,MAL0887,Malus fusca (Raf.) C. K. Schneid.,"Washington, United States",CCG
CN 102984,MAL0453,Malus coronaria (L.) Mill.,"Illinois, United States",CCG
CN 102985,MAL0579,Malus coronaria (L.) Mill.,"Illinois, United States",CCG
CN 102983,MAL0632,Malus coronaria (L.) Mill.,"Ontario, Canada",CCG
CN 102980,MAL0893,Malus coronaria (L.) Mill.,"Michigan, United States",CCG
