"","TAXON","GENUS","SPECIES","RANK","INFRASPECIFIC","ECO_NAME"
"14.1443","Cornus sericea subsp. sericea","Cornus","Cornus sericea","subsp.","sericea","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.1465","Fragaria virginiana","Fragaria","Fragaria virginiana","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.1470","Gaultheria shallon","Gaultheria","Gaultheria shallon","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.1474","Fragaria vesca","Fragaria","Fragaria vesca","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.1492","Fritillaria camschatcensis","Fritillaria","Fritillaria camschatcensis","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.1493","Fragaria chiloensis","Fragaria","Fragaria chiloensis","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.1515","Heuchera chlorantha","Heuchera","Heuchera chlorantha","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.1516","Hordeum jubatum","Hordeum","Hordeum jubatum","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.1521","Honckenya peploides","Honckenya","Honckenya peploides","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.1594","Hordeum brachyantherum","Hordeum","Hordeum brachyantherum","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.1765","Festuca rubra","Festuca","Festuca rubra","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.1929","Festuca subulata","Festuca","Festuca subulata","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.1934","Gaultheria humifusa","Gaultheria","Gaultheria humifusa","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.1948","Festuca occidentalis","Festuca","Festuca occidentalis","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.1949","Gaillardia aristata","Gaillardia","Gaillardia aristata","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.1954","Festuca rubra subsp. rubra","Festuca","Festuca rubra","subsp.","rubra","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.1956","Helianthus annuus","Helianthus","Helianthus annuus","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.1967","Festuca altaica","Festuca","Festuca altaica","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.1969","Frangula purshiana","Frangula","Frangula purshiana","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.1982","Holodiscus discolor","Holodiscus","Holodiscus discolor","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.1987","Honckenya peploides subsp. major","Honckenya","Honckenya peploides","subsp.","major","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.1989","Fragaria chiloensis subsp. pacifica","Fragaria","Fragaria chiloensis","subsp.","pacifica","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.1992","Fragaria chiloensis subsp. lucida","Fragaria","Fragaria chiloensis","subsp.","lucida","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.2016","Gaultheria hispidula","Gaultheria","Gaultheria hispidula","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.2018","Fragaria vesca subsp. bracteata","Fragaria","Fragaria vesca","subsp.","bracteata","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.2020","Holodiscus discolor var. discolor","Holodiscus","Holodiscus discolor","var.","discolor","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.2022","Festuca viridula","Festuca","Festuca viridula","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.2035","Lysichiton americanus","Lysichiton","Lysichiton americanus","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.2036","Maianthemum racemosum","Maianthemum","Maianthemum racemosum","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.2040","Maianthemum stellatum","Maianthemum","Maianthemum stellatum","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.2042","Oplopanax horridus","Oplopanax","Oplopanax horridus","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.2044","Monotropa uniflora","Monotropa","Monotropa uniflora","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.2052","Lonicera involucrata","Lonicera","Lonicera involucrata","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.2054","Maianthemum dilatatum","Maianthemum","Maianthemum dilatatum","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.2119","Lathyrus japonicus","Lathyrus","Lathyrus japonicus","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.2133","Myrica gale","Myrica","Myrica gale","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.2268","Mentha canadensis","Mentha","Mentha canadensis","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.2283","Lupinus nootkatensis","Lupinus","Lupinus nootkatensis","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.2293","Melica subulata","Melica","Melica subulata","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.2301","Lupinus polyphyllus","Lupinus","Lupinus polyphyllus","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.2353","Juniperus communis var. charlottensis","Juniperus","Juniperus communis","var.","charlottensis","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.2357","Oenanthe sarmentosa","Oenanthe","Oenanthe sarmentosa","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.2359","Lathyrus littoralis","Lathyrus","Lathyrus littoralis","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.2401","Kalmia microphylla","Kalmia","Kalmia microphylla","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.2443","Juniperus communis","Juniperus","Juniperus communis","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.2547","Leymus mollis","Leymus","Leymus mollis","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.3168","Kalmia microphylla var. microphylla","Kalmia","Kalmia microphylla","var.","microphylla","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.3170","Kalmia microphylla var. occidentalis","Kalmia","Kalmia microphylla","var.","occidentalis","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.3176","Lupinus littoralis","Lupinus","Lupinus littoralis","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.3186","Lathyrus palustris","Lathyrus","Lathyrus palustris","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.3191","Lilium columbianum","Lilium","Lilium columbianum","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.3194","Leymus innovatus","Leymus","Leymus innovatus","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.3210","Lupinus nootkatensis var. nootkatensis","Lupinus","Lupinus nootkatensis","var.","nootkatensis","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.3233","Juniperus communis var. depressa","Juniperus","Juniperus communis","var.","depressa","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.3304","Lonicera utahensis","Lonicera","Lonicera utahensis","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.3311","Larix occidentalis","Larix","Larix occidentalis","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.3342","Juniperus communis var. saxatilis","Juniperus","Juniperus communis","var.","saxatilis","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.3356","Phalaris arundinacea","Phalaris","Phalaris arundinacea","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.3357","Populus tremuloides","Populus","Populus tremuloides","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.3358","Plantago maritima","Plantago","Plantago maritima","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.3359","Picea sitchensis","Picea","Picea sitchensis","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.3367","Poa macrantha","Poa","Poa macrantha","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.3368","Pinus contorta","Pinus","Pinus contorta","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.3369","Pinus contorta var. contorta","Pinus","Pinus contorta","var.","contorta","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.3502","Populus balsamifera","Populus","Populus balsamifera","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.3534","Poa alpina","Poa","Poa alpina","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.3640","Poa pratensis subsp. pratensis","Poa","Poa pratensis","subsp.","pratensis","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.3642","Poa arctica","Poa","Poa arctica","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.3645","Poa palustris","Poa","Poa palustris","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.3647","Phleum alpinum","Phleum","Phleum alpinum","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.3649","Poa glauca","Poa","Poa glauca","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.3660","Poa confinis","Poa","Poa confinis","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.3662","Poa arctica subsp. arctica","Poa","Poa arctica","subsp.","arctica","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.3667","Poa secunda subsp. secunda","Poa","Poa secunda","subsp.","secunda","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.3668","Poa pratensis","Poa","Poa pratensis","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.3681","Picea glauca","Picea","Picea glauca","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.3708","Poa nemoralis","Poa","Poa nemoralis","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.3709","Poa stenantha","Poa","Poa stenantha","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.3717","Poa secunda","Poa","Poa secunda","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.3718","Poa leptocoma","Poa","Poa leptocoma","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.3744","Picea mariana","Picea","Picea mariana","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.3765","Poa pratensis subsp. agassizensis","Poa","Poa pratensis","subsp.","agassizensis","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.3834","Pinus contorta var. latifolia","Pinus","Pinus contorta","var.","latifolia","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.3839","Rhododendron groenlandicum","Rhododendron","Rhododendron groenlandicum","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.3841","Prunella vulgaris","Prunella","Prunella vulgaris","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.3873","Rosa gymnocarpa","Rosa","Rosa gymnocarpa","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.3874","Rubus arcticus subsp. acaulis","Rubus","Rubus arcticus","subsp.","acaulis","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.3879","Rosa nutkana","Rosa","Rosa nutkana","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.3882","Ribes bracteosum","Ribes","Ribes bracteosum","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.3886","Populus trichocarpa","Populus","Populus trichocarpa","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.3901","Rubus arcticus","Rubus","Rubus arcticus","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.3909","Ribes lacustre","Ribes","Ribes lacustre","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.3928","Ribes sanguineum","Ribes","Ribes sanguineum","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.4050","Prunus virginiana","Prunus","Prunus virginiana","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.4094","Rosa nutkana subsp. macdougalii","Rosa","Rosa nutkana","subsp.","macdougalii","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.4097","Rosa woodsii","Rosa","Rosa woodsii","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.4101","Ribes oxyacanthoides subsp. oxyacanthoides","Ribes","Ribes oxyacanthoides","subsp.","oxyacanthoides","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.4102","Ribes laxiflorum","Ribes","Ribes laxiflorum","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.4107","Rosa woodsii subsp. ultramontana","Rosa","Rosa woodsii","subsp.","ultramontana","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.4114","Rosa acicularis subsp. sayi","Rosa","Rosa acicularis","subsp.","sayi","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.4116","Rosa nutkana subsp. nutkana","Rosa","Rosa nutkana","subsp.","nutkana","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.4119","Prunus emarginata","Prunus","Prunus emarginata","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.4122","Ribes divaricatum var. divaricatum","Ribes","Ribes divaricatum","var.","divaricatum","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.4123","Prunus pensylvanica","Prunus","Prunus pensylvanica","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.4136","Prunella vulgaris subsp. vulgaris","Prunella","Prunella vulgaris","subsp.","vulgaris","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.4139","Prunella vulgaris subsp. lanceolata","Prunella","Prunella vulgaris","subsp.","lanceolata","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.4153","Ribes oxyacanthoides","Ribes","Ribes oxyacanthoides","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.4160","Rubus arcticus subsp. stellatus","Rubus","Rubus arcticus","subsp.","stellatus","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.4188","Rhodiola rosea","Rhodiola","Rhodiola rosea","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.4189","Rosa acicularis","Rosa","Rosa acicularis","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.4197","Pseudotsuga menziesii","Pseudotsuga","Pseudotsuga menziesii","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.4199","Ribes divaricatum","Ribes","Ribes divaricatum","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.4218","Rubus pedatus","Rubus","Rubus pedatus","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.4219","Spiraea douglasii","Spiraea","Spiraea douglasii","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.4220","Urtica dioica","Urtica","Urtica dioica","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.4222","Thuja plicata","Thuja","Thuja plicata","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.4223","Rubus spectabilis","Rubus","Rubus spectabilis","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.4226","Tsuga heterophylla","Tsuga","Tsuga heterophylla","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.4244","Typha latifolia","Typha","Typha latifolia","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.4257","Shepherdia canadensis","Shepherdia","Shepherdia canadensis","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.4279","Sedum divergens","Sedum","Sedum divergens","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.4299","Sambucus racemosa","Sambucus","Sambucus racemosa","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.4346","Tsuga mertensiana","Tsuga","Tsuga mertensiana","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.4392","Rumex occidentalis","Rumex","Rumex occidentalis","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.4412","Sedum oreganum","Sedum","Sedum oreganum","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.4433","Rubus chamaemorus","Rubus","Rubus chamaemorus","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.4435","Triglochin maritima","Triglochin","Triglochin maritima","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.4452","Trifolium wormskioldii","Trifolium","Trifolium wormskioldii","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.4454","Symphoricarpos albus","Symphoricarpos","Symphoricarpos albus","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.4461","Taxus brevifolia","Taxus","Taxus brevifolia","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.4565","Salix sitchensis","Salix","Salix sitchensis","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.4587","Sanicula marilandica","Sanicula","Sanicula marilandica","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.4599","Sorbus sitchensis","Sorbus","Sorbus sitchensis","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.5017","Rubus idaeus","Rubus","Rubus idaeus","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.5122","Salix arctica","Salix","Salix arctica","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.5125","Sorbus scopulina","Sorbus","Sorbus scopulina","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.5150","Rubus nutkanus","Rubus","Rubus nutkanus","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.5170","Salix scouleriana","Salix","Salix scouleriana","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.5172","Schoenoplectus acutus var. acutus","Schoenoplectus","Schoenoplectus acutus","var.","acutus","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.5173","Schoenoplectus acutus","Schoenoplectus","Schoenoplectus acutus","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.5205","Salix reticulata","Salix","Salix reticulata","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.5207","Salix barclayi","Salix","Salix barclayi","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.5210","Sorbus sitchensis var. sitchensis","Sorbus","Sorbus sitchensis","var.","sitchensis","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.5222","Sorbus sitchensis var. grayi","Sorbus","Sorbus sitchensis","var.","grayi","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.5241","Salix exigua","Salix","Salix exigua","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.5252","Sium suave","Sium","Sium suave","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.5303","Salix pulchra","Salix","Salix pulchra","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.5379","Sedum spathulifolium","Sedum","Sedum spathulifolium","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.5456","Vaccinium ovalifolium","Vaccinium","Vaccinium ovalifolium","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.5457","Vaccinium oxycoccos","Vaccinium","Vaccinium oxycoccos","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.5458","Vaccinium membranaceum","Vaccinium","Vaccinium membranaceum","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.5459","Vaccinium parvifolium","Vaccinium","Vaccinium parvifolium","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.5468","Viburnum edule","Viburnum","Viburnum edule","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.5513","Viburnum opulus var. americanum","Viburnum","Viburnum opulus","var.","americanum","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.5514","Xanthocyparis nootkatensis","Xanthocyparis","Xanthocyparis nootkatensis","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.5524","Vaccinium cespitosum","Vaccinium","Vaccinium cespitosum","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.5526","Vaccinium vitis-idaea","Vaccinium","Vaccinium vitis-idaea","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.5598","Vaccinium uliginosum","Vaccinium","Vaccinium uliginosum","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.5680","Vicia americana","Vicia","Vicia americana","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.5767","Vaccinium myrtilloides","Vaccinium","Vaccinium myrtilloides","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.5768","Vaccinium deliciosum","Vaccinium","Vaccinium deliciosum","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.5807","Vicia nigricans var. gigantea","Vicia","Vicia nigricans","var.","gigantea","S.E. Alaska - B.C. Coastal Forest And Mountains"
"14.5835","Zizania aquatica","Zizania","Zizania aquatica","","","S.E. Alaska - B.C. Coastal Forest And Mountains"
"15","Acer circinatum","Acer","Acer circinatum","","","Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests"
"15.2","Acer macrophyllum","Acer","Acer macrophyllum","","","Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests"
"15.5","Achillea millefolium","Achillea","Achillea millefolium","","","Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests"
"15.9","Abies grandis","Abies","Abies grandis","","","Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests"
"15.11","Aruncus dioicus","Aruncus","Aruncus dioicus","","","Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests"
"15.13","Arbutus menziesii","Arbutus","Arbutus menziesii","","","Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests"
"15.15","Acer glabrum var. douglasii","Acer","Acer glabrum","var.","douglasii","Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests"
"15.19","Alnus rubra","Alnus","Alnus rubra","","","Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests"
"15.26","Arctostaphylos columbiana","Arctostaphylos","Arctostaphylos columbiana","","","Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests"
"15.69","Amelanchier alnifolia","Amelanchier","Amelanchier alnifolia","","","Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests"
"15.70","Amaranthus retroflexus","Amaranthus","Amaranthus retroflexus","","","Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests"
"15.77","Ambrosia chamissonis","Ambrosia","Ambrosia chamissonis","","","Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests"
"15.138","Abies amabilis","Abies","Abies amabilis","","","Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests"
"15.277","Arctostaphylos uva-ursi","Arctostaphylos","Arctostaphylos uva-ursi","","","Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests"
"15.360","Acer saccharinum","Acer","Acer saccharinum","","","Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests"
"15.368","Acer glabrum","Acer","Acer glabrum","","","Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests"
"15.414","Allium schoenoprasum","Allium","Allium schoenoprasum","","","Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests"
"15.451","Alnus alnobetula","Alnus","Alnus alnobetula","","","Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests"
"15.548","Allium cernuum","Allium","Allium cernuum","","","Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests"
"15.630","Allium acuminatum","Allium","Allium acuminatum","","","Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests"
"15.900","Alnus alnobetula subsp. sinuata","Alnus","Alnus alnobetula","subsp.","sinuata","Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests"
"15.981","Acer negundo","Acer","Acer negundo","","","Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests"
"15.1040","Allium amplectens","Allium","Allium amplectens","","","Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests"
"15.1066","Alnus incana","Alnus","Alnus incana","","","Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests"
"15.1490","Asarum caudatum","Asarum","Asarum caudatum","","","Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests"
"15.1521","Acmispon parviflorus","Acmispon","Acmispon parviflorus","","","Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests"
"15.1537","Amelanchier arborea","Amelanchier","Amelanchier arborea","","","Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests"
"15.2544","Agastache foeniculum","Agastache","Agastache foeniculum","","","Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests"
"15.2993","Agrostis exarata","Agrostis","Agrostis exarata","","","Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests"
"15.3911","Aruncus dioicus var. acuminatus","Aruncus","Aruncus dioicus","var.","acuminatus","Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests"
"15.4246","Acmispon denticulatus","Acmispon","Acmispon denticulatus","","","Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests"
"15.4249","Amelanchier alnifolia var. alnifolia","Amelanchier","Amelanchier alnifolia","var.","alnifolia","Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests"
"15.4388","Amaranthus tuberculatus","Amaranthus","Amaranthus tuberculatus","","","Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests"
"15.4637","Calamagrostis canadensis","Calamagrostis","Calamagrostis canadensis","","","Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests"
"15.4638","Bromus inermis","Bromus","Bromus inermis","","","Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests"
"15.4639","Caltha leptosepala","Caltha","Caltha leptosepala","","","Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests"
"15.4640","Betula papyrifera","Betula","Betula papyrifera","","","Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests"
"15.4641","Calypso bulbosa var. occidentalis","Calypso","Calypso bulbosa","var.","occidentalis","Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests"
"15.4643","Carex obnupta","Carex","Carex obnupta","","","Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests"
"15.4644","Calypso bulbosa","Calypso","Calypso bulbosa","","","Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests"
"15.4646","Camassia quamash","Camassia","Camassia quamash","","","Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests"
"15.4656","Balsamorhiza deltoidea","Balsamorhiza","Balsamorhiza deltoidea","","","Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests"
"15.4663","Camassia leichtlinii","Camassia","Camassia leichtlinii","","","Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests"
"15.4716","Carya cordiformis","Carya","Carya cordiformis","","","Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests"
"15.4741","Bromus vulgaris","Bromus","Bromus vulgaris","","","Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests"
"15.4803","Carya ovata","Carya","Carya ovata","","","Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests"
"15.4814","Bromus sitchensis","Bromus","Bromus sitchensis","","","Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests"
"15.4827","Astragalus canadensis","Astragalus","Astragalus canadensis","","","Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests"
"15.4835","Calamagrostis canadensis var. canadensis","Calamagrostis","Calamagrostis canadensis","var.","canadensis","Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests"
"15.4842","Blitum nuttallianum","Blitum","Blitum nuttallianum","","","Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests"
"15.4874","Bromus ciliatus","Bromus","Bromus ciliatus","","","Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests"
"15.4884","Claytonia sibirica","Claytonia","Claytonia sibirica","","","Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests"
"15.4885","Dicentra formosa","Dicentra","Dicentra formosa","","","Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests"
