"","TAXON","GENUS","SPECIES","RANK","INFRASPECIFIC","PROVINCE"
"1.94226","Picea glauca","Picea","Picea glauca","","","British Columbia"
"1.94321","Poa alpina","Poa","Poa alpina","","","British Columbia"
"1.94352","Picea mariana","Picea","Picea mariana","","","British Columbia"
"1.94361","Poa macrantha","Poa","Poa macrantha","","","British Columbia"
"1.94414","Poa alpina subsp. alpina","Poa","Poa alpina","subsp.","alpina","British Columbia"
"1.94500","Panicum capillare","Panicum","Panicum capillare","","","British Columbia"
"1.94506","Poa secunda","Poa","Poa secunda","","","British Columbia"
"1.94700","Pinus flexilis","Pinus","Pinus flexilis","","","British Columbia"
"1.94946","Poa abbreviata","Poa","Poa abbreviata","","","British Columbia"
"1.95358","Populus grandidentata","Populus","Populus grandidentata","","","British Columbia"
"1.95460","Pinus ponderosa var. ponderosa","Pinus","Pinus ponderosa","var.","ponderosa","British Columbia"
"1.96634","Poa pratensis subsp. agassizensis","Poa","Poa pratensis","subsp.","agassizensis","British Columbia"
"1.96637","Poa palustris","Poa","Poa palustris","","","British Columbia"
"1.97315","Poa glauca","Poa","Poa glauca","","","British Columbia"
"1.97405","Poa cusickii subsp. purpurascens","Poa","Poa cusickii","subsp.","purpurascens","British Columbia"
"1.98125","Physaria arctica","Physaria","Physaria arctica","","","British Columbia"
"1.98428","Poa arctica","Poa","Poa arctica","","","British Columbia"
"1.99300","Oxybasis rubra","Oxybasis","Oxybasis rubra","","","British Columbia"
"1.99301","Poa pratensis subsp. pratensis","Poa","Poa pratensis","subsp.","pratensis","British Columbia"
"1.99303","Poa marcida","Poa","Poa marcida","","","British Columbia"
"1.99312","Physaria douglasii subsp. douglasii","Physaria","Physaria douglasii","subsp.","douglasii","British Columbia"
"1.99327","Poa glauca subsp. rupicola","Poa","Poa glauca","subsp.","rupicola","British Columbia"
"1.99346","Poa arctica subsp. arctica","Poa","Poa arctica","subsp.","arctica","British Columbia"
"1.99359","Poa cusickii","Poa","Poa cusickii","","","British Columbia"
"1.99385","Poa lettermanii","Poa","Poa lettermanii","","","British Columbia"
"1.99408","Poa confinis","Poa","Poa confinis","","","British Columbia"
"1.99442","Poa leptocoma","Poa","Poa leptocoma","","","British Columbia"
"1.99496","Poa trivialis","Poa","Poa trivialis","","","British Columbia"
"1.99522","Poa nemoralis","Poa","Poa nemoralis","","","British Columbia"
"1.99526","Panicum dichotomiflorum","Panicum","Panicum dichotomiflorum","","","British Columbia"
"1.99609","Poa glauca subsp. glauca","Poa","Poa glauca","subsp.","glauca","British Columbia"
"1.99613","Poa stenantha","Poa","Poa stenantha","","","British Columbia"
"1.99628","Poa howellii","Poa","Poa howellii","","","British Columbia"
"1.99698","Poa cusickii subsp. pallida","Poa","Poa cusickii","subsp.","pallida","British Columbia"
"1.101296","Poa arida","Poa","Poa arida","","","British Columbia"
"1.101383","Phalaris arundinacea var. picta","Phalaris","Phalaris arundinacea","var.","picta","British Columbia"
"1.103242","Picea rubens","Picea","Picea rubens","","","British Columbia"
"1.103675","Pinus ponderosa var. scopulorum","Pinus","Pinus ponderosa","var.","scopulorum","British Columbia"
"1.103787","Pseudotsuga menziesii","Pseudotsuga","Pseudotsuga menziesii","","","British Columbia"
"1.103788","Ribes cereum","Ribes","Ribes cereum","","","British Columbia"
"1.103789","Rhododendron groenlandicum","Rhododendron","Rhododendron groenlandicum","","","British Columbia"
"1.103790","Prunus virginiana","Prunus","Prunus virginiana","","","British Columbia"
"1.103791","Prunella vulgaris","Prunella","Prunella vulgaris","","","British Columbia"
"1.103793","Ribes laxiflorum","Ribes","Ribes laxiflorum","","","British Columbia"
"1.103799","Quercus garryana","Quercus","Quercus garryana","","","British Columbia"
"1.103804","Populus trichocarpa","Populus","Populus trichocarpa","","","British Columbia"
"1.103829","Rosa woodsii","Rosa","Rosa woodsii","","","British Columbia"
"1.103832","Rosa gymnocarpa","Rosa","Rosa gymnocarpa","","","British Columbia"
"1.103834","Ribes bracteosum","Ribes","Ribes bracteosum","","","British Columbia"
"1.103856","Ribes lacustre","Ribes","Ribes lacustre","","","British Columbia"
"1.103870","Rosa nutkana","Rosa","Rosa nutkana","","","British Columbia"
"1.103877","Pseudotsuga menziesii var. glauca","Pseudotsuga","Pseudotsuga menziesii","var.","glauca","British Columbia"
"1.103887","Ribes triste","Ribes","Ribes triste","","","British Columbia"
"1.103895","Prunus emarginata","Prunus","Prunus emarginata","","","British Columbia"
"1.103963","Prunella vulgaris subsp. vulgaris","Prunella","Prunella vulgaris","subsp.","vulgaris","British Columbia"
"1.104084","Rosa acicularis","Rosa","Rosa acicularis","","","British Columbia"
"1.104110","Ribes sanguineum","Ribes","Ribes sanguineum","","","British Columbia"
"1.104120","Ribes viscosissimum","Ribes","Ribes viscosissimum","","","British Columbia"
"1.104237","Quercus garryana var. garryana","Quercus","Quercus garryana","var.","garryana","British Columbia"
"1.104240","Prunus serotina","Prunus","Prunus serotina","","","British Columbia"
"1.104356","Ribes aureum","Ribes","Ribes aureum","","","British Columbia"
"1.104641","Pseudotsuga menziesii var. menziesii","Pseudotsuga","Pseudotsuga menziesii","var.","menziesii","British Columbia"
"1.104834","Ribes hudsonianum","Ribes","Ribes hudsonianum","","","British Columbia"
"1.105093","Rubus arcticus","Rubus","Rubus arcticus","","","British Columbia"
"1.105106","Prunella vulgaris subsp. lanceolata","Prunella","Prunella vulgaris","subsp.","lanceolata","British Columbia"
"1.105221","Prunus pensylvanica","Prunus","Prunus pensylvanica","","","British Columbia"
"1.105542","Quercus rubra","Quercus","Quercus rubra","","","British Columbia"
"1.106105","Ribes oxyacanthoides","Ribes","Ribes oxyacanthoides","","","British Columbia"
"1.106142","Rosa arkansana","Rosa","Rosa arkansana","","","British Columbia"
"1.106382","Ribes divaricatum","Ribes","Ribes divaricatum","","","British Columbia"
"1.106444","Ribes lobbii","Ribes","Ribes lobbii","","","British Columbia"
"1.106793","Ribes cereum var. cereum","Ribes","Ribes cereum","var.","cereum","British Columbia"
"1.107663","Rosa gymnocarpa var. gymnocarpa","Rosa","Rosa gymnocarpa","var.","gymnocarpa","British Columbia"
"1.107880","Rosa pisocarpa","Rosa","Rosa pisocarpa","","","British Columbia"
"1.108654","Rhododendron neoglandulosum","Rhododendron","Rhododendron neoglandulosum","","","British Columbia"
"1.109035","Rubus arcticus subsp. stellatus","Rubus","Rubus arcticus","subsp.","stellatus","British Columbia"
"1.109918","Ribes hudsonianum var. petiolare","Ribes","Ribes hudsonianum","var.","petiolare","British Columbia"
"1.110154","Rubus arcticus subsp. acaulis","Rubus","Rubus arcticus","subsp.","acaulis","British Columbia"
"1.111719","Ribes sanguineum var. sanguineum","Ribes","Ribes sanguineum","var.","sanguineum","British Columbia"
"1.111751","Rubus allegheniensis","Rubus","Rubus allegheniensis","","","British Columbia"
"1.111970","Rosa woodsii subsp. ultramontana","Rosa","Rosa woodsii","subsp.","ultramontana","British Columbia"
"1.113394","Ribes oxyacanthoides subsp. oxyacanthoides","Ribes","Ribes oxyacanthoides","subsp.","oxyacanthoides","British Columbia"
"1.113937","Quercus palustris","Quercus","Quercus palustris","","","British Columbia"
"1.114416","Rosa acicularis subsp. sayi","Rosa","Rosa acicularis","subsp.","sayi","British Columbia"
"1.115456","Rosa nutkana subsp. macdougalii","Rosa","Rosa nutkana","subsp.","macdougalii","British Columbia"
"1.115461","Rosa nutkana subsp. nutkana","Rosa","Rosa nutkana","subsp.","nutkana","British Columbia"
"1.115494","Prunus virginiana var. demissa","Prunus","Prunus virginiana","var.","demissa","British Columbia"
"1.115558","Rosa woodsii subsp. woodsii","Rosa","Rosa woodsii","subsp.","woodsii","British Columbia"
"1.115564","Ribes divaricatum var. divaricatum","Ribes","Ribes divaricatum","var.","divaricatum","British Columbia"
"1.115610","Ribes hudsonianum var. hudsonianum","Ribes","Ribes hudsonianum","var.","hudsonianum","British Columbia"
"1.115632","Ribes oxyacanthoides subsp. cognatum","Ribes","Ribes oxyacanthoides","subsp.","cognatum","British Columbia"
"1.115669","Ribes inerme var. inerme","Ribes","Ribes inerme","var.","inerme","British Columbia"
"1.116185","Rhodiola rosea","Rhodiola","Rhodiola rosea","","","British Columbia"
"1.116329","Ribes inerme","Ribes","Ribes inerme","","","British Columbia"
"1.117113","Potentilla anserina","Potentilla","Potentilla anserina","","","British Columbia"
"1.117434","Rubus pedatus","Rubus","Rubus pedatus","","","British Columbia"
"1.117435","Thuja plicata","Thuja","Thuja plicata","","","British Columbia"
"1.117436","Shepherdia canadensis","Shepherdia","Shepherdia canadensis","","","British Columbia"
"1.117437","Symphoricarpos albus","Symphoricarpos","Symphoricarpos albus","","","British Columbia"
"1.117439","Sambucus caerulea","Sambucus","Sambucus caerulea","","","British Columbia"
"1.117444","Spiraea douglasii","Spiraea","Spiraea douglasii","","","British Columbia"
"1.117445","Urtica dioica","Urtica","Urtica dioica","","","British Columbia"
"1.117447","Rubus ursinus","Rubus","Rubus ursinus","","","British Columbia"
"1.117448","Rubus chamaemorus","Rubus","Rubus chamaemorus","","","British Columbia"
"1.117454","Typha latifolia","Typha","Typha latifolia","","","British Columbia"
"1.117458","Rubus spectabilis","Rubus","Rubus spectabilis","","","British Columbia"
"1.117463","Tsuga heterophylla","Tsuga","Tsuga heterophylla","","","British Columbia"
"1.117466","Rubus idaeus","Rubus","Rubus idaeus","","","British Columbia"
"1.117490","Sedum divergens","Sedum","Sedum divergens","","","British Columbia"
"1.117514","Sedum spathulifolium","Sedum","Sedum spathulifolium","","","British Columbia"
"1.117525","Salix reticulata","Salix","Salix reticulata","","","British Columbia"
"1.117532","Trifolium wormskioldii","Trifolium","Trifolium wormskioldii","","","British Columbia"
"1.117614","Sedum oreganum","Sedum","Sedum oreganum","","","British Columbia"
"1.117617","Sorbus sitchensis","Sorbus","Sorbus sitchensis","","","British Columbia"
"1.117621","Sambucus racemosa","Sambucus","Sambucus racemosa","","","British Columbia"
"1.117652","Taxus brevifolia","Taxus","Taxus brevifolia","","","British Columbia"
"1.117671","Salix sitchensis","Salix","Salix sitchensis","","","British Columbia"
"1.117746","Tsuga mertensiana","Tsuga","Tsuga mertensiana","","","British Columbia"
"1.117872","Rubus leucodermis","Rubus","Rubus leucodermis","","","British Columbia"
"1.117980","Salix arctica","Salix","Salix arctica","","","British Columbia"
"1.118178","Salix exigua","Salix","Salix exigua","","","British Columbia"
"1.118207","Salix scouleriana","Salix","Salix scouleriana","","","British Columbia"
"1.118297","Rumex occidentalis","Rumex","Rumex occidentalis","","","British Columbia"
"1.118329","Sagittaria latifolia","Sagittaria","Sagittaria latifolia","","","British Columbia"
"1.118563","Sium suave","Sium","Sium suave","","","British Columbia"
"1.118650","Trifolium willdenovii","Trifolium","Trifolium willdenovii","","","British Columbia"
"1.118696","Trifolium microcephalum","Trifolium","Trifolium microcephalum","","","British Columbia"
"1.118697","Rubus idaeus subsp. strigosus","Rubus","Rubus idaeus","subsp.","strigosus","British Columbia"
"1.118878","Triglochin maritima","Triglochin","Triglochin maritima","","","British Columbia"
"1.119097","Sorbus scopulina","Sorbus","Sorbus scopulina","","","British Columbia"
"1.119853","Rubus nivalis","Rubus","Rubus nivalis","","","British Columbia"
"1.120453","Sorbus sitchensis var. sitchensis","Sorbus","Sorbus sitchensis","var.","sitchensis","British Columbia"
"1.120783","Schoenoplectus acutus","Schoenoplectus","Schoenoplectus acutus","","","British Columbia"
"1.120940","Trifolium depauperatum","Trifolium","Trifolium depauperatum","","","British Columbia"
"1.120990","Trifolium cyathiferum","Trifolium","Trifolium cyathiferum","","","British Columbia"
"1.121798","Trifolium variegatum","Trifolium","Trifolium variegatum","","","British Columbia"
"1.122682","Sanicula marilandica","Sanicula","Sanicula marilandica","","","British Columbia"
"1.126161","Salix pulchra","Salix","Salix pulchra","","","British Columbia"
"1.126755","Trifolium oliganthum","Trifolium","Trifolium oliganthum","","","British Columbia"
"1.126831","Trifolium microdon","Trifolium","Trifolium microdon","","","British Columbia"
"1.128159","Sorbus sitchensis var. grayi","Sorbus","Sorbus sitchensis","var.","grayi","British Columbia"
"1.128228","Rubus lasiococcus","Rubus","Rubus lasiococcus","","","British Columbia"
"1.128468","Symphoricarpos albus var. albus","Symphoricarpos","Symphoricarpos albus","var.","albus","British Columbia"
"1.129317","Ulmus americana","Ulmus","Ulmus americana","","","British Columbia"
"1.130305","Schoenoplectus acutus var. occidentalis","Schoenoplectus","Schoenoplectus acutus","var.","occidentalis","British Columbia"
"1.134038","Tradescantia virginiana","Tradescantia","Tradescantia virginiana","","","British Columbia"
"1.134533","Trifolium depauperatum var. depauperatum","Trifolium","Trifolium depauperatum","var.","depauperatum","British Columbia"
"1.134638","Schizachyrium scoparium","Schizachyrium","Schizachyrium scoparium","","","British Columbia"
"1.136835","Salix planifolia","Salix","Salix planifolia","","","British Columbia"
"1.136858","Sorbus americana","Sorbus","Sorbus americana","","","British Columbia"
"1.136861","Rubus nutkanus","Rubus","Rubus nutkanus","","","British Columbia"
"1.138140","Symphoricarpos albus var. laevigatus","Symphoricarpos","Symphoricarpos albus","var.","laevigatus","British Columbia"
"1.138143","Salix barclayi","Salix","Salix barclayi","","","British Columbia"
"1.139405","Tsuga canadensis","Tsuga","Tsuga canadensis","","","British Columbia"
"1.140616","Schoenoplectus acutus var. acutus","Schoenoplectus","Schoenoplectus acutus","var.","acutus","British Columbia"
"1.140674","Spiraea douglasii var. menziesii","Spiraea","Spiraea douglasii","var.","menziesii","British Columbia"
"1.140893","Tilia americana","Tilia","Tilia americana","","","British Columbia"
"1.141183","Salix richardsonii","Salix","Salix richardsonii","","","British Columbia"
"1.142662","Sedum spathulifolium var. pruinosum","Sedum","Sedum spathulifolium","var.","pruinosum","British Columbia"
"1.142663","Sedum oreganum var. oreganum","Sedum","Sedum oreganum","var.","oreganum","British Columbia"
"1.143219","Spiraea douglasii var. douglasii","Spiraea","Spiraea douglasii","var.","douglasii","British Columbia"
"1.144558","Thuja occidentalis","Thuja","Thuja occidentalis","","","British Columbia"
"1.144591","Viburnum edule","Viburnum","Viburnum edule","","","British Columbia"
"1.144593","Vaccinium ovatum","Vaccinium","Vaccinium ovatum","","","British Columbia"
"1.144594","Vaccinium ovalifolium","Vaccinium","Vaccinium ovalifolium","","","British Columbia"
"1.144596","Vaccinium vitis-idaea","Vaccinium","Vaccinium vitis-idaea","","","British Columbia"
