"","TAXON","GENUS","SPECIES","RANK","INFRASPECIFIC","PROVINCE"
"353","Amelanchier laevis","Amelanchier","Amelanchier laevis","","","Prince Edward Island"
"354","Amelanchier intermedia","Amelanchier","Amelanchier intermedia","","","Prince Edward Island"
"355","Alnus alnobetula","Alnus","Alnus alnobetula","","","Nunavut"
"356","Alnus incana subsp. rugosa","Alnus","Alnus incana","subsp.","rugosa","Northwest Territories"
"357","Agrostis perennans","Agrostis","Agrostis perennans","","","New Brunswick"
"358","Arctostaphylos rubra","Arctostaphylos","Arctostaphylos rubra","","","Saskatchewan"
"359","Dupoa labradorica","Dupoa","Dupoa labradorica","","","Quebec"
"360","Amelanchier alnifolia var. alnifolia","Amelanchier","Amelanchier alnifolia","var.","alnifolia","Ontario"
"361","Allium schoenoprasum var. sibiricum","Allium","Allium schoenoprasum","var.","sibiricum","New Brunswick"
"362","Dupoa labradorica","Dupoa","Dupoa labradorica","","","Newfoundland and Labrador"
"363","Arctostaphylos rubra","Arctostaphylos","Arctostaphylos rubra","","","Quebec"
"364","Arnica cordifolia","Arnica","Arnica cordifolia","","","Northwest Territories"
"365","Amelanchier sanguinea","Amelanchier","Amelanchier sanguinea","","","New Brunswick"
"366","Arctopoa eminens","Arctopoa","Arctopoa eminens","","","Nunavut"
"367","Amaranthus tuberculatus","Amaranthus","Amaranthus tuberculatus","","","Ontario"
"368","Arctostaphylos uva-ursi","Arctostaphylos","Arctostaphylos uva-ursi","","","Nunavut"
"369","Acmispon americanus var. americanus","Acmispon","Acmispon americanus","var.","americanus","Manitoba"
"370","Amelanchier humilis","Amelanchier","Amelanchier humilis","","","Manitoba"
"371","Acer negundo var. negundo","Acer","Acer negundo","var.","negundo","Manitoba"
"372","Amelanchier canadensis","Amelanchier","Amelanchier canadensis","","","New Brunswick"
"373","Amelanchier alnifolia var. semiintegrifolia","Amelanchier","Amelanchier alnifolia","var.","semiintegrifolia","Northwest Territories"
"374","Agrostis exarata","Agrostis","Agrostis exarata","","","Alberta"
"375","Asarum canadense","Asarum","Asarum canadense","","","British Columbia"
"376","Asarum canadense","Asarum","Asarum canadense","","","Alberta"
"377","Arctopoa eminens","Arctopoa","Arctopoa eminens","","","Manitoba"
"378","Acer rubrum var. trilobum","Acer","Acer rubrum","var.","trilobum","Quebec"
"379","Acer negundo var. negundo","Acer","Acer negundo","var.","negundo","Quebec"
"380","Agastache nepetoides","Agastache","Agastache nepetoides","","","Quebec"
"381","Allium tricoccum var. burdickii","Allium","Allium tricoccum","var.","burdickii","Quebec"
"382","Agrostis perennans","Agrostis","Agrostis perennans","","","Newfoundland and Labrador"
"383","Arnica cordifolia","Arnica","Arnica cordifolia","","","Ontario"
"384","Aralia nudicaulis","Aralia","Aralia nudicaulis","","","Yukon"
"385","Acer glabrum","Acer","Acer glabrum","","","Newfoundland and Labrador"
"386","Allium geyeri","Allium","Allium geyeri","","","Alberta"
"387","Amaranthus californicus","Amaranthus","Amaranthus californicus","","","Alberta"
"388","Allium schoenoprasum var. sibiricum","Allium","Allium schoenoprasum","var.","sibiricum","Manitoba"
"389","Agrostis mertensii","Agrostis","Agrostis mertensii","","","Alberta"
"390","Acer saccharinum","Acer","Acer saccharinum","","","Saskatchewan"
"391","Acer rubrum var. trilobum","Acer","Acer rubrum","var.","trilobum","Nova Scotia"
"392","Allium schoenoprasum var. sibiricum","Allium","Allium schoenoprasum","var.","sibiricum","Quebec"
"393","Amelanchier intermedia","Amelanchier","Amelanchier intermedia","","","Nova Scotia"
"394","Allium schoenoprasum var. schoenoprasum","Allium","Allium schoenoprasum","var.","schoenoprasum","Quebec"
"395","Allium canadense var. canadense","Allium","Allium canadense","var.","canadense","Quebec"
"396","Amaranthus hybridus","Amaranthus","Amaranthus hybridus","","","Nova Scotia"
"397","Alnus alnobetula subsp. sinuata","Alnus","Alnus alnobetula","subsp.","sinuata","Quebec"
"398","Alnus alnobetula subsp. sinuata","Alnus","Alnus alnobetula","subsp.","sinuata","Ontario"
"399","Alnus alnobetula subsp. sinuata","Alnus","Alnus alnobetula","subsp.","sinuata","Newfoundland and Labrador"
"400","Amelanchier intermedia","Amelanchier","Amelanchier intermedia","","","Ontario"
"401","Amelanchier humilis","Amelanchier","Amelanchier humilis","","","New Brunswick"
"402","Amelanchier canadensis","Amelanchier","Amelanchier canadensis","","","Prince Edward Island"
"403","Amelanchier humilis","Amelanchier","Amelanchier humilis","","","Prince Edward Island"
"404","Amaranthus albus","Amaranthus","Amaranthus albus","","","Nova Scotia"
"405","Allium stellatum","Allium","Allium stellatum","","","Alberta"
"406","Betula papyrifera","Betula","Betula papyrifera","","","Ontario"
"407","Betula occidentalis","Betula","Betula occidentalis","","","British Columbia"
"408","Balsamorhiza sagittata","Balsamorhiza","Balsamorhiza sagittata","","","British Columbia"
"409","Blitum capitatum","Blitum","Blitum capitatum","","","Ontario"
"410","Carya ovata","Carya","Carya ovata","","","Ontario"
"411","Betula alleghaniensis","Betula","Betula alleghaniensis","","","New Brunswick"
"412","Bromus inermis","Bromus","Bromus inermis","","","British Columbia"
"413","Betula papyrifera","Betula","Betula papyrifera","","","Quebec"
"414","Carya ovata","Carya","Carya ovata","","","Quebec"
"415","Betula alleghaniensis","Betula","Betula alleghaniensis","","","Nova Scotia"
"416","Carya glabra","Carya","Carya glabra","","","Ontario"
"417","Bromus inermis","Bromus","Bromus inermis","","","Manitoba"
"418","Carya cordiformis","Carya","Carya cordiformis","","","Quebec"
"419","Betula alleghaniensis","Betula","Betula alleghaniensis","","","Quebec"
"420","Carya cordiformis","Carya","Carya cordiformis","","","Ontario"
"421","Betula papyrifera","Betula","Betula papyrifera","","","Nova Scotia"
"422","Betula papyrifera","Betula","Betula papyrifera","","","Alberta"
"423","Calamagrostis canadensis","Calamagrostis","Calamagrostis canadensis","","","British Columbia"
"424","Astragalus bisulcatus","Astragalus","Astragalus bisulcatus","","","Alberta"
"425","Bromus inermis","Bromus","Bromus inermis","","","Saskatchewan"
"426","Blitum capitatum","Blitum","Blitum capitatum","","","British Columbia"
"427","Blitum nuttallianum","Blitum","Blitum nuttallianum","","","Alberta"
"428","Astragalus miser","Astragalus","Astragalus miser","","","British Columbia"
"429","Betula papyrifera","Betula","Betula papyrifera","","","British Columbia"
"430","Betula alleghaniensis","Betula","Betula alleghaniensis","","","Ontario"
"431","Bromus inermis","Bromus","Bromus inermis","","","Ontario"
"432","Bromus inermis","Bromus","Bromus inermis","","","Alberta"
"433","Betula populifolia","Betula","Betula populifolia","","","Nova Scotia"
"434","Calypso bulbosa","Calypso","Calypso bulbosa","","","Alberta"
"435","Calypso bulbosa var. americana","Calypso","Calypso bulbosa","var.","americana","Alberta"
"436","Camassia quamash","Camassia","Camassia quamash","","","British Columbia"
"437","Caltha leptosepala","Caltha","Caltha leptosepala","","","British Columbia"
"438","Bromus kalmii","Bromus","Bromus kalmii","","","Ontario"
"439","Bromus inermis","Bromus","Bromus inermis","","","Quebec"
"440","Calypso bulbosa var. americana","Calypso","Calypso bulbosa","var.","americana","British Columbia"
"441","Betula populifolia","Betula","Betula populifolia","","","New Brunswick"
"442","Astragalus canadensis","Astragalus","Astragalus canadensis","","","Ontario"
"443","Astragalus canadensis","Astragalus","Astragalus canadensis","","","Manitoba"
"444","Calypso bulbosa","Calypso","Calypso bulbosa","","","British Columbia"
"445","Betula papyrifera","Betula","Betula papyrifera","","","Manitoba"
"446","Blitum capitatum","Blitum","Blitum capitatum","","","Manitoba"
"447","Astragalus agrestis","Astragalus","Astragalus agrestis","","","British Columbia"
"448","Astragalus missouriensis","Astragalus","Astragalus missouriensis","","","Alberta"
"449","Astragalus purshii","Astragalus","Astragalus purshii","","","British Columbia"
"450","Betula papyrifera","Betula","Betula papyrifera","","","Saskatchewan"
"451","Bromus ciliatus","Bromus","Bromus ciliatus","","","Ontario"
"452","Camassia quamash","Camassia","Camassia quamash","","","Alberta"
"453","Carya laciniosa","Carya","Carya laciniosa","","","Ontario"
"454","Carex obnupta","Carex","Carex obnupta","","","British Columbia"
"455","Astragalus williamsii","Astragalus","Astragalus williamsii","","","Yukon"
"456","Astragalus collinus","Astragalus","Astragalus collinus","","","British Columbia"
"457","Astragalus agrestis","Astragalus","Astragalus agrestis","","","Alberta"
"458","Blitum capitatum","Blitum","Blitum capitatum","","","Saskatchewan"
"459","Betula alleghaniensis","Betula","Betula alleghaniensis","","","Prince Edward Island"
"460","Betula populifolia","Betula","Betula populifolia","","","Quebec"
"461","Astragalus alpinus","Astragalus","Astragalus alpinus","","","Yukon"
"462","Astragalus crassicarpus","Astragalus","Astragalus crassicarpus","","","Alberta"
"463","Astragalus vexilliflexus","Astragalus","Astragalus vexilliflexus","","","Alberta"
"464","Astragalus neglectus","Astragalus","Astragalus neglectus","","","Ontario"
"465","Astragalus alpinus","Astragalus","Astragalus alpinus","","","Alberta"
"466","Blitum capitatum","Blitum","Blitum capitatum","","","Alberta"
"467","Calamagrostis canadensis","Calamagrostis","Calamagrostis canadensis","","","Nova Scotia"
"468","Astragalus agrestis","Astragalus","Astragalus agrestis","","","Yukon"
"469","Astragalus tenellus","Astragalus","Astragalus tenellus","","","Yukon"
"470","Astragalus americanus","Astragalus","Astragalus americanus","","","Alberta"
"471","Calypso bulbosa var. occidentalis","Calypso","Calypso bulbosa","var.","occidentalis","British Columbia"
"472","Betula papyrifera","Betula","Betula papyrifera","","","Prince Edward Island"
"473","Bromus ciliatus","Bromus","Bromus ciliatus","","","Alberta"
"474","Caltha leptosepala","Caltha","Caltha leptosepala","","","Alberta"
"475","Astragalus canadensis","Astragalus","Astragalus canadensis","","","Alberta"
"476","Betula populifolia","Betula","Betula populifolia","","","Ontario"
"477","Calamagrostis canadensis","Calamagrostis","Calamagrostis canadensis","","","Alberta"
"478","Astragalus umbellatus","Astragalus","Astragalus umbellatus","","","Yukon"
"479","Astragalus pectinatus","Astragalus","Astragalus pectinatus","","","Saskatchewan"
"480","Calamagrostis canadensis","Calamagrostis","Calamagrostis canadensis","","","Quebec"
"481","Calamagrostis canadensis","Calamagrostis","Calamagrostis canadensis","","","Ontario"
"482","Astragalus agrestis","Astragalus","Astragalus agrestis","","","Saskatchewan"
"483","Blitum nuttallianum","Blitum","Blitum nuttallianum","","","Saskatchewan"
"484","Bromus porteri","Bromus","Bromus porteri","","","Saskatchewan"
"485","Astragalus alpinus","Astragalus","Astragalus alpinus","","","Nunavut"
"486","Balsamorhiza deltoidea","Balsamorhiza","Balsamorhiza deltoidea","","","British Columbia"
"487","Blitum capitatum","Blitum","Blitum capitatum","","","Yukon"
"488","Astragalus americanus","Astragalus","Astragalus americanus","","","British Columbia"
"489","Bromus pubescens","Bromus","Bromus pubescens","","","Ontario"
"490","Betula papyrifera","Betula","Betula papyrifera","","","New Brunswick"
"491","Bromus vulgaris","Bromus","Bromus vulgaris","","","British Columbia"
"492","Astragalus bisulcatus","Astragalus","Astragalus bisulcatus","","","Saskatchewan"
"493","Camassia leichtlinii","Camassia","Camassia leichtlinii","","","British Columbia"
"494","Astragalus gilviflorus","Astragalus","Astragalus gilviflorus","","","Saskatchewan"
"495","Astragalus drummondii","Astragalus","Astragalus drummondii","","","Saskatchewan"
"496","Betula lenta","Betula","Betula lenta","","","Ontario"
"497","Astragalus bourgovii","Astragalus","Astragalus bourgovii","","","British Columbia"
"498","Astragalus vexilliflexus","Astragalus","Astragalus vexilliflexus","","","British Columbia"
"499","Bromus pacificus","Bromus","Bromus pacificus","","","British Columbia"
"500","Bromus pubescens","Bromus","Bromus pubescens","","","Manitoba"
"501","Astragalus lotiflorus","Astragalus","Astragalus lotiflorus","","","Saskatchewan"
"502","Astragalus canadensis","Astragalus","Astragalus canadensis","","","Saskatchewan"
"503","Calypso bulbosa","Calypso","Calypso bulbosa","","","Saskatchewan"
"504","Astragalus canadensis","Astragalus","Astragalus canadensis","","","Quebec"
"505","Astragalus alpinus","Astragalus","Astragalus alpinus","","","British Columbia"
"506","Astragalus robbinsii","Astragalus","Astragalus robbinsii","","","British Columbia"
"507","Calamagrostis canadensis","Calamagrostis","Calamagrostis canadensis","","","Northwest Territories"
"508","Bromus inermis","Bromus","Bromus inermis","","","Yukon"
"509","Astragalus canadensis","Astragalus","Astragalus canadensis","","","British Columbia"
"510","Blitum capitatum","Blitum","Blitum capitatum","","","Northwest Territories"
"511","Blitum nuttallianum","Blitum","Blitum nuttallianum","","","Yukon"
"512","Calamagrostis canadensis","Calamagrostis","Calamagrostis canadensis","","","Yukon"
"513","Astragalus americanus","Astragalus","Astragalus americanus","","","Yukon"
"514","Calamagrostis canadensis","Calamagrostis","Calamagrostis canadensis","","","Saskatchewan"
"515","Bromus ciliatus","Bromus","Bromus ciliatus","","","Nova Scotia"
"516","Astragalus crassicarpus","Astragalus","Astragalus crassicarpus","","","Saskatchewan"
"517","Astragalus alpinus","Astragalus","Astragalus alpinus","","","Quebec"
"518","Astragalus alpinus","Astragalus","Astragalus alpinus","","","Manitoba"
"519","Astragalus drummondii","Astragalus","Astragalus drummondii","","","Alberta"
"520","Bromus ciliatus","Bromus","Bromus ciliatus","","","Saskatchewan"
"521","Balsamorhiza sagittata","Balsamorhiza","Balsamorhiza sagittata","","","Alberta"
"522","Astragalus spatulatus","Astragalus","Astragalus spatulatus","","","Saskatchewan"
"523","Bromus porteri","Bromus","Bromus porteri","","","Manitoba"
"524","Bromus inermis","Bromus","Bromus inermis","","","New Brunswick"
"525","Bromus ciliatus","Bromus","Bromus ciliatus","","","British Columbia"
"526","Blitum capitatum subsp. capitatum","Blitum","Blitum capitatum","subsp.","capitatum","Saskatchewan"
"527","Calamagrostis canadensis","Calamagrostis","Calamagrostis canadensis","","","Newfoundland and Labrador"
"528","Astragalus bodinii","Astragalus","Astragalus bodinii","","","Yukon"
"529","Bromus ciliatus","Bromus","Bromus ciliatus","","","Manitoba"
"530","Betula occidentalis","Betula","Betula occidentalis","","","Yukon"
"531","Bromus inermis","Bromus","Bromus inermis","","","Northwest Territories"
"532","Betula papyrifera","Betula","Betula papyrifera","","","Newfoundland and Labrador"
"533","Bromus inermis","Bromus","Bromus inermis","","","Prince Edward Island"
"534","Betula occidentalis","Betula","Betula occidentalis","","","Alberta"
"535","Bromus kalmii","Bromus","Bromus kalmii","","","Manitoba"
"536","Astragalus pectinatus","Astragalus","Astragalus pectinatus","","","Alberta"
"537","Astragalus crassicarpus","Astragalus","Astragalus crassicarpus","","","Manitoba"
"538","Blitum capitatum subsp. capitatum","Blitum","Blitum capitatum","subsp.","capitatum","Northwest Territories"
"539","Astragalus eucosmus","Astragalus","Astragalus eucosmus","","","Yukon"
"540","Astragalus flexuosus","Astragalus","Astragalus flexuosus","","","Saskatchewan"
"541","Calypso bulbosa","Calypso","Calypso bulbosa","","","Ontario"
"542","Betula populifolia","Betula","Betula populifolia","","","Prince Edward Island"
"543","Calypso bulbosa var. americana","Calypso","Calypso bulbosa","var.","americana","Northwest Territories"
"544","Calypso bulbosa var. americana","Calypso","Calypso bulbosa","var.","americana","Ontario"
"545","Calypso bulbosa var. americana","Calypso","Calypso bulbosa","var.","americana","Yukon"
"546","Camassia leichtlinii subsp. suksdorfii","Camassia","Camassia leichtlinii","subsp.","suksdorfii","British Columbia"
"547","Astragalus tenellus","Astragalus","Astragalus tenellus","","","Saskatchewan"
"548","Calypso bulbosa var. americana","Calypso","Calypso bulbosa","var.","americana","Saskatchewan"
"549","Astragalus alpinus","Astragalus","Astragalus alpinus","","","Northwest Territories"
"550","Astragalus gilviflorus","Astragalus","Astragalus gilviflorus","","","Alberta"
