TAXON,GENUS,SPECIES,RANK,INFRASPECIFIC,ECO_NAME
Calamagrostis purpurascens,Calamagrostis,Calamagrostis purpurascens,,,Northern Appalachian / Acadian
Calamagrostis purpurascens,Calamagrostis,Calamagrostis purpurascens,,,Alaska-Yukon Arctic
Calamagrostis purpurascens,Calamagrostis,Calamagrostis purpurascens,,,Northern Arctic
Calamagrostis purpurascens,Calamagrostis,Calamagrostis purpurascens,,,Arctic Cordillera
Calamagrostis purpurascens,Calamagrostis,Calamagrostis purpurascens,,,Western Taiga Shield
Calamagrostis purpurascens,Calamagrostis,Calamagrostis purpurascens,,,Great Lakes
Caltha leptosepala,Caltha,Caltha leptosepala,,,Boreal Cordillera
Caltha leptosepala,Caltha,Caltha leptosepala,,,Pacific Northwest Coast
Caltha leptosepala,Caltha,Caltha leptosepala,,,Canadian Rocky Mountains
Caltha leptosepala,Caltha,Caltha leptosepala,,,Montane Cordillera
Caltha leptosepala,Caltha,Caltha leptosepala,,,Okanagan
Caltha leptosepala,Caltha,Caltha leptosepala,,,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Caltha leptosepala,Caltha,Caltha leptosepala,,,North Cascades
Caltha leptosepala,Caltha,Caltha leptosepala,,,S.E. Alaska - B.C. Coastal Forest And Mountains
Caltha leptosepala,Caltha,Caltha leptosepala,,,Gulf Of Alaska Mountains And Fjordlands
Caltha leptosepala,Caltha,Caltha leptosepala,,,Alaska Range
Caltha leptosepala,Caltha,Caltha leptosepala,,,Boreal Plains
Calypso bulbosa,Calypso,Calypso bulbosa,,,Canadian Rocky Mountains
Calypso bulbosa,Calypso,Calypso bulbosa,,,Northern Great Plains Steppe
Calypso bulbosa,Calypso,Calypso bulbosa,,,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Calypso bulbosa,Calypso,Calypso bulbosa,,,Okanagan
Calypso bulbosa,Calypso,Calypso bulbosa,,,North Cascades
Calypso bulbosa,Calypso,Calypso bulbosa,,,Boreal Plains
Calypso bulbosa,Calypso,Calypso bulbosa,,,Pacific Northwest Coast
Calypso bulbosa,Calypso,Calypso bulbosa,,,S.E. Alaska - B.C. Coastal Forest And Mountains
Calypso bulbosa,Calypso,Calypso bulbosa,,,Boreal Shield
Calypso bulbosa,Calypso,Calypso bulbosa,,,Hudson Plains
Calypso bulbosa,Calypso,Calypso bulbosa,,,Montane Cordillera
Calypso bulbosa,Calypso,Calypso bulbosa,,,Boreal Cordillera
Calypso bulbosa,Calypso,Calypso bulbosa,,,Great Lakes
Calypso bulbosa,Calypso,Calypso bulbosa,,,Taiga Plains
Calypso bulbosa,Calypso,Calypso bulbosa,,,Aspen Parkland
Calypso bulbosa,Calypso,Calypso bulbosa,,,Fescue-Mixed Grass Prairie
Calypso bulbosa,Calypso,Calypso bulbosa,,,Northern Appalachian / Acadian
Calypso bulbosa,Calypso,Calypso bulbosa,,,Western Taiga Shield
Calypso bulbosa,Calypso,Calypso bulbosa,,,Superior Mixed Forest
Calypso bulbosa,Calypso,Calypso bulbosa,,,St. Lawrence - Champlain Valley
Calypso bulbosa,Calypso,Calypso bulbosa,,,Yukon Plateau And Flats
Calypso bulbosa var. americana,Calypso,Calypso bulbosa,var.,americana,Canadian Rocky Mountains
Calypso bulbosa var. americana,Calypso,Calypso bulbosa,var.,americana,Boreal Cordillera
Calypso bulbosa var. americana,Calypso,Calypso bulbosa,var.,americana,Okanagan
Calypso bulbosa var. americana,Calypso,Calypso bulbosa,var.,americana,Boreal Plains
Calypso bulbosa var. americana,Calypso,Calypso bulbosa,var.,americana,Montane Cordillera
Calypso bulbosa var. americana,Calypso,Calypso bulbosa,var.,americana,Western Taiga Shield
Calypso bulbosa var. americana,Calypso,Calypso bulbosa,var.,americana,Great Lakes
Calypso bulbosa var. americana,Calypso,Calypso bulbosa,var.,americana,Yukon Plateau And Flats
Calypso bulbosa var. americana,Calypso,Calypso bulbosa,var.,americana,S.E. Alaska - B.C. Coastal Forest And Mountains
Calypso bulbosa var. americana,Calypso,Calypso bulbosa,var.,americana,Northern Appalachian / Acadian
Calypso bulbosa var. americana,Calypso,Calypso bulbosa,var.,americana,Superior Mixed Forest
Calypso bulbosa var. americana,Calypso,Calypso bulbosa,var.,americana,Aspen Parkland
Calypso bulbosa var. americana,Calypso,Calypso bulbosa,var.,americana,Taiga Plains
Calypso bulbosa var. americana,Calypso,Calypso bulbosa,var.,americana,Hudson Plains
Calypso bulbosa var. americana,Calypso,Calypso bulbosa,var.,americana,Boreal Shield
Calypso bulbosa var. americana,Calypso,Calypso bulbosa,var.,americana,Taiga Cordillera
Calypso bulbosa var. americana,Calypso,Calypso bulbosa,var.,americana,Northern Great Plains Steppe
Calypso bulbosa var. americana,Calypso,Calypso bulbosa,var.,americana,Fescue-Mixed Grass Prairie
Calypso bulbosa var. occidentalis,Calypso,Calypso bulbosa,var.,occidentalis,North Cascades
Calypso bulbosa var. occidentalis,Calypso,Calypso bulbosa,var.,occidentalis,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Calypso bulbosa var. occidentalis,Calypso,Calypso bulbosa,var.,occidentalis,Okanagan
Calypso bulbosa var. occidentalis,Calypso,Calypso bulbosa,var.,occidentalis,Pacific Northwest Coast
Calypso bulbosa var. occidentalis,Calypso,Calypso bulbosa,var.,occidentalis,Canadian Rocky Mountains
Calypso bulbosa var. occidentalis,Calypso,Calypso bulbosa,var.,occidentalis,S.E. Alaska - B.C. Coastal Forest And Mountains
Calypso bulbosa var. occidentalis,Calypso,Calypso bulbosa,var.,occidentalis,Montane Cordillera
Camassia leichtlinii,Camassia,Camassia leichtlinii,,,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Camassia leichtlinii,Camassia,Camassia leichtlinii,,,Pacific Northwest Coast
Camassia leichtlinii subsp. suksdorfii,Camassia,Camassia leichtlinii,subsp.,suksdorfii,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Camassia leichtlinii subsp. suksdorfii,Camassia,Camassia leichtlinii,subsp.,suksdorfii,Pacific Northwest Coast
Camassia quamash,Camassia,Camassia quamash,,,Canadian Rocky Mountains
Camassia quamash,Camassia,Camassia quamash,,,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Camassia quamash,Camassia,Camassia quamash,,,Pacific Northwest Coast
Camassia quamash,Camassia,Camassia quamash,,,North Cascades
Camassia quamash,Camassia,Camassia quamash,,,Fescue-Mixed Grass Prairie
Camassia quamash subsp. maxima,Camassia,Camassia quamash,subsp.,maxima,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Camassia quamash subsp. quamash,Camassia,Camassia quamash,subsp.,quamash,Canadian Rocky Mountains
Camassia quamash subsp. quamash,Camassia,Camassia quamash,subsp.,quamash,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Carex obnupta,Carex,Carex obnupta,,,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Carex obnupta,Carex,Carex obnupta,,,Pacific Northwest Coast
Carex obnupta,Carex,Carex obnupta,,,North Cascades
Carex obnupta,Carex,Carex obnupta,,,S.E. Alaska - B.C. Coastal Forest And Mountains
Carex obnupta,Carex,Carex obnupta,,,Canadian Rocky Mountains
Carex obnupta,Carex,Carex obnupta,,,Boreal Cordillera
Carpinus caroliniana,Carpinus,Carpinus caroliniana,,,St. Lawrence - Champlain Valley
Carpinus caroliniana,Carpinus,Carpinus caroliniana,,,Boreal Shield
Carpinus caroliniana,Carpinus,Carpinus caroliniana,,,Great Lakes
Carpinus caroliniana,Carpinus,Carpinus caroliniana,,,Northern Appalachian / Acadian
Carpinus caroliniana subsp. virginiana,Carpinus,Carpinus caroliniana,subsp.,virginiana,St. Lawrence - Champlain Valley
Carpinus caroliniana subsp. virginiana,Carpinus,Carpinus caroliniana,subsp.,virginiana,Boreal Shield
Carpinus caroliniana subsp. virginiana,Carpinus,Carpinus caroliniana,subsp.,virginiana,Great Lakes
Carya cordiformis,Carya,Carya cordiformis,,,St. Lawrence - Champlain Valley
Carya cordiformis,Carya,Carya cordiformis,,,Great Lakes
Carya cordiformis,Carya,Carya cordiformis,,,Boreal Shield
Carya cordiformis,Carya,Carya cordiformis,,,Northern Appalachian / Acadian
Carya glabra,Carya,Carya glabra,,,Great Lakes
Carya glabra,Carya,Carya glabra,,,St. Lawrence - Champlain Valley
Carya glabra,Carya,Carya glabra,,,Boreal Shield
Carya laciniosa,Carya,Carya laciniosa,,,Great Lakes
Carya laciniosa,Carya,Carya laciniosa,,,St. Lawrence - Champlain Valley
Carya ovalis,Carya,Carya ovalis,,,Great Lakes
Carya ovalis,Carya,Carya ovalis,,,Northern Appalachian / Acadian
Carya ovata,Carya,Carya ovata,,,Great Lakes
Carya ovata,Carya,Carya ovata,,,St. Lawrence - Champlain Valley
Carya ovata,Carya,Carya ovata,,,Boreal Shield
Carya ovata,Carya,Carya ovata,,,Northern Appalachian / Acadian
Castanea dentata,Castanea,Castanea dentata,,,Boreal Shield
Castanea dentata,Castanea,Castanea dentata,,,Great Lakes
Castanea dentata,Castanea,Castanea dentata,,,Northern Appalachian / Acadian
Castanea dentata,Castanea,Castanea dentata,,,St. Lawrence - Champlain Valley
Celtis occidentalis,Celtis,Celtis occidentalis,,,Great Lakes
Celtis occidentalis,Celtis,Celtis occidentalis,,,Boreal Shield
Celtis occidentalis,Celtis,Celtis occidentalis,,,St. Lawrence - Champlain Valley
Celtis occidentalis,Celtis,Celtis occidentalis,,,Northern Tallgrass Prairie
Celtis occidentalis,Celtis,Celtis occidentalis,,,Northern Appalachian / Acadian
Celtis occidentalis,Celtis,Celtis occidentalis,,,Superior Mixed Forest
Celtis occidentalis,Celtis,Celtis occidentalis,,,Aspen Parkland
Cephalanthus occidentalis,Cephalanthus,Cephalanthus occidentalis,,,Great Lakes
Cephalanthus occidentalis,Cephalanthus,Cephalanthus occidentalis,,,St. Lawrence - Champlain Valley
Cephalanthus occidentalis,Cephalanthus,Cephalanthus occidentalis,,,Boreal Shield
Cephalanthus occidentalis,Cephalanthus,Cephalanthus occidentalis,,,Northern Appalachian / Acadian
Cephalanthus occidentalis var. occidentalis,Cephalanthus,Cephalanthus occidentalis,var.,occidentalis,St. Lawrence - Champlain Valley
Cephalanthus occidentalis var. occidentalis,Cephalanthus,Cephalanthus occidentalis,var.,occidentalis,Northern Appalachian / Acadian
Chamaenerion angustifolium,Chamaenerion,Chamaenerion angustifolium,,,S.E. Alaska - B.C. Coastal Forest And Mountains
Chamaenerion angustifolium,Chamaenerion,Chamaenerion angustifolium,,,Boreal Cordillera
Chamaenerion angustifolium,Chamaenerion,Chamaenerion angustifolium,,,Okanagan
Chamaenerion angustifolium,Chamaenerion,Chamaenerion angustifolium,,,North Cascades
Chamaenerion angustifolium,Chamaenerion,Chamaenerion angustifolium,,,Boreal Shield
Chamaenerion angustifolium,Chamaenerion,Chamaenerion angustifolium,,,Montane Cordillera
Chamaenerion angustifolium,Chamaenerion,Chamaenerion angustifolium,,,Northern Appalachian / Acadian
Chamaenerion angustifolium,Chamaenerion,Chamaenerion angustifolium,,,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Chamaenerion angustifolium,Chamaenerion,Chamaenerion angustifolium,,,Boreal Plains
Chamaenerion angustifolium,Chamaenerion,Chamaenerion angustifolium,,,Northern Tallgrass Prairie
Chamaenerion angustifolium,Chamaenerion,Chamaenerion angustifolium,,,Taiga Plains
Chamaenerion angustifolium,Chamaenerion,Chamaenerion angustifolium,,,Great Lakes
Chamaenerion angustifolium,Chamaenerion,Chamaenerion angustifolium,,,Aspen Parkland
Chamaenerion angustifolium,Chamaenerion,Chamaenerion angustifolium,,,Canadian Rocky Mountains
Chamaenerion angustifolium,Chamaenerion,Chamaenerion angustifolium,,,Hudson Plains
Chamaenerion angustifolium,Chamaenerion,Chamaenerion angustifolium,,,Pacific Northwest Coast
Chamaenerion angustifolium,Chamaenerion,Chamaenerion angustifolium,,,Fescue-Mixed Grass Prairie
Chamaenerion angustifolium,Chamaenerion,Chamaenerion angustifolium,,,Superior Mixed Forest
Chamaenerion angustifolium,Chamaenerion,Chamaenerion angustifolium,,,Yukon Plateau And Flats
Chamaenerion angustifolium,Chamaenerion,Chamaenerion angustifolium,,,St. Lawrence - Champlain Valley
Chamaenerion angustifolium,Chamaenerion,Chamaenerion angustifolium,,,Northern Great Plains Steppe
Chamaenerion angustifolium,Chamaenerion,Chamaenerion angustifolium,,,Western Taiga Shield
Chamaenerion angustifolium,Chamaenerion,Chamaenerion angustifolium,,,Southern Arctic
Chamaenerion angustifolium,Chamaenerion,Chamaenerion angustifolium,,,Taiga Cordillera
Chamaenerion angustifolium,Chamaenerion,Chamaenerion angustifolium,,,Eastern Taiga Shield
Chamaenerion angustifolium,Chamaenerion,Chamaenerion angustifolium,,,Northern Arctic
Chamaenerion angustifolium,Chamaenerion,Chamaenerion angustifolium,,,Alaska-Yukon Arctic
Chamaenerion angustifolium,Chamaenerion,Chamaenerion angustifolium,,,Alaska Range
Chamaenerion angustifolium,Chamaenerion,Chamaenerion angustifolium,,,Gulf Of Alaska Mountains And Fjordlands
Chamaenerion angustifolium,Chamaenerion,Chamaenerion angustifolium,,,Arctic Cordillera
Chamaenerion angustifolium subsp. angustifolium,Chamaenerion,Chamaenerion angustifolium,subsp.,angustifolium,Northern Appalachian / Acadian
Chamaenerion angustifolium subsp. angustifolium,Chamaenerion,Chamaenerion angustifolium,subsp.,angustifolium,Boreal Plains
Chamaenerion angustifolium subsp. angustifolium,Chamaenerion,Chamaenerion angustifolium,subsp.,angustifolium,Montane Cordillera
Chamaenerion angustifolium subsp. angustifolium,Chamaenerion,Chamaenerion angustifolium,subsp.,angustifolium,Boreal Cordillera
Chamaenerion angustifolium subsp. angustifolium,Chamaenerion,Chamaenerion angustifolium,subsp.,angustifolium,S.E. Alaska - B.C. Coastal Forest And Mountains
Chamaenerion angustifolium subsp. angustifolium,Chamaenerion,Chamaenerion angustifolium,subsp.,angustifolium,Canadian Rocky Mountains
Chamaenerion angustifolium subsp. angustifolium,Chamaenerion,Chamaenerion angustifolium,subsp.,angustifolium,Southern Arctic
Chamaenerion angustifolium subsp. angustifolium,Chamaenerion,Chamaenerion angustifolium,subsp.,angustifolium,Northern Arctic
Chamaenerion angustifolium subsp. angustifolium,Chamaenerion,Chamaenerion angustifolium,subsp.,angustifolium,Western Taiga Shield
Chamaenerion angustifolium subsp. angustifolium,Chamaenerion,Chamaenerion angustifolium,subsp.,angustifolium,Hudson Plains
Chamaenerion angustifolium subsp. angustifolium,Chamaenerion,Chamaenerion angustifolium,subsp.,angustifolium,Eastern Taiga Shield
Chamaenerion angustifolium subsp. angustifolium,Chamaenerion,Chamaenerion angustifolium,subsp.,angustifolium,Superior Mixed Forest
Chamaenerion angustifolium subsp. angustifolium,Chamaenerion,Chamaenerion angustifolium,subsp.,angustifolium,Aspen Parkland
Chamaenerion angustifolium subsp. angustifolium,Chamaenerion,Chamaenerion angustifolium,subsp.,angustifolium,Pacific Northwest Coast
Chamaenerion angustifolium subsp. angustifolium,Chamaenerion,Chamaenerion angustifolium,subsp.,angustifolium,Taiga Cordillera
Chamaenerion angustifolium subsp. angustifolium,Chamaenerion,Chamaenerion angustifolium,subsp.,angustifolium,Boreal Shield
Chamaenerion angustifolium subsp. angustifolium,Chamaenerion,Chamaenerion angustifolium,subsp.,angustifolium,Arctic Cordillera
Chamaenerion angustifolium subsp. angustifolium,Chamaenerion,Chamaenerion angustifolium,subsp.,angustifolium,Northern Tallgrass Prairie
Chamaenerion angustifolium subsp. angustifolium,Chamaenerion,Chamaenerion angustifolium,subsp.,angustifolium,Taiga Plains
Chamaenerion angustifolium subsp. angustifolium,Chamaenerion,Chamaenerion angustifolium,subsp.,angustifolium,St. Lawrence - Champlain Valley
Chamaenerion angustifolium subsp. angustifolium,Chamaenerion,Chamaenerion angustifolium,subsp.,angustifolium,Great Lakes
Chamaenerion angustifolium subsp. circumvagum,Chamaenerion,Chamaenerion angustifolium,subsp.,circumvagum,Canadian Rocky Mountains
Chamaenerion angustifolium subsp. circumvagum,Chamaenerion,Chamaenerion angustifolium,subsp.,circumvagum,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Chamaenerion angustifolium subsp. circumvagum,Chamaenerion,Chamaenerion angustifolium,subsp.,circumvagum,Boreal Cordillera
Chamaenerion angustifolium subsp. circumvagum,Chamaenerion,Chamaenerion angustifolium,subsp.,circumvagum,Northern Appalachian / Acadian
Chamaenerion angustifolium subsp. circumvagum,Chamaenerion,Chamaenerion angustifolium,subsp.,circumvagum,Montane Cordillera
Chamaenerion angustifolium subsp. circumvagum,Chamaenerion,Chamaenerion angustifolium,subsp.,circumvagum,S.E. Alaska - B.C. Coastal Forest And Mountains
Chamaenerion angustifolium subsp. circumvagum,Chamaenerion,Chamaenerion angustifolium,subsp.,circumvagum,Boreal Shield
Chamaenerion angustifolium subsp. circumvagum,Chamaenerion,Chamaenerion angustifolium,subsp.,circumvagum,Boreal Plains
Chamaenerion angustifolium subsp. circumvagum,Chamaenerion,Chamaenerion angustifolium,subsp.,circumvagum,St. Lawrence - Champlain Valley
Chamaenerion angustifolium subsp. circumvagum,Chamaenerion,Chamaenerion angustifolium,subsp.,circumvagum,Hudson Plains
Chamaenerion angustifolium subsp. circumvagum,Chamaenerion,Chamaenerion angustifolium,subsp.,circumvagum,Eastern Taiga Shield
Chenopodiastrum simplex,Chenopodiastrum,Chenopodiastrum simplex,,,Superior Mixed Forest
Chenopodiastrum simplex,Chenopodiastrum,Chenopodiastrum simplex,,,Montane Cordillera
Chenopodiastrum simplex,Chenopodiastrum,Chenopodiastrum simplex,,,Great Lakes
Chenopodiastrum simplex,Chenopodiastrum,Chenopodiastrum simplex,,,Aspen Parkland
Chenopodiastrum simplex,Chenopodiastrum,Chenopodiastrum simplex,,,St. Lawrence - Champlain Valley
Chenopodiastrum simplex,Chenopodiastrum,Chenopodiastrum simplex,,,Boreal Cordillera
Chenopodiastrum simplex,Chenopodiastrum,Chenopodiastrum simplex,,,Okanagan
Chenopodiastrum simplex,Chenopodiastrum,Chenopodiastrum simplex,,,Boreal Plains
Chenopodiastrum simplex,Chenopodiastrum,Chenopodiastrum simplex,,,Boreal Shield
Chenopodiastrum simplex,Chenopodiastrum,Chenopodiastrum simplex,,,Northern Tallgrass Prairie
Chenopodiastrum simplex,Chenopodiastrum,Chenopodiastrum simplex,,,Northern Appalachian / Acadian
Chenopodium berlandieri,Chenopodium,Chenopodium berlandieri,,,Taiga Plains
Chenopodium berlandieri,Chenopodium,Chenopodium berlandieri,,,Northern Appalachian / Acadian
Chenopodium berlandieri,Chenopodium,Chenopodium berlandieri,,,Montane Cordillera
Chenopodium berlandieri,Chenopodium,Chenopodium berlandieri,,,Boreal Cordillera
Chenopodium berlandieri,Chenopodium,Chenopodium berlandieri,,,Pacific Northwest Coast
Chenopodium berlandieri,Chenopodium,Chenopodium berlandieri,,,Northern Tallgrass Prairie
Chenopodium berlandieri,Chenopodium,Chenopodium berlandieri,,,Superior Mixed Forest
Chenopodium berlandieri,Chenopodium,Chenopodium berlandieri,,,Northern Great Plains Steppe
Chenopodium berlandieri,Chenopodium,Chenopodium berlandieri,,,St. Lawrence - Champlain Valley
Chenopodium berlandieri,Chenopodium,Chenopodium berlandieri,,,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests
Chenopodium berlandieri,Chenopodium,Chenopodium berlandieri,,,Great Lakes
Chenopodium berlandieri,Chenopodium,Chenopodium berlandieri,,,Boreal Plains
Chenopodium berlandieri var. bushianum,Chenopodium,Chenopodium berlandieri,var.,bushianum,Great Lakes
Chenopodium berlandieri var. bushianum,Chenopodium,Chenopodium berlandieri,var.,bushianum,St. Lawrence - Champlain Valley
Chenopodium berlandieri var. bushianum,Chenopodium,Chenopodium berlandieri,var.,bushianum,Northern Appalachian / Acadian
Chenopodium berlandieri var. macrocalycium,Chenopodium,Chenopodium berlandieri,var.,macrocalycium,Northern Appalachian / Acadian
