GARDEN_CODE,INSTITUTION,TAXON,GENUS,SPECIES,RANK,INFRASPECIFC,PRIMARY_ASSOCIATED_CROP_COMMON_NAME,SECONDARY_ASSOCIATED_CROP_COMMON_NAME,FINEST_TAXON_RESOLUTION,CWR,WUS,WUS_NOTES,NATIVE,PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_1,PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_2,SECONDARY_ASSOCIATED_CROP_TYPE_GENERAL,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_1,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_2,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_3,SECONDARY_CROP_OR_WUS_USE_1,CATEGORY,TIER,GENEPOOL,PROVENANCE,COUNTRY,LOCALITY,LATITUDE,LONGITUDE,PROVINCE,QUANTITY
128,BG,Amelanchier alnifolia,Amelanchier,Amelanchier alnifolia,NA,NA,Saskatoon,NA,N,Y,Y,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Food,Cultural,NA,Fruits,Ornamental,,NA,1,1,NA,G,, ,,,,5
129,BG,Amelanchier alnifolia,Amelanchier,Amelanchier alnifolia,NA,NA,Saskatoon,NA,N,Y,Y,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Food,Cultural,NA,Fruits,Ornamental,,NA,1,1,NA,G,, ,,,,4
130,BG,Amelanchier alnifolia,Amelanchier,Amelanchier alnifolia,NA,NA,Saskatoon,NA,N,Y,Y,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Food,Cultural,NA,Fruits,Ornamental,,NA,1,1,NA,G,, ,,,,1
131,BG,Amelanchier alnifolia,Amelanchier,Amelanchier alnifolia,NA,NA,Saskatoon,NA,N,Y,Y,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Food,Cultural,NA,Fruits,Ornamental,,NA,1,1,NA,G,, ,,,,1
132,BG,Amelanchier alnifolia,Amelanchier,Amelanchier alnifolia,NA,NA,Saskatoon,NA,N,Y,Y,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Food,Cultural,NA,Fruits,Ornamental,,NA,1,1,NA,G,, ,,,,3
133,BG,Amelanchier alnifolia,Amelanchier,Amelanchier alnifolia,NA,NA,Saskatoon,NA,N,Y,Y,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Food,Cultural,NA,Fruits,Ornamental,,NA,1,1,NA,G,, ,,,,1
134,BG,Amelanchier alnifolia,Amelanchier,Amelanchier alnifolia,NA,NA,Saskatoon,NA,N,Y,Y,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Food,Cultural,NA,Fruits,Ornamental,,NA,1,1,NA,G,, ,,,,1
135,BG,Amelanchier alnifolia,Amelanchier,Amelanchier alnifolia,NA,NA,Saskatoon,NA,N,Y,Y,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Food,Cultural,NA,Fruits,Ornamental,,NA,1,1,NA,G,, ,,,,1
136,BG,Amelanchier alnifolia,Amelanchier,Amelanchier alnifolia,NA,NA,Saskatoon,NA,N,Y,Y,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Food,Cultural,NA,Fruits,Ornamental,,NA,1,1,NA,G,, ,,,,1
137,BG,Amelanchier alnifolia,Amelanchier,Amelanchier alnifolia,NA,NA,Saskatoon,NA,N,Y,Y,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Food,Cultural,NA,Fruits,Ornamental,,NA,1,1,NA,G,, ,,,,1
138,BG,Amelanchier alnifolia,Amelanchier,Amelanchier alnifolia,NA,NA,Saskatoon,NA,N,Y,Y,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Food,Cultural,NA,Fruits,Ornamental,,NA,1,1,NA,G,, ,,,,1
139,BG,Amelanchier alnifolia,Amelanchier,Amelanchier alnifolia,NA,NA,Saskatoon,NA,N,Y,Y,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Food,Cultural,NA,Fruits,Ornamental,,NA,1,1,NA,G,, ,,,,2
140,BG,Amelanchier arborea,Amelanchier,Amelanchier arborea,NA,NA,Saskatoon,NA,Y,Y,Y,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Food,Cultural,NA,Fruits,Ornamental,,NA,1,1,NA,G,, ,,,,1
141,BG,Amelanchier canadensis,Amelanchier,Amelanchier canadensis,NA,NA,Saskatoon,NA,Y,Y,Y,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Food,Cultural,NA,Fruits,Ornamental,,NA,1,1,NA,G,, ,,,,1
142,BG,Amelanchier canadensis,Amelanchier,Amelanchier canadensis,NA,NA,Saskatoon,NA,Y,Y,Y,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Food,Cultural,NA,Fruits,Ornamental,,NA,1,1,NA,G,, ,,,,1
143,BG,Amelanchier canadensis,Amelanchier,Amelanchier canadensis,NA,NA,Saskatoon,NA,Y,Y,Y,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Food,Cultural,NA,Fruits,Ornamental,,NA,1,1,NA,G,, ,,,,1
144,BG,Amelanchier canadensis,Amelanchier,Amelanchier canadensis,NA,NA,Saskatoon,NA,Y,Y,Y,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Food,Cultural,NA,Fruits,Ornamental,,NA,1,1,NA,G,, ,,,,8
145,BG,Amelanchier canadensis,Amelanchier,Amelanchier canadensis,NA,NA,Saskatoon,NA,Y,Y,Y,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Food,Cultural,NA,Fruits,Ornamental,,NA,1,1,NA,G,, ,,,,1
146,BG,Amelanchier canadensis,Amelanchier,Amelanchier canadensis,NA,NA,Saskatoon,NA,Y,Y,Y,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Food,Cultural,NA,Fruits,Ornamental,,NA,1,1,NA,G,, ,,,,4
147,BG,Amelanchier canadensis,Amelanchier,Amelanchier canadensis,NA,NA,Saskatoon,NA,Y,Y,Y,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Food,Cultural,NA,Fruits,Ornamental,,NA,1,1,NA,G,, ,,,,1
148,BG,Amelanchier canadensis,Amelanchier,Amelanchier canadensis,NA,NA,Saskatoon,NA,Y,Y,Y,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Food,Cultural,NA,Fruits,Ornamental,,NA,1,1,NA,G,, ,,,,1
149,BG,Amelanchier canadensis,Amelanchier,Amelanchier canadensis,NA,NA,Saskatoon,NA,Y,Y,Y,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Food,Cultural,NA,Fruits,Ornamental,,NA,1,1,NA,G,, ,,,,2
150,BG,Amelanchier canadensis,Amelanchier,Amelanchier canadensis,NA,NA,Saskatoon,NA,Y,Y,Y,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Food,Cultural,NA,Fruits,Ornamental,,NA,1,1,NA,G,, ,,,,mass
151,BG,Amelanchier canadensis,Amelanchier,Amelanchier canadensis,NA,NA,Saskatoon,NA,Y,Y,Y,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Food,Cultural,NA,Fruits,Ornamental,,NA,1,1,NA,G,, ,,,,3
152,BG,Amelanchier canadensis,Amelanchier,Amelanchier canadensis,NA,NA,Saskatoon,NA,Y,Y,Y,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Food,Cultural,NA,Fruits,Ornamental,,NA,1,1,NA,G,, ,,,,3
153,BG,Amelanchier canadensis,Amelanchier,Amelanchier canadensis,NA,NA,Saskatoon,NA,Y,Y,Y,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Food,Cultural,NA,Fruits,Ornamental,,NA,1,1,NA,G,, ,,,,1
154,BG,Amelanchier canadensis,Amelanchier,Amelanchier canadensis,NA,NA,Saskatoon,NA,Y,Y,Y,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Food,Cultural,NA,Fruits,Ornamental,,NA,1,1,NA,G,, ,,,,1
155,BG,Amelanchier canadensis,Amelanchier,Amelanchier canadensis,NA,NA,Saskatoon,NA,Y,Y,Y,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Food,Cultural,NA,Fruits,Ornamental,,NA,1,1,NA,G,, ,,,,1
156,BG,Amelanchier canadensis,Amelanchier,Amelanchier canadensis,NA,NA,Saskatoon,NA,Y,Y,Y,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Food,Cultural,NA,Fruits,Ornamental,,NA,1,1,NA,G,, ,,,,2
157,BG,Amelanchier canadensis,Amelanchier,Amelanchier canadensis,NA,NA,Saskatoon,NA,Y,Y,Y,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Food,Cultural,NA,Fruits,Ornamental,,NA,1,1,NA,G,, ,,,,5
158,BG,Amelanchier interior,Amelanchier,Amelanchier interior,NA,NA,Saskatoon,NA,Y,Y,Y,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Food,Cultural,NA,Fruits,Ornamental,,NA,1,1,NA,G,, ,,,,1
159,BG,Amelanchier intermedia,Amelanchier,Amelanchier intermedia,NA,NA,Saskatoon,NA,Y,Y,Y,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Food,Cultural,NA,Fruits,Ornamental,,NA,1,1,NA,G,, ,,,,1
160,BG,Amelanchier intermedia,Amelanchier,Amelanchier intermedia,NA,NA,Saskatoon,NA,Y,Y,Y,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Food,Cultural,NA,Fruits,Ornamental,,NA,1,1,NA,G,, ,,,,1
161,BG,Amelanchier laevis,Amelanchier,Amelanchier laevis,NA,NA,Saskatoon,NA,Y,Y,Y,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Food,Cultural,NA,Fruits,Ornamental,,NA,1,1,NA,G,, ,,,,1
162,BG,Amelanchier laevis,Amelanchier,Amelanchier laevis,NA,NA,Saskatoon,NA,Y,Y,Y,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Food,Cultural,NA,Fruits,Ornamental,,NA,1,1,NA,G,, ,,,,1
163,BG,Amelanchier laevis,Amelanchier,Amelanchier laevis,NA,NA,Saskatoon,NA,Y,Y,Y,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Food,Cultural,NA,Fruits,Ornamental,,NA,1,1,NA,G,, ,,,,1
164,BG,Amelanchier laevis,Amelanchier,Amelanchier laevis,NA,NA,Saskatoon,NA,Y,Y,Y,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Food,Cultural,NA,Fruits,Ornamental,,NA,1,1,NA,G,, ,,,,1
165,BG,Amelanchier sanguinea,Amelanchier,Amelanchier sanguinea,NA,NA,Saskatoon,NA,Y,Y,Y,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Food,Cultural,NA,Fruits,Ornamental,,NA,1,1,NA,G,, ,,,,2
166,BG,Apios americana,Apios,Apios americana,NA,NA,Ground nut,NA,Y,N,Y,ground nut' or 'potato bean' edible tuber,Y,Food,,NA,Vegetables,,,NA,NA,NA,NA,G,, ,,,,1
167,BG,Apios americana,Apios,Apios americana,NA,NA,Ground nut,NA,Y,N,Y,ground nut' or 'potato bean' edible tuber,Y,Food,,NA,Vegetables,,,NA,NA,NA,NA,G,, ,,,,mass
168,BG,Apios americana,Apios,Apios americana,NA,NA,Ground nut,NA,Y,N,Y,ground nut' or 'potato bean' edible tuber,Y,Food,,NA,Vegetables,,,NA,NA,NA,NA,G,, ,,,,mass
169,BG,Apios americana,Apios,Apios americana,NA,NA,Ground nut,NA,Y,N,Y,ground nut' or 'potato bean' edible tuber,Y,Food,,NA,Vegetables,,,NA,NA,NA,NA,G,, ,,,,1
170,BG,Arctostaphylos uva-ursi,Arctostaphylos,Arctostaphylos uva-ursi,NA,NA,Bearberry,NA,Y,N,Y,fruit,Y,Food,,NA,Fruits,,,NA,NA,NA,NA,G,, ,,,,5
171,BG,Arctostaphylos uva-ursi,Arctostaphylos,Arctostaphylos uva-ursi,NA,NA,Bearberry,NA,Y,N,Y,fruit,Y,Food,,NA,Fruits,,,NA,NA,NA,NA,G,, ,,,,2
172,BG,Arctostaphylos uva-ursi,Arctostaphylos,Arctostaphylos uva-ursi,NA,NA,Bearberry,NA,Y,N,Y,fruit,Y,Food,,NA,Fruits,,,NA,NA,NA,NA,G,, ,,,,mass
173,BG,Arctostaphylos uva-ursi,Arctostaphylos,Arctostaphylos uva-ursi,NA,NA,Bearberry,NA,Y,N,Y,fruit,Y,Food,,NA,Fruits,,,NA,NA,NA,NA,G,, ,,,,1
174,BG,Arctostaphylos uva-ursi,Arctostaphylos,Arctostaphylos uva-ursi,NA,NA,Bearberry,NA,Y,N,Y,fruit,Y,Food,,NA,Fruits,,,NA,NA,NA,NA,G,, ,,,,2
175,BG,Arctostaphylos uva-ursi,Arctostaphylos,Arctostaphylos uva-ursi,NA,NA,Bearberry,NA,Y,N,Y,fruit,Y,Food,,NA,Fruits,,,NA,NA,NA,NA,G,, ,,,,20
176,BG,Arnica cordifolia,Arnica,Arnica cordifolia,NA,NA,Arnica,NA,Y,N,Y,medicinal properties,Y,Cultural,,NA,Medicinals,,,NA,NA,NA,NA,G,, ,,,,mass
177,BG,Aruncus dioicus,Aruncus,Aruncus dioicus,NA,NA,Goatsbeard,NA,Y,N,Y,medicinal properties,Y,Cultural,,NA,Medicinals,,,NA,NA,NA,NA,G,, ,,,,5
178,BG,Aruncus dioicus,Aruncus,Aruncus dioicus,NA,NA,Goatsbeard,NA,Y,N,Y,medicinal properties,Y,Cultural,,NA,Medicinals,,,NA,NA,NA,NA,G,, ,,,,7
179,BG,Aruncus dioicus,Aruncus,Aruncus dioicus,NA,NA,Goatsbeard,NA,Y,N,Y,medicinal properties,Y,Cultural,,NA,Medicinals,,,NA,NA,NA,NA,G,, ,,,,45
180,BG,Aruncus dioicus,Aruncus,Aruncus dioicus,NA,NA,Goatsbeard,NA,Y,N,Y,medicinal properties,Y,Cultural,,NA,Medicinals,,,NA,NA,NA,NA,G,, ,,,,mass
181,BG,Aruncus dioicus,Aruncus,Aruncus dioicus,NA,NA,Goatsbeard,NA,Y,N,Y,medicinal properties,Y,Cultural,,NA,Medicinals,,,NA,NA,NA,NA,G,, ,,,,mass
182,BG,Aruncus dioicus,Aruncus,Aruncus dioicus,NA,NA,Goatsbeard,NA,Y,N,Y,medicinal properties,Y,Cultural,,NA,Medicinals,,,NA,NA,NA,NA,G,, ,,,,1
183,BG,Aruncus dioicus,Aruncus,Aruncus dioicus,NA,NA,Goatsbeard,NA,Y,N,Y,medicinal properties,Y,Cultural,,NA,Medicinals,,,NA,NA,NA,NA,G,, ,,,,mass
184,BG,Aruncus dioicus,Aruncus,Aruncus dioicus,NA,NA,Goatsbeard,NA,Y,N,Y,medicinal properties,Y,Cultural,,NA,Medicinals,,,NA,NA,NA,NA,G,, ,,,,6
185,BG,Aruncus dioicus,Aruncus,Aruncus dioicus,NA,NA,Goatsbeard,NA,Y,N,Y,medicinal properties,Y,Cultural,,NA,Medicinals,,,NA,NA,NA,NA,G,, ,,,,mass
186,BG,Asarum canadense,Asarum,Asarum canadense,NA,NA,Wild-ginger,NA,Y,N,Y,wild ginger; rhizomes as condiment,Y,Cultural,,NA,Medicinals,,,NA,NA,NA,NA,G,, ,,,,2
187,BG,Asimina triloba,Asimina,Asimina triloba,NA,NA,Pawpaw,NA,Y,N,Y,pawpaw' or custard apple,Y,Food,,NA,Fruits,,,NA,NA,NA,NA,G,, ,,,,4
188,BG,Asimina triloba,Asimina,Asimina triloba,NA,NA,Pawpaw,NA,Y,N,Y,pawpaw' or custard apple,Y,Food,,NA,Fruits,,,NA,NA,NA,NA,G,, ,,,,1
189,BG,Astragalus canadensis,Astragalus,Astragalus canadensis,NA,NA,Milk-vetch,NA,N,Y,Y,roots,Y,Food,,NA,Forage and Feed,,,NA,2,2,NA,G,, ,,,,6
190,BG,Betula alleghaniensis,Betula,Betula alleghaniensis,NA,NA,Birch,NA,Y,N,Y,twigs and sap,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
191,BG,Betula alleghaniensis,Betula,Betula alleghaniensis,NA,NA,Birch,NA,Y,N,Y,twigs and sap,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,3
192,BG,Betula alleghaniensis,Betula,Betula alleghaniensis,NA,NA,Birch,NA,Y,N,Y,twigs and sap,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
193,BG,Betula alleghaniensis,Betula,Betula alleghaniensis,NA,NA,Birch,NA,Y,N,Y,twigs and sap,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
194,BG,Betula alleghaniensis,Betula,Betula alleghaniensis,NA,NA,Birch,NA,Y,N,Y,twigs and sap,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
195,BG,Betula lenta,Betula,Betula lenta,NA,NA,Birch,NA,Y,N,Y,leaves,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
196,BG,Betula papyrifera,Betula,Betula papyrifera,NA,NA,Birch,NA,Y,N,Y,"leaves, twigs and sap",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,7
197,BG,Betula papyrifera,Betula,Betula papyrifera,NA,NA,Birch,NA,Y,N,Y,"leaves, twigs and sap",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
198,BG,Betula papyrifera,Betula,Betula papyrifera,NA,NA,Birch,NA,Y,N,Y,"leaves, twigs and sap",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
199,BG,Betula papyrifera,Betula,Betula papyrifera,NA,NA,Birch,NA,Y,N,Y,"leaves, twigs and sap",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
200,BG,Betula papyrifera,Betula,Betula papyrifera,NA,NA,Birch,NA,Y,N,Y,"leaves, twigs and sap",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
201,BG,Betula papyrifera,Betula,Betula papyrifera,NA,NA,Birch,NA,Y,N,Y,"leaves, twigs and sap",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,13
202,BG,Betula papyrifera,Betula,Betula papyrifera,NA,NA,Birch,NA,Y,N,Y,"leaves, twigs and sap",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,2
203,BG,Betula papyrifera,Betula,Betula papyrifera,NA,NA,Birch,NA,Y,N,Y,"leaves, twigs and sap",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
204,BG,Betula papyrifera,Betula,Betula papyrifera,NA,NA,Birch,NA,Y,N,Y,"leaves, twigs and sap",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,2
205,BG,Betula papyrifera,Betula,Betula papyrifera,NA,NA,Birch,NA,Y,N,Y,"leaves, twigs and sap",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,3
206,BG,Betula papyrifera,Betula,Betula papyrifera,NA,NA,Birch,NA,Y,N,Y,"leaves, twigs and sap",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
207,BG,Betula papyrifera,Betula,Betula papyrifera,NA,NA,Birch,NA,Y,N,Y,"leaves, twigs and sap",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,5
208,BG,Betula papyrifera,Betula,Betula papyrifera,NA,NA,Birch,NA,Y,N,Y,"leaves, twigs and sap",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
209,BG,Betula papyrifera,Betula,Betula papyrifera,NA,NA,Birch,NA,Y,N,Y,"leaves, twigs and sap",Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
210,BG,Betula populifolia,Betula,Betula populifolia,NA,NA,Birch,NA,Y,N,N,,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
211,BG,Betula populifolia,Betula,Betula populifolia,NA,NA,Birch,NA,Y,N,N,,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,2
212,BG,Betula populifolia,Betula,Betula populifolia,NA,NA,Birch,NA,Y,N,N,,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
213,BG,Betula populifolia,Betula,Betula populifolia,NA,NA,Birch,NA,Y,N,N,,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,NA,NA,G,, ,,,,1
214,BG,Camassia leichtlinii,Camassia,Camassia leichtlinii,NA,NA,Camas,NA,N,N,Y,bulbs,Y,Food,,NA,Vegetables,,,NA,NA,NA,NA,G,, ,,,,2
215,BG,Camassia leichtlinii,Camassia,Camassia leichtlinii,NA,NA,Camas,NA,N,N,Y,bulbs,Y,Food,,NA,Vegetables,,,NA,NA,NA,NA,G,, ,,,,2
216,BG,Camassia leichtlinii,Camassia,Camassia leichtlinii,NA,NA,Camas,NA,N,N,Y,bulbs,Y,Food,,NA,Vegetables,,,NA,NA,NA,NA,G,, ,,,,1
217,BG,Camassia leichtlinii,Camassia,Camassia leichtlinii,NA,NA,Camas,NA,N,N,Y,bulbs,Y,Food,,NA,Vegetables,,,NA,NA,NA,NA,G,, ,,,,mass
218,BG,Camassia leichtlinii,Camassia,Camassia leichtlinii,NA,NA,Camas,NA,N,N,Y,bulbs,Y,Food,,NA,Vegetables,,,NA,NA,NA,NA,G,, ,,,,6
219,BG,Camassia leichtlinii,Camassia,Camassia leichtlinii,NA,NA,Camas,NA,N,N,Y,bulbs,Y,Food,,NA,Vegetables,,,NA,NA,NA,NA,G,, ,,,,mass
220,BG,Camassia leichtlinii,Camassia,Camassia leichtlinii,NA,NA,Camas,NA,N,N,Y,bulbs,Y,Food,,NA,Vegetables,,,NA,NA,NA,NA,G,, ,,,,60
221,BG,Camassia leichtlinii,Camassia,Camassia leichtlinii,NA,NA,Camas,NA,N,N,Y,bulbs,Y,Food,,NA,Vegetables,,,NA,NA,NA,NA,G,, ,,,,mass
222,BG,Camassia leichtlinii,Camassia,Camassia leichtlinii,NA,NA,Camas,NA,N,N,Y,bulbs,Y,Food,,NA,Vegetables,,,NA,NA,NA,NA,G,, ,,,,1
223,BG,Camassia quamash,Camassia,Camassia quamash,NA,NA,Camas,NA,N,N,Y,bulbs,Y,Food,,NA,Vegetables,,,NA,NA,NA,NA,G,, ,,,,mass
224,BG,Camassia quamash,Camassia,Camassia quamash,NA,NA,Camas,NA,N,N,Y,bulbs,Y,Food,,NA,Vegetables,,,NA,NA,NA,NA,G,, ,,,,60
225,BG,Carya cordiformis,Carya,Carya cordiformis,NA,NA,"Pecan, Hickory",NA,Y,Y,Y,"swamp hickory, bitternut hickory; nuts",Y,Food,Materials,NA,Nuts,Materials,,NA,1A,1,Primary,G,, ,,,,1
226,BG,Carya ovata,Carya,Carya ovata,NA,NA,"Pecan, Hickory",NA,N,Y,Y,shagbark hickory; nuts,Y,Food,Materials,NA,Nuts,Materials,,NA,1A,1,Primary,G,, ,,,,1
227,BG,Carya ovata,Carya,Carya ovata,NA,NA,"Pecan, Hickory",NA,N,Y,Y,shagbark hickory; nuts,Y,Food,Materials,NA,Nuts,Materials,,NA,1A,1,Primary,G,, ,,,,1
228,BG,Carya ovata,Carya,Carya ovata,NA,NA,"Pecan, Hickory",NA,N,Y,Y,shagbark hickory; nuts,Y,Food,Materials,NA,Nuts,Materials,,NA,1A,1,Primary,G,, ,,,,1
229,BG,Carya ovata,Carya,Carya ovata,NA,NA,"Pecan, Hickory",NA,N,Y,Y,shagbark hickory; nuts,Y,Food,Materials,NA,Nuts,Materials,,NA,1A,1,Primary,G,, ,,,,3
230,BG,Carya ovata,Carya,Carya ovata,NA,NA,"Pecan, Hickory",NA,N,Y,Y,shagbark hickory; nuts,Y,Food,Materials,NA,Nuts,Materials,,NA,1A,1,Primary,G,, ,,,,1
231,BG,Carya ovata,Carya,Carya ovata,NA,NA,"Pecan, Hickory",NA,N,Y,Y,shagbark hickory; nuts,Y,Food,Materials,NA,Nuts,Materials,,NA,1A,1,Primary,G,, ,,,,1
232,BG,Carya ovata,Carya,Carya ovata,NA,NA,"Pecan, Hickory",NA,N,Y,Y,shagbark hickory; nuts,Y,Food,Materials,NA,Nuts,Materials,,NA,1A,1,Primary,G,, ,,,,1
233,BG,Carya ovata,Carya,Carya ovata,NA,NA,"Pecan, Hickory",NA,N,Y,Y,shagbark hickory; nuts,Y,Food,Materials,NA,Nuts,Materials,,NA,1A,1,Primary,G,, ,,,,1
234,BG,Celtis occidentalis,Celtis,Celtis occidentalis,NA,NA,Hackberry,NA,Y,N,Y,hackberry; fruit,Y,Cultural,Forest Resources,NA,Ornamentals,Forest Resources,,NA,NA,NA,NA,G,, ,,,,1
235,BG,Celtis occidentalis,Celtis,Celtis occidentalis,NA,NA,Hackberry,NA,Y,N,Y,hackberry; fruit,Y,Cultural,Forest Resources,NA,Ornamentals,Forest Resources,,NA,NA,NA,NA,G,, ,,,,1
236,BG,Celtis occidentalis,Celtis,Celtis occidentalis,NA,NA,Hackberry,NA,Y,N,Y,hackberry; fruit,Y,Cultural,Forest Resources,NA,Ornamentals,Forest Resources,,NA,NA,NA,NA,G,, ,,,,1
237,BG,Celtis occidentalis,Celtis,Celtis occidentalis,NA,NA,Hackberry,NA,Y,N,Y,hackberry; fruit,Y,Cultural,Forest Resources,NA,Ornamentals,Forest Resources,,NA,NA,NA,NA,G,, ,,,,1
238,BG,Celtis occidentalis,Celtis,Celtis occidentalis,NA,NA,Hackberry,NA,Y,N,Y,hackberry; fruit,Y,Cultural,Forest Resources,NA,Ornamentals,Forest Resources,,NA,NA,NA,NA,G,, ,,,,1
239,BG,Chamaenerion angustifolium,Chamaenerion,Chamaenerion angustifolium,NA,NA,Fireweed,NA,N,N,Y,greens food; honey plant,Y,Food,,NA,Vegetables,,,NA,NA,NA,NA,G,, ,,,,mass
240,BG,Chamaenerion angustifolium,Chamaenerion,Chamaenerion angustifolium,NA,NA,Fireweed,NA,N,N,Y,greens food; honey plant,Y,Food,,NA,Vegetables,,,NA,NA,NA,NA,G,, ,,,,15
241,BG,Chamaenerion angustifolium,Chamaenerion,Chamaenerion angustifolium,NA,NA,Fireweed,NA,N,N,Y,greens food; honey plant,Y,Food,,NA,Vegetables,,,NA,NA,NA,NA,G,, ,,,,mass
242,BG,Chamaenerion angustifolium,Chamaenerion,Chamaenerion angustifolium,NA,NA,Fireweed,NA,N,N,Y,greens food; honey plant,Y,Food,,NA,Vegetables,,,NA,NA,NA,NA,G,, ,,,,75
