SPECIES,TAXON,scientificName,PRIMARY_ASSOCIATED_CROP_COMMON_NAME,CATEGORY,TIER,WUS,ROUNDED_N_RANK,ROUNDED_G_RANK,COSEWIC_DESC,CWR,total_accessions_sp,garden_accessions_sp,genebank_accessions_sp,total_accessions_w_finest_taxon_res,garden_accessions_w_finest_taxon_res,genebank_accessions_w_finest_taxon_res,INFRASPECIFIC_COLLECTIONS_ASSIGNED,FINEST_TAXON_RESOLUTION,GENUS,RANK,INFRASPECIFIC,WUS_NOTES,NATIVE,PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_1,PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_2,SECONDARY_ASSOCIATED_CROP_TYPE_GENERAL,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_1,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_2,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_3,SECONDARY_CROP_OR_WUS_USE_1,GENEPOOL
Amelanchier spicata,Amelanchier spicata,Amelanchier spicata (Lam.) K.Koch,Saskatoon,1C,1,Y,N5,G5,,Y,14,0,14,2,0,2,,Y,Amelanchier,NA,NA,"edible wild 'Saskatoon' or 'serviceberry', Juneberry, many other names berries/fruit",Y,Food,Ornamentals,NA,Fruits,Ornamentals,,NA,Assume distant
Amphicarpaea bracteata,Amphicarpaea bracteata,Amphicarpaea bracteata (L.) Fernald,Hog-peanut,NA,NA,Y,N5,G5,,N,3,1,2,0,0,0,N,N,Amphicarpaea,NA,NA,Hog-peanut; seeds,Y,Food,,NA,Pulses,,,NA,NA
Amphicarpaea bracteata,Amphicarpaea bracteata var. bracteata,Amphicarpaea bracteata var. bracteata,Hog-peanut,NA,NA,Y,NNR,T5,,N,3,1,2,NA,NA,NA,N,Y,Amphicarpaea,var.,bracteata,Hog-peanut; seeds,Y,Food,,NA,Pulses,,,NA,NA
Amphicarpaea bracteata,Amphicarpaea bracteata var. comosa,Amphicarpaea bracteata var. comosa (L.) C.F.Reed,Hog-peanut,NA,NA,Y,NNR,T5,,N,3,1,2,NA,NA,NA,N,Y,Amphicarpaea,var.,comosa,Hog-peanut; seeds,Y,Food,,NA,Pulses,,,NA,NA
Andropogon hallii,Andropogon hallii,Andropogon hallii Hack.,Bluestem,2,2,N,N2,G4,,Y,19,0,19,0,0,0,,Y,Andropogon,NA,NA,,Y,Food,,NA,Forage and Feed,,,NA,NA
Apios americana,Apios americana,Apios americana Medik.,Ground nut,NA,NA,Y,N5,G5,,N,9,9,0,3,3,0,,Y,Apios,NA,NA,ground nut' or 'potato bean' edible tuber,Y,Food,,NA,Vegetables,,,NA,NA
Aralia nudicaulis,Aralia nudicaulis,Aralia nudicaulis L.,Wild-sarsaparilla,NA,NA,Y,N5,G5,,N,15,14,1,9,9,0,,Y,Aralia,NA,NA,medicinal properties,Y,Medicinals,,NA,Medicinals,,,NA,NA
Arbutus menziesii,Arbutus menziesii,Arbutus menziesii Pursh,Arbutus,NA,NA,Y,N5,G5,,N,34,32,2,15,15,0,,Y,Arbutus,NA,NA,medicinal properties,Y,Medicinals,Food,NA,Medicinals,Fruits,,NA,NA
Arctopoa eminens,Arctopoa eminens,Arctopoa eminens (J.Presl) Prob.,Bluegrass,2,2,N,N4,G5,,Y,0,0,0,0,0,0,,Y,Arctopoa,NA,NA,,Y,Food,,NA,Forage and Feed,,,NA,NA
Arctostaphylos columbiana,Arctostaphylos columbiana,Arctostaphylos columbiana Piper,Bearberry,NA,NA,Y,N5,G5,,N,7,4,3,4,4,0,,Y,Arctostaphylos,NA,NA,berries edible,Y,Food,,NA,Fruits,,,NA,NA
Arctostaphylos uva-ursi,Arctostaphylos uva-ursi,Arctostaphylos uva-ursi (L.) Spreng.,Bearberry,NA,NA,Y,N5,G5,,N,48,36,12,9,9,0,,Y,Arctostaphylos,NA,NA,fruit,Y,Food,,NA,Fruits,,,NA,NA
Arctous rubra,Arctous rubra,Arctous rubra (Rehder & E.H.Wilson) Nakai,Bearberry,NA,NA,Y,N5,G5,,N,0,0,0,0,0,0,,Y,Arctous,NA,NA,fruit,Y,Food,,NA,Fruits,,,NA,NA
Arnica cordifolia,Arnica cordifolia,Arnica cordifolia Hook.,Arnica,NA,NA,Y,N5,G5,,N,10,4,6,2,2,0,,Y,Arnica,NA,NA,medicinal properties,Y,Medicinals,,NA,Medicinals,,,NA,NA
Aruncus dioicus,Aruncus dioicus,Aruncus dioicus (Walter) Fernald,Goatsbeard,NA,NA,Y,N5,G5,,N,47,37,10,4,4,0,Y,N,Aruncus,NA,NA,medicinal properties,Y,Medicinals,,NA,Medicinals,,,NA,NA
Aruncus dioicus,Aruncus dioicus var. acuminatus,Aruncus dioicus var. acuminatus (Rydb.) Rydb. ex H.Hara,Goatsbeard,NA,NA,Y,N5,T5,,N,47,37,10,4,4,0,Y,Y,Aruncus,var.,acuminatus,,Y,Medicinals,,NA,Medicinals,,,NA,NA
Asarum canadense,Asarum canadense,Asarum canadense L.,Wild-ginger,NA,NA,Y,N5,G5,,N,23,20,3,5,5,0,,Y,Asarum,NA,NA,wild ginger; rhizomes as condiment,Y,Medicinals,,NA,Medicinals,,,NA,NA
Asarum caudatum,Asarum caudatum,Asarum caudatum Lindl.,Wild-ginger,NA,NA,Y,NNR,G5,,N,17,17,0,7,7,0,,Y,Asarum,NA,NA,wild ginger; rhizomes as condiment,Y,Medicinals,,NA,Medicinals,,,NA,NA
Asimina triloba,Asimina triloba,Asimina triloba (L.) Dunal,Pawpaw,NA,NA,Y,N3,G5,,N,51,31,20,13,12,1,,Y,Asimina,NA,NA,pawpaw' or custard apple,Y,Food,,NA,Fruits,,,NA,NA
Astragalus agrestis,Astragalus agrestis,Astragalus agrestis Douglas ex G.Don,Milk-vetch,2,2,N,N5,G5,,Y,0,0,0,0,0,0,,Y,Astragalus,NA,NA,,Y,Food,,NA,Forage and Feed,,,NA,NA
Astragalus alpinus,Astragalus alpinus,Astragalus alpinus L.,Milk-vetch,2,2,N,N5,G5,,Y,9,1,8,0,0,0,N,N,Astragalus,NA,NA,,Y,Food,,NA,Forage and Feed,,,NA,NA
Astragalus alpinus,Astragalus alpinus var. alpinus,Astragalus alpinus f. alpinus,Milk-vetch,2,2,N,N5,T5,,Y,9,1,8,NA,NA,NA,N,Y,Astragalus,var.,alpinus,,Y,Food,,NA,Forage and Feed,,,NA,NA
Astragalus alpinus,Astragalus alpinus var. brunetianus,Astragalus alpinus var. brunetianus Fernald,Milk-vetch,2,2,N,N3,T3,,Y,9,1,8,NA,NA,NA,N,Y,Astragalus,var.,brunetianus,,Y,Food,,NA,Forage and Feed,,,NA,NA
Astragalus americanus,Astragalus americanus,Astragalus americanus (Hook.) M.E.Jones,Milk-vetch,2,2,Y,N5,G5,,Y,3,1,2,1,0,1,,Y,Astragalus,NA,NA,roots,Y,Food,,NA,Forage and Feed,,,NA,NA
Astragalus beckwithii,Astragalus beckwithii,Astragalus beckwithii Torr. & A.Gray,Milk-vetch,2,2,N,N4,G5,,Y,0,0,0,0,0,0,Y,N,Astragalus,NA,NA,,Y,Food,,NA,Forage and Feed,,,NA,NA
Astragalus beckwithii,Astragalus beckwithii var. weiserensis,Astragalus beckwithii var. weiserensis M.E.Jones,Milk-vetch,2,2,N,N4,T5,,Y,0,0,0,0,0,0,Y,Y,Astragalus,var.,weiserensis,,Y,Food,,NA,Forage and Feed,,,NA,NA
Astragalus bisulcatus,Astragalus bisulcatus,Astragalus bisulcatus (Hook.) A.Gray,Milk-vetch,2,2,N,N4,G5,,Y,2,0,2,0,0,0,Y,N,Astragalus,NA,NA,,Y,Food,,NA,Forage and Feed,,,NA,NA
Astragalus bisulcatus,Astragalus bisulcatus var. bisulcatus,Astragalus bisulcatus var. bisulcatus,Milk-vetch,2,2,N,N4,T5,,Y,2,0,2,0,0,0,Y,Y,Astragalus,var.,bisulcatus,,Y,Food,,NA,Forage and Feed,,,NA,NA
Astragalus bodinii,Astragalus bodinii,Astragalus bodinii E.Sheld.,Milk-vetch,2,2,N,N4,G4,,Y,0,0,0,0,0,0,,Y,Astragalus,NA,NA,,Y,Food,,NA,Forage and Feed,,,NA,NA
Astragalus bourgovii,Astragalus bourgovii,Astragalus bourgovii A.Gray,Milk-vetch,2,2,N,N4,G4,,Y,0,0,0,0,0,0,,Y,Astragalus,NA,NA,,Y,Food,,NA,Forage and Feed,,,NA,NA
Astragalus canadensis,Astragalus canadensis,Astragalus canadensis L.,Milk-vetch,2,2,Y,N5,G5,,Y,10,2,8,2,1,1,N,N,Astragalus,NA,NA,roots,Y,Food,,NA,Forage and Feed,,,NA,NA
Astragalus canadensis,Astragalus canadensis var. brevidens,Astragalus canadensis var. brevidens (Gand.) Barneby,Milk-vetch,2,2,Y,N5,T5,,Y,10,2,8,NA,NA,NA,N,Y,Astragalus,var.,brevidens,roots,Y,Food,,NA,Forage and Feed,,,NA,NA
Astragalus canadensis,Astragalus canadensis var. canadensis,Astragalus canadensis var. canadensis,Milk-vetch,2,2,Y,N5,T5,,Y,10,2,8,NA,NA,NA,N,Y,Astragalus,var.,canadensis,roots,Y,Food,,NA,Forage and Feed,,,NA,NA
Astragalus canadensis,Astragalus canadensis var. mortonii,Astragalus canadensis var. mortonii (Nutt.) S.Watson,Milk-vetch,2,2,Y,N5,T5,,Y,10,2,8,NA,NA,NA,N,Y,Astragalus,var.,mortonii,roots,Y,Food,,NA,Forage and Feed,,,NA,NA
Astragalus collinus,Astragalus collinus,Astragalus collinus (Hook.) Douglas ex G.Don,Milk-vetch,2,2,N,N4,G5,,Y,0,0,0,0,0,0,Y,N,Astragalus,NA,NA,,Y,Food,,NA,Forage and Feed,,,NA,NA
Astragalus collinus,Astragalus collinus var. collinus,Astragalus collinus var. collinus,Milk-vetch,2,2,N,N4,T5,,Y,0,0,0,0,0,0,Y,Y,Astragalus,var.,collinus,,Y,Food,,NA,Forage and Feed,,,NA,NA
Astragalus crassicarpus,Astragalus crassicarpus,Astragalus crassicarpus Nutt.,Milk-vetch,2,2,Y,N4,G5,,Y,1,0,1,0,0,0,Y,N,Astragalus,NA,NA,unripe pods and seeds,Y,Food,,NA,Forage and Feed,,,NA,NA
Astragalus crassicarpus,Astragalus crassicarpus var. crassicarpus,Astragalus crassicarpus var. crassicarpus,Milk-vetch,2,2,Y,N4,T5,,Y,1,0,1,0,0,0,Y,Y,Astragalus,var.,crassicarpus,unripe pods and seeds,Y,Food,,NA,Forage and Feed,,,NA,NA
Astragalus drummondii,Astragalus drummondii,Astragalus drummondii Douglas ex Hook.,Milk-vetch,2,2,N,N4,G5,,Y,1,0,1,0,0,0,,Y,Astragalus,NA,NA,,Y,Food,,NA,Forage and Feed,,,NA,NA
Astragalus eucosmus,Astragalus eucosmus,Astragalus eucosmus B.L.Rob.,Milk-vetch,2,2,N,N5,G5,,Y,0,0,0,0,0,0,,Y,Astragalus,NA,NA,,Y,Food,,NA,Forage and Feed,,,NA,NA
Astragalus filipes,Astragalus filipes,Astragalus filipes Torr. ex A.Gray,Milk-vetch,2,2,N,N4,G5,,Y,2,0,2,0,0,0,,Y,Astragalus,NA,NA,,Y,Food,,NA,Forage and Feed,,,NA,NA
Astragalus flexuosus,Astragalus flexuosus,Astragalus flexuosus (Hook.) Douglas ex G.Don,Milk-vetch,2,2,N,N4,G5,,Y,3,0,3,2,0,2,,Y,Astragalus,NA,NA,,Y,Food,,NA,Forage and Feed,,,NA,NA
Astragalus gilviflorus,Astragalus gilviflorus,Astragalus gilviflorus E.Sheld.,Milk-vetch,2,2,N,N5,G5,,Y,0,0,0,0,0,0,Y,N,Astragalus,NA,NA,,Y,Food,,NA,Forage and Feed,,,NA,NA
Astragalus gilviflorus,Astragalus gilviflorus var. gilviflorus,Astragalus gilviflorus var. gilviflorus,Milk-vetch,2,2,N,N5,T5,,Y,0,0,0,0,0,0,Y,Y,Astragalus,var.,gilviflorus,,Y,Food,,NA,Forage and Feed,,,NA,NA
Astragalus kentrophyta,Astragalus kentrophyta,Astragalus kentrophyta A.Gray,Milk-vetch,2,2,N,N2,G5,,Y,0,0,0,0,0,0,Y,N,Astragalus,NA,NA,,Y,Food,,NA,Forage and Feed,,,NA,NA
Astragalus kentrophyta,Astragalus kentrophyta var. kentrophyta,Astragalus kentrophyta var. kentrophyta,Milk-vetch,2,2,N,N2,T4,,Y,0,0,0,0,0,0,Y,Y,Astragalus,var.,kentrophyta,,Y,Food,,NA,Forage and Feed,,,NA,NA
Astragalus laxmannii,Astragalus laxmannii,Astragalus laxmannii Jacq.,Milk-vetch,2,2,N,N5,G5,,Y,2,0,2,0,0,0,Y,N,Astragalus,NA,NA,,Y,Food,,NA,Forage and Feed,,,NA,NA
Astragalus laxmannii,Astragalus laxmannii var. robustior,Astragalus laxmannii var. robustior (Hook.) Barneby & S.L.Welsh,Milk-vetch,2,2,N,N5,T5,,Y,2,0,2,0,0,0,Y,Y,Astragalus,var.,robustior,,Y,Food,,NA,Forage and Feed,,,NA,NA
Astragalus laxmannii,Astragalus laxmannii var. tananaicus,Astragalus laxmannii var. tananaicus (Hultén) Barneby & S.L.Welsh,Milk-vetch,2,2,N,N3,T3,,Y,2,0,2,0,0,0,Y,Y,Astragalus,var.,tananaicus,,Y,Food,,NA,Forage and Feed,,,NA,NA
Astragalus lentiginosus,Astragalus lentiginosus,Astragalus lentiginosus Douglas ex Hook.,Milk-vetch,2,2,N,N4,G5,,Y,0,0,0,0,0,0,Y,N,Astragalus,NA,NA,,Y,Food,,NA,Forage and Feed,,,NA,NA
Astragalus lentiginosus,Astragalus lentiginosus var. salinus,Astragalus lentiginosus var. salinus (Howell) Barneby,Milk-vetch,2,2,N,N4,T5,,Y,0,0,0,0,0,0,Y,Y,Astragalus,var.,salinus,,Y,Food,,NA,Forage and Feed,,,NA,NA
Astragalus lotiflorus,Astragalus lotiflorus,Astragalus lotiflorus Hook.,Milk-vetch,2,2,N,N4,G5,,Y,0,0,0,0,0,0,,Y,Astragalus,NA,NA,,Y,Food,,NA,Forage and Feed,,,NA,NA
Astragalus microcystis,Astragalus microcystis,Astragalus microcystis A.Gray,Milk-vetch,2,2,N,N2,G5,,Y,0,0,0,0,0,0,,Y,Astragalus,NA,NA,,Y,Food,,NA,Forage and Feed,,,NA,NA
Astragalus miser,Astragalus miser,Astragalus miser Douglas ex Hook.,Milk-vetch,2,2,Y,N5,G5,,Y,1,0,1,0,0,0,Y,N,Astragalus,NA,NA,seeds,Y,Food,,NA,Forage and Feed,,,NA,NA
Astragalus miser,Astragalus miser var. serotinus,Astragalus miser var. serotinus (A.Gray ex E.Cooper) Barneby,Milk-vetch,2,2,Y,N5,T5,,Y,1,0,1,0,0,0,Y,Y,Astragalus,var.,serotinus,seeds,Y,Food,,NA,Forage and Feed,,,NA,NA
Astragalus missouriensis,Astragalus missouriensis,Astragalus missouriensis Nutt.,Milk-vetch,2,2,N,N4,G5,,Y,0,0,0,0,0,0,,Y,Astragalus,NA,NA,,Y,Food,,NA,Forage and Feed,,,NA,NA
Astragalus neglectus,Astragalus neglectus,Astragalus neglectus (Torr. & A.Gray) E.Sheld.,Milk-vetch,2,2,N,N3,G4,,Y,0,0,0,0,0,0,,Y,Astragalus,NA,NA,,Y,Food,,NA,Forage and Feed,,,NA,NA
Astragalus pectinatus,Astragalus pectinatus,Astragalus pectinatus (Hook.) Douglas ex G.Don,Milk-vetch,2,2,N,N5,G5,,Y,0,0,0,0,0,0,,Y,Astragalus,NA,NA,,Y,Food,,NA,Forage and Feed,,,NA,NA
Astragalus purshii,Astragalus purshii,Astragalus purshii Douglas ex G.Don,Milk-vetch,2,2,N,N5,G5,,Y,1,0,1,0,0,0,Y,N,Astragalus,NA,NA,,Y,Food,,NA,Forage and Feed,,,NA,NA
Astragalus purshii,Astragalus purshii var. glareosus,Astragalus purshii var. glareosus (Douglas) Barneby,Milk-vetch,2,2,N,N5,T4,,Y,1,0,1,0,0,0,Y,Y,Astragalus,var.,glareosus,,Y,Food,,NA,Forage and Feed,,,NA,NA
Astragalus purshii,Astragalus purshii var. purshii,Astragalus purshii var. purshii,Milk-vetch,2,2,N,N5,T5,,Y,1,0,1,0,0,0,Y,Y,Astragalus,var.,purshii,,Y,Food,,NA,Forage and Feed,,,NA,NA
Astragalus racemosus,Astragalus racemosus,Astragalus racemosus Pursh,Milk-vetch,2,2,N,N2,G5,,Y,1,0,1,0,0,0,Y,N,Astragalus,NA,NA,,Y,Food,,NA,Forage and Feed,,,NA,NA
Astragalus racemosus,Astragalus racemosus var. racemosus,Astragalus racemosus var. racemosus,Milk-vetch,2,2,N,N2,T5,,Y,1,0,1,0,0,0,Y,Y,Astragalus,var.,racemosus,,Y,Food,,NA,Forage and Feed,,,NA,NA
Astragalus robbinsii,Astragalus robbinsii,Astragalus robbinsii (Oakes) A.Gray,Milk-vetch,2,2,N,N5,G5,,Y,1,0,1,0,0,0,Y,N,Astragalus,NA,NA,,Y,Food,,NA,Forage and Feed,,,NA,NA
Astragalus robbinsii,Astragalus robbinsii var. fernaldii,Astragalus robbinsii var. fernaldii (Rydb.) Barneby,Milk-vetch,2,2,N,N1,T1,SC - Special Concern (SC) / Pr�occupante (P),Y,1,0,1,0,0,0,Y,Y,Astragalus,var.,fernaldii,,Y,Food,,NA,Forage and Feed,,,NA,NA
Astragalus robbinsii,Astragalus robbinsii var. minor,Astragalus robbinsii var. minor (Hook.) Barneby,Milk-vetch,2,2,N,N5,T5,,Y,1,0,1,0,0,0,Y,Y,Astragalus,var.,minor,,Y,Food,,NA,Forage and Feed,,,NA,NA
Astragalus sclerocarpus,Astragalus sclerocarpus,Astragalus sclerocarpus A.Gray,Milk-vetch,2,2,N,N2,G5,,Y,0,0,0,0,0,0,,Y,Astragalus,NA,NA,,Y,Food,,NA,Forage and Feed,,,NA,NA
Astragalus spatulatus,Astragalus spatulatus,Astragalus spatulatus E.Sheld.,Milk-vetch,2,2,N,N3,G5,,Y,1,0,1,0,0,0,,Y,Astragalus,NA,NA,,Y,Food,,NA,Forage and Feed,,,NA,NA
Astragalus tenellus,Astragalus tenellus,Astragalus tenellus Pursh,Milk-vetch,2,2,N,N5,G5,,Y,0,0,0,0,0,0,,Y,Astragalus,NA,NA,,Y,Food,,NA,Forage and Feed,,,NA,NA
Astragalus umbellatus,Astragalus umbellatus,Astragalus umbellatus Bunge,Milk-vetch,2,2,N,N5,G4,,Y,0,0,0,0,0,0,,Y,Astragalus,NA,NA,,Y,Food,,NA,Forage and Feed,,,NA,NA
Astragalus vexilliflexus,Astragalus vexilliflexus,Astragalus vexilliflexus E.Sheld.,Milk-vetch,2,2,N,N4,G4,,Y,0,0,0,0,0,0,Y,N,Astragalus,NA,NA,,Y,Food,,NA,Forage and Feed,,,NA,NA
Astragalus vexilliflexus,Astragalus vexilliflexus var. vexilliflexus,Astragalus vexilliflexus var. vexilliflexus,Milk-vetch,2,2,N,N4,T4,,Y,0,0,0,0,0,0,Y,Y,Astragalus,var.,vexilliflexus,,Y,Food,,NA,Forage and Feed,,,NA,NA
Astragalus williamsii,Astragalus williamsii,Astragalus williamsii Britton & Rydb.,Milk-vetch,2,2,N,N4,G4,,Y,0,0,0,0,0,0,,Y,Astragalus,NA,NA,,Y,Food,,NA,Forage and Feed,,,NA,NA
Balsamorhiza deltoidea,Balsamorhiza deltoidea,Balsamorhiza deltoidea Nutt.,Balsamroot,NA,NA,Y,N2,G5,E - Endangered (E) / En voie de disparition (VD),N,9,6,3,5,5,0,,Y,Balsamorhiza,NA,NA,"roots, sprouts",Y,Food,,NA,Vegetables,,,NA,NA
Balsamorhiza sagittata,Balsamorhiza sagittata,Balsamorhiza sagittata (Pursh) Nutt.,Balsamroot,NA,NA,Y,N5,G5,,N,67,0,67,0,0,0,,Y,Balsamorhiza,NA,NA,"roots, greens, stems, seeds",Y,Food,,NA,Vegetables,,,NA,NA
Betula alleghaniensis,Betula alleghaniensis,Betula alleghaniensis Britton,Birch,2,2,Y,N5,G5,,Y,247,55,192,212,34,178,,Y,Betula,NA,NA,twigs and sap,Y,Forest Resources,,NA,Forest Resources,,,NA,NA
Betula cordifolia,Betula cordifolia,Betula cordifolia Regel,Birch,2,2,N,N5,T5,,Y,16,0,16,15,0,15,,Y,Betula,NA,NA,,Y,Forest Resources,,NA,Forest Resources,,,NA,NA
Betula lenta,Betula lenta,Betula lenta L.,Birch,2,2,Y,N1,G5,E - Endangered (E) / En voie de disparition (VD),Y,86,72,14,44,44,0,,Y,Betula,NA,NA,leaves,Y,Forest Resources,,NA,Forest Resources,,,NA,NA
Betula minor,Betula minor,Betula minor (Tuck.) Fernald,Birch,2,2,N,N4,G4,,Y,4,3,1,1,0,1,,Y,Betula,NA,NA,,Y,Forest Resources,,NA,Forest Resources,,,NA,NA
Betula occidentalis,Betula occidentalis,Betula occidentalis Hook.,Birch,2,2,N,N5,G5,,Y,19,10,9,11,7,4,,Y,Betula,NA,NA,,Y,Forest Resources,,NA,Forest Resources,,,NA,NA
Betula papyrifera,Betula papyrifera,Betula papyrifera Marshall,Birch,2,2,Y,NNR,G5,,Y,1031,847,184,517,348,169,,Y,Betula,NA,NA,"leaves, twigs and sap",Y,Forest Resources,,NA,Forest Resources,,,NA,NA
Betula populifolia,Betula populifolia,Betula populifolia Marshall,Birch,2,2,N,N5,G5,,Y,87,33,54,50,6,44,,Y,Betula,NA,NA,,Y,Forest Resources,,NA,Forest Resources,,,NA,NA
Blitum capitatum,Blitum capitatum,Blitum capitatum L.,Spinach,1C,1,Y,N5,G5,,Y,4,1,3,0,0,0,Y,N,Blitum,NA,NA,strawberry spinach; greens and fruit,Y,Food,,NA,Vegetables,,,NA,Tertiary
Blitum capitatum,Blitum capitatum subsp. capitatum,Blitum capitatum subsp. capitatum,Spinach,1C,1,Y,N5,G5,,Y,4,1,3,0,0,0,Y,Y,Blitum,subsp.,capitatum,strawberry spinach; greens and fruit,Y,Food,,NA,Vegetables,,,NA,Tertiary
Blitum nuttallianum,Blitum nuttallianum,Blitum nuttallianum Roem. & Schult.,Spinach,1C,1,N,N5,G5,,Y,7,0,7,0,0,0,,Y,Blitum,NA,NA,,Y,Food,,NA,Vegetables,,,NA,Tertiary
Bromus anomalus,Bromus anomalus,Bromus anomalus Rupr. ex E.Fourn.,Bromegrass,2,2,N,NNR,G5,,Y,16,0,16,0,0,0,,Y,Bromus,NA,NA,,Y,Food,,NA,Forage and Feed,,,NA,NA
Bromus ciliatus,Bromus ciliatus,Bromus ciliatus L.,Bromegrass,2,2,N,NNR,G5,,Y,19,0,19,1,0,1,,Y,Bromus,NA,NA,,Y,Food,,NA,Forage and Feed,,,NA,NA
Bromus inermis,Bromus inermis,Bromus inermis Leyss.,Bromegrass,2,2,N,NNA,T5,,Y,85,0,85,0,0,0,,Y,Bromus,NA,NA,,N,Food,,NA,Forage and Feed,,,NA,NA
Bromus kalmii,Bromus kalmii,Bromus kalmii A.Gray,Bromegrass,2,2,N,N4,G5,,Y,6,1,5,1,0,1,,Y,Bromus,NA,NA,,Y,Food,,NA,Forage and Feed,,,NA,NA
Bromus pacificus,Bromus pacificus,Bromus pacificus Shear,Bromegrass,2,2,N,N5,G5,,Y,1,0,1,0,0,0,,Y,Bromus,NA,NA,,Y,Food,,NA,Forage and Feed,,,NA,NA
Bromus porteri,Bromus porteri,Bromus porteri (Coult.) Nash,Bromegrass,2,2,N,N5,G5,,Y,1,0,1,0,0,0,,Y,Bromus,NA,NA,,Y,Food,,NA,Forage and Feed,,,NA,NA
Bromus pubescens,Bromus pubescens,Bromus pubescens Muhl. ex Willd.,Bromegrass,2,2,N,N4,G5,,Y,2,0,2,0,0,0,,Y,Bromus,NA,NA,,Y,Food,,NA,Forage and Feed,,,NA,NA
Bromus sitchensis,Bromus sitchensis,Bromus sitchensis Trin.,Bromegrass,2,2,N,NNR,G5,,Y,50,0,50,0,0,0,Y,N,Bromus,NA,NA,,Y,Food,,NA,Forage and Feed,,,NA,NA
Bromus sitchensis,Bromus sitchensis var. aleutensis,Bromus sitchensis var. aleutensis (Trin. ex Griseb.) Hultén,Bromegrass,2,2,N,N5,T5,,Y,50,0,50,0,0,0,Y,Y,Bromus,var.,aleutensis,,Y,Food,,NA,Forage and Feed,,,NA,NA
Bromus sitchensis,Bromus sitchensis var. marginatus,Bromus sitchensis var. marginatus (Nees ex Steud.) B.Boivin,Bromegrass,2,2,N,N5,G5,,Y,50,0,50,0,0,0,Y,Y,Bromus,var.,marginatus,,Y,Food,,NA,Forage and Feed,,,NA,NA
Bromus sitchensis,Bromus sitchensis var. sitchensis,Bromus sitchensis var. sitchensis,Bromegrass,2,2,N,N5,T5,,Y,50,0,50,0,0,0,Y,Y,Bromus,var.,sitchensis,,Y,Food,,NA,Forage and Feed,,,NA,NA
Bromus vulgaris,Bromus vulgaris,Bromus vulgaris (Hook.) Shear,Bromegrass,2,2,N,N5,G5,,Y,4,1,3,0,0,0,,Y,Bromus,NA,NA,,Y,Food,,NA,Forage and Feed,,,NA,NA
Calamagrostis canadensis,Calamagrostis canadensis,Calamagrostis canadensis (Michx.) P.Beauv.,Bluejoint,2,2,N,N5,G5,,Y,41,1,40,10,1,9,Y,N,Calamagrostis,NA,NA,,Y,Food,,NA,Forage and Feed,,,NA,NA
Calamagrostis canadensis,Calamagrostis canadensis var. canadensis,Calamagrostis canadensis var. canadensis,Bluejoint,2,2,N,N5,T5,,Y,41,1,40,10,1,9,Y,Y,Calamagrostis,var.,canadensis,,Y,Food,,NA,Forage and Feed,,,NA,NA
Calamagrostis purpurascens,Calamagrostis purpurascens,Calamagrostis purpurascens R.Br.,Bluejoint,2,2,N,N5,G5,,Y,0,0,0,0,0,0,,Y,Calamagrostis,NA,NA,,Y,Food,,NA,Forage and Feed,,,NA,NA
Callitropsis nootkatensis,Callitropsis nootkatensis,Callitropsis nootkatensis (D.Don) D.P.Little,Cypress,2,2,N,N4,G4,,Y,15,15,0,0,0,0,,Y,Callitropsis,NA,NA,,Y,Forest Resources,,NA,Forest Resources,,,NA,NA
Caltha leptosepala,Caltha leptosepala,Caltha leptosepala DC.,Marsh marigold,NA,NA,Y,N5,G5,,N,10,4,6,1,1,0,,Y,Caltha,NA,NA,,Y,Food,,NA,Vegetables,,,NA,NA
Calypso bulbosa,Calypso bulbosa,Calypso bulbosa (L.) Oakes,Orchid,NA,NA,Y,N5,G5,,N,2,1,1,0,0,0,N,N,Calypso,NA,NA,,Y,Food,,NA,Vegetables,,,NA,NA
Calypso bulbosa,Calypso bulbosa var. americana,Calypso bulbosa var. americana (R.Br.) Luer,Orchid,NA,NA,Y,N5,T5,,N,2,1,1,NA,NA,NA,N,Y,Calypso,var.,americana,,Y,Food,,NA,Vegetables,,,NA,NA
Calypso bulbosa,Calypso bulbosa var. occidentalis,Calypso bulbosa var. occidentalis (Holz.) Cockerell,Orchid,NA,NA,Y,N5,T5,,N,2,1,1,NA,NA,NA,N,Y,Calypso,var.,occidentalis,,Y,Food,,NA,Vegetables,,,NA,NA
Camassia leichtlinii,Camassia leichtlinii,Camassia leichtlinii (Baker) S.Watson,Camas,NA,NA,Y,N4,G4,,N,49,37,12,9,8,1,Y,N,Camassia,NA,NA,bulbs,Y,Food,,NA,Vegetables,,,NA,NA
Camassia leichtlinii,Camassia leichtlinii subsp. suksdorfii,Camassia leichtlinii subsp. suksdorfii (Greenm.) Gould,Camas,NA,NA,Y,N4,T4,,N,49,37,12,9,8,1,Y,Y,Camassia,subsp.,suksdorfii,bulbs,Y,Food,,NA,Vegetables,,,NA,NA
Camassia quamash,Camassia quamash,Camassia quamash (Pursh) Greene,Camas,NA,NA,Y,N5,G5,,N,31,18,13,0,0,0,N,N,Camassia,NA,NA,bulbs,Y,Food,,NA,Vegetables,,,NA,NA
