PRIMARY_ASSOCIATED_CROP_COMMON_NAME,TAXON,GENUS,PGRC,SPECIES,RANK,INFRASPECIFIC,FINEST_TAXON_RESOLUTION,CWR,WUS,WUS_NOTES,NATIVE,PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_1,PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_2,SECONDARY_ASSOCIATED_CROP_TYPE_GENERAL,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_1,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_2,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_3,SECONDARY_CROP_OR_WUS_USE_1,TIER,GENEPOOL,CATEGORY,GRAFTSTOCK,ABIOTIC_TRAIT_2,ABIOTIC_TRAIT_3,BIOTIC_TRAIT_1,BIOTIC_TRAIT_2,FERTILITY_TRAIT,AGRONOMIC_TRAIT_1,AGRONOMIC_TRAIT_2,AGRONOMIC_TRAIT_3,PHENOLOGICAL_TRAIT,SOURCE_OF_TAXON,GENEPOOL__GRAFTSTOCK_TRAITS_SOURCE,WUS_SOURCE
"Currant, Gooseberry",Ribes aureum var. aureum,Ribes,Y,Ribes aureum,var.,aureum,Y,Y,Y,fruit,Y,,Food,NA,Fruits,,,NA,1,Tertiary,1A,Graftstock,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
"Currant, Gooseberry",Ribes aureum var. villosum,Ribes,Y,Ribes aureum,var.,villosum,Y,Y,Y,fruit,N,,Food,NA,Fruits,,,NA,1,Tertiary,1A,Graftstock,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
"Currant, Gooseberry",Ribes bracteosum,Ribes,Y,Ribes bracteosum,NA,NA,Y,Y,Y,fruit,Y,,Food,NA,Fruits,,,NA,1,Secondary,1B,,,,,,,Growth Habit (AG),High Yield (AG),,Late Maturity (P),GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
"Currant, Gooseberry",Ribes cereum,Ribes,Y,Ribes cereum,NA,NA,N,Y,Y,fruit,Y,,Food,NA,Fruits,,,NA,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
"Currant, Gooseberry",Ribes cereum var. cereum,Ribes,Y,Ribes cereum,var.,cereum,Y,Y,Y,fruit,Y,,Food,NA,Fruits,,,NA,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
"Currant, Gooseberry",Ribes cynosbati,Ribes,Y,Ribes cynosbati,NA,NA,Y,Y,Y,fruit,Y,,Food,NA,Fruits,,,NA,1,Secondary,1B,,,,Disease Resistance (B),,,Crop Quality (AG),Growth Habit (AG),,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
"Currant, Gooseberry",Ribes divaricatum,Ribes,Y,Ribes divaricatum,NA,NA,N,Y,Y,"fruit, greens",Y,,Food,NA,Fruits,,,NA,1,Secondary,1A,Graftstock,,,Disease Resistance (B),,,High Yield (AG),,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
"Currant, Gooseberry",Ribes divaricatum var. divaricatum,Ribes,Y,Ribes divaricatum,var.,divaricatum,Y,Y,Y,"fruit, greens",Y,,Food,NA,Fruits,,,NA,1,Secondary,1A,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
"Currant, Gooseberry",Ribes hirtellum,Ribes,Y,Ribes hirtellum,NA,NA,Y,Y,Y,fruit,Y,,Food,NA,Fruits,,,NA,1,Progenitor,1A,,,,Disease Resistance (B),,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
"Currant, Gooseberry",Ribes hudsonianum,Ribes,Y,Ribes hudsonianum,NA,NA,N,Y,Y,northern black currant; fruit,Y,,Food,NA,Fruits,,,NA,1,Secondary,1B,,,,,,,Crop Quality (AG),,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
"Currant, Gooseberry",Ribes hudsonianum var. hudsonianum,Ribes,Y,Ribes hudsonianum,var.,hudsonianum,Y,Y,Y,northern black currant; fruit,Y,,Food,NA,Fruits,,,NA,1,Secondary,1B,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
"Currant, Gooseberry",Ribes hudsonianum var. petiolare,Ribes,Y,Ribes hudsonianum,var.,petiolare,Y,Y,Y,northern black currant; fruit,Y,,Food,NA,Fruits,,,NA,1,Secondary,1B,,,,Disease Resistance (B),,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
"Currant, Gooseberry",Ribes inerme,Ribes,Y,Ribes inerme,NA,NA,N,Y,Y,fruit,Y,,Food,NA,Fruits,,,NA,1,Secondary,1B,,,,,,,Growth Habit (AG),,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
"Currant, Gooseberry",Ribes inerme var. inerme,Ribes,Y,Ribes inerme,var.,inerme,Y,Y,Y,fruit,Y,,Food,NA,Fruits,,,NA,1,Secondary,1B,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
"Currant, Gooseberry",Ribes lacustre,Ribes,Y,Ribes lacustre,NA,NA,Y,Y,Y,fruit,Y,,Food,NA,Fruits,,,NA,1,Assume distant,1C,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020
"Currant, Gooseberry",Ribes laxiflorum,Ribes,Y,Ribes laxiflorum,NA,NA,Y,Y,Y,fruit,Y,,Food,NA,Fruits,,,NA,1,Assume distant,1C,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020
"Currant, Gooseberry",Ribes lobbii,Ribes,Y,Ribes lobbii,NA,NA,Y,Y,Y,fruit,Y,,Food,NA,Fruits,,,NA,1,Assume distant,1C,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020
"Currant, Gooseberry",Ribes oxyacanthoides,Ribes,Y,Ribes oxyacanthoides,NA,NA,N,Y,Y,fruit,Y,,Food,NA,Fruits,,,NA,1,Progenitor,1A,,,,Disease Resistance (B),,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
"Currant, Gooseberry",Ribes oxyacanthoides subsp. cognatum,Ribes,Y,Ribes oxyacanthoides,subsp.,cognatum,Y,Y,Y,fruit,Y,,Food,NA,Fruits,,,NA,1,Secondary,1B,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
"Currant, Gooseberry",Ribes oxyacanthoides subsp. irriguum,Ribes,Y,Ribes oxyacanthoides,subsp.,irriguum,Y,Y,Y,fruit,Y,,Food,NA,Fruits,,,NA,1,Secondary,1B,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
"Currant, Gooseberry",Ribes oxyacanthoides subsp. oxyacanthoides,Ribes,Y,Ribes oxyacanthoides,subsp.,oxyacanthoides,Y,Y,Y,fruit,Y,,Food,NA,Fruits,,,NA,1,Progenitor,1A,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
"Currant, Gooseberry",Ribes oxyacanthoides subsp. setosum,Ribes,Y,Ribes oxyacanthoides,subsp.,setosum,Y,Y,Y,fruit,Y,,Food,NA,Fruits,,,NA,1,Secondary,1B,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
"Currant, Gooseberry",Ribes sanguineum,Ribes,Y,Ribes sanguineum,NA,NA,N,Y,Y,fruit,Y,,Food,NA,Fruits,,,NA,1,Secondary,1B,,,,,,,Growth Habit (AG),,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
"Currant, Gooseberry",Ribes sanguineum var. sanguineum,Ribes,Y,Ribes sanguineum,var.,sanguineum,Y,Y,Y,fruit,Y,,Food,NA,Fruits,,,NA,1,Secondary,1B,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
"Currant, Gooseberry",Ribes triste,Ribes,Y,Ribes triste,NA,NA,Y,Y,Y,fruit,Y,,Food,NA,Fruits,,,NA,1,Tertiary,1C,,,,Cold Tolerance (AB),,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
"Currant, Gooseberry",Ribes viscosissimum,Ribes,Y,Ribes viscosissimum,NA,NA,Y,Y,Y,fruit,Y,,Food,NA,Fruits,,,NA,1,Assume distant,1C,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020
Cypress,Cupressis nootkatensis,Cupressis,Y,Cupressis nootkatensis,NA,NA,Y,Y,N,,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,
Devils-club,Oplopanax horridus,Oplopanax,Y,Oplopanax horridus,NA,NA,Y,N,Y,,Y,Medicinals,,NA,Medicinals,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Dock,Rumex occidentalis,Rumex,Y,Rumex occidentalis,NA,NA,Y,N,Y,,Y,,Food,NA,Vegetables,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Dogwood,Cornus amomum,Cornus,Y,Cornus amomum,NA,NA,N,Y,Y,fruit,Y,Food,Ornamentals,NA,Fruits,Ornamentals,Forest Resources,NA,NA,NA,2,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Dogwood,Cornus amomum subsp. obliqua,Cornus,Y,Cornus amomum,subsp.,obliqua,Y,Y,Y,fruit,Y,Food,Ornamentals,NA,Fruits,Ornamentals,Forest Resources,NA,NA,NA,2,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Dogwood,Cornus canadensis,Cornus,Y,Cornus canadensis,NA,NA,Y,Y,Y,fruit,Y,Food,Ornamentals,NA,Fruits,Ornamentals,Forest Resources,NA,NA,NA,2,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Dogwood,Cornus sericea,Cornus,Y,Cornus sericea,NA,NA,N,Y,Y,fruit,Y,Food,Ornamentals,NA,Fruits,Ornamentals,Forest Resources,NA,NA,NA,2,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Dogwood,Cornus sericea subsp. occidentalis,Cornus,Y,Cornus sericea,subsp.,occidentalis,Y,Y,Y,fruit,Y,Food,Ornamentals,NA,Fruits,Ornamentals,Forest Resources,NA,NA,NA,2,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Dogwood,Cornus sericea subsp. sericea,Cornus,Y,Cornus sericea,subsp.,sericea,Y,Y,Y,fruit,Y,Food,Ornamentals,NA,Fruits,Ornamentals,Forest Resources,NA,NA,NA,2,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Dogwood,Cornus suecica,Cornus,Y,Cornus suecica,NA,NA,Y,Y,Y,fruit,Y,Food,Ornamentals,NA,Fruits,Ornamentals,Forest Resources,NA,NA,NA,2,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Dogwood,Cornus unalaschkensis,Cornus,Y,Cornus unalaschkensis,NA,NA,Y,Y,Y,berries edible,Y,Food,Ornamentals,NA,Fruits,Ornamentals,Forest Resources,NA,NA,NA,2,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Douglas fir,Pseudotsuga menziesii,Pseudotsuga,Y,Pseudotsuga menziesii,NA,NA,N,Y,Y,"needles, sugar, tea",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020
Douglas fir,Pseudotsuga menziesii var. glauca,Pseudotsuga,Y,Pseudotsuga menziesii,var.,glauca,Y,Y,Y,"needles, sugar, tea",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020
Douglas fir,Pseudotsuga menziesii var. menziesii,Pseudotsuga,Y,Pseudotsuga menziesii,var.,menziesii,Y,Y,Y,"needles, sugar, tea",Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020
Elderberry,Sambucus caerulea,Sambucus,Y,Sambucus caerulea,NA,NA,Y,Y,Y,"fruit, flowers (as WUS not as CWR, CWR assigned for ornamental value)",Y,Food,Ornamentals,NA,Fruits,Ornamentals,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020
Elderberry,Sambucus canadensis,Sambucus,Y,Sambucus canadensis,NA,NA,Y,Y,Y,fruit,Y,Food,Ornamentals,NA,Fruits,Ornamentals,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020
Elderberry,Sambucus racemosa,Sambucus,Y,Sambucus racemosa,NA,NA,Y,Y,Y,fruit,Y,Food,Ornamentals,NA,Fruits,Ornamentals,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020
Elm,Ulmus americana,Ulmus,Y,Ulmus americana,NA,NA,Y,Y,Y,bark,Y,Forest Resources,Medicinals,NA,Forest Resources,Medicinals,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020
Elm,Ulmus rubra,Ulmus,Y,Ulmus rubra,NA,NA,Y,Y,Y,bark,Y,Forest Resources,Medicinals,NA,Forest Resources,Medicinals,Ornamentals,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020
Elm,Ulmus thomasii,Ulmus,Y,Ulmus thomasii,NA,NA,Y,Y,Y,seeds,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020
Fawn-Lily,Erythronium americanum,Erythronium,Y,Erythronium americanum,NA,NA,N,N,Y,bulbs,Y,Food,,NA,Vegetables,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Fawn-Lily,Erythronium americanum subsp. americanum,Erythronium,Y,Erythronium americanum,subsp.,americanum,Y,N,Y,bulbs,Y,Food,,NA,Vegetables,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Fawn-Lily,Erythronium grandiflorum,Erythronium,Y,Erythronium grandiflorum,NA,NA,N,N,Y,bulbs,Y,Food,,NA,Vegetables,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Fawn-Lily,Erythronium grandiflorum subsp. grandiflorum,Erythronium,Y,Erythronium grandiflorum,subsp.,grandiflorum,Y,N,Y,bulbs,Y,Food,,NA,Vegetables,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Fawn-Lily,Erythronium oregonum,Erythronium,Y,Erythronium oregonum,NA,NA,Y,Y,N,bulbs,Y,Food,Ornamentals,NA,Vegetables,Ornamentals,,NA,2,NA,2,,,,,,,Ornamental Features (AG),,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
Fawn-Lily,Erythronium revolutum,Erythronium,Y,Erythronium revolutum,NA,NA,Y,N,Y,bulbs,Y,Food,,NA,Vegetables,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Fescue,Festuca altaica,Festuca,Y,Festuca altaica,NA,NA,Y,Y,N,,Y,Food,Ornamentals,NA,Forage and Feed,Ornamentals,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,
Fescue,Festuca occidentalis,Festuca,Y,Festuca occidentalis,NA,NA,Y,Y,N,,Y,Food,Ornamentals,NA,Forage and Feed,Ornamentals,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,
Fescue,Festuca rubra,Festuca,Y,Festuca rubra,NA,NA,N,Y,N,,Y,Food,Ornamentals,NA,Forage and Feed,Ornamentals,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,
Fescue,Festuca rubra subsp. arctica,Festuca,Y,Festuca rubra,subsp.,arctica,Y,Y,N,,Y,Food,Ornamentals,NA,Forage and Feed,Ornamentals,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,
Fescue,Festuca rubra subsp. aucta,Festuca,Y,Festuca rubra,subsp.,aucta,Y,Y,N,,Y,Food,Ornamentals,NA,Forage and Feed,Ornamentals,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,
Fescue,Festuca rubra subsp. commutata,Festuca,Y,Festuca rubra,subsp.,commutata,Y,Y,N,,N,Food,Ornamentals,NA,Forage and Feed,Ornamentals,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,
Fescue,Festuca rubra subsp. fallax,Festuca,Y,Festuca rubra,subsp.,fallax,Y,Y,N,,N,Food,Ornamentals,NA,Forage and Feed,Ornamentals,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,
Fescue,Festuca rubra subsp. pruinosa,Festuca,Y,Festuca rubra,subsp.,pruinosa,Y,Y,N,,Y,Food,Ornamentals,NA,Forage and Feed,Ornamentals,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,
Fescue,Festuca rubra subsp. rubra,Festuca,Y,Festuca rubra,subsp.,rubra,Y,Y,N,,N,Food,Ornamentals,NA,Forage and Feed,Ornamentals,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,
Fescue,Festuca rubra subsp. secunda,Festuca,Y,Festuca rubra,subsp.,secunda,Y,Y,N,,Y,Food,Ornamentals,NA,Forage and Feed,Ornamentals,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,
Fescue,Festuca rubra subsp. vallicola,Festuca,Y,Festuca rubra,subsp.,vallicola,Y,Y,N,,Y,Food,Ornamentals,NA,Forage and Feed,Ornamentals,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,
Fescue,Festuca subulata,Festuca,Y,Festuca subulata,NA,NA,Y,Y,N,,Y,Food,Ornamentals,NA,Forage and Feed,Ornamentals,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,
Fescue,Festuca subuliflora,Festuca,Y,Festuca subuliflora,NA,NA,Y,Y,N,,Y,Food,Ornamentals,NA,Forage and Feed,Ornamentals,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,
Fescue,Festuca subverticillata,Festuca,Y,Festuca subverticillata,NA,NA,Y,Y,N,,Y,Food,Ornamentals,NA,Forage and Feed,Ornamentals,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,
Fescue,Festuca viridula,Festuca,Y,Festuca viridula,NA,NA,Y,Y,N,,Y,Food,Ornamentals,NA,Forage and Feed,Ornamentals,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,
Hazelnut,Corylus americana,Corylus,Y,Corylus americana,NA,NA,Y,Y,Y,hazelnut; nuts,Y,Food,,NA,Nuts,,,NA,1,Secondary,1B,,,,Disease Resistance (B),,Gene Transfer (F),,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
Hazelnut,Corylus californica,Corylus,Y,Corylus californica,NA,NA,Y,Y,Y,hazelnut; nuts,Y,Food,,NA,Nuts,,,NA,1,Secondary,1B,,,,Disease Resistance (B),,Gene Transfer (F),,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
Hazelnut,Corylus cornuta,Corylus,Y,Corylus cornuta,NA,NA,Y,Y,Y,hazelnut; nuts,Y,Food,,NA,Nuts,,,NA,1,Tertiary,1C,,,,Disease Resistance (B),,Gene Transfer (F),,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
Fir,Abies amabilis,Abies,Y,Abies amabilis,NA,NA,Y,Y,N,,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,
Fir,Abies balsamea,Abies,Y,Abies balsamea,NA,NA,Y,Y,Y,needles,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020
Fir,Abies grandis,Abies,Y,Abies grandis,NA,NA,Y,Y,N,,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,
Fir,Abies lasiocarpa,Abies,Y,Abies lasiocarpa,NA,NA,Y,Y,N,,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,
Fireweed,Chamaenerion angustifolium,Chamaenerion,Y,Chamaenerion angustifolium,NA,NA,N,N,Y,greens food; honey plant,Y,Food,,NA,Vegetables,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Fireweed,Chamaenerion angustifolium subsp. angustifolium,Chamaenerion,Y,Chamaenerion angustifolium,subsp.,angustifolium,Y,N,Y,,Y,Food,,NA,Vegetables,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Fireweed,Chamaenerion angustifolium subsp. circumvagum,Chamaenerion,Y,Chamaenerion angustifolium,subsp.,circumvagum,Y,N,Y,,Y,Food,,NA,Vegetables,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Flax,Linum compactum,Linum,Y,Linum compactum,NA,NA,Y,Y,N,,Y,Food,Materials,NA,Oils,Materials,,NA,1,Assume distant,1C,,,,,,,,,,,Davidson 1995,,
Flax,Linum lewisii,Linum,Y,Linum lewisii,NA,NA,N,Y,N,,Y,Food,Materials,NA,Oils,Materials,,NA,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,
Flax,Linum lewisii var. lepagei,Linum,Y,Linum lewisii,var.,lepagei,Y,Y,N,,Y,Food,Materials,NA,Oils,Materials,,NA,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,
Flax,Linum lewisii var. lewisii,Linum,Y,Linum lewisii,var.,lewisii,Y,Y,N,,Y,Food,Materials,NA,Oils,Materials,,NA,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,
Flax,Linum medium,Linum,Y,Linum medium,NA,NA,N,Y,N,,Y,Food,Materials,NA,Oils,Materials,,NA,1,Assume distant,1C,,,,,,,,,,,Davidson 1995,,
Flax,Linum medium var. medium,Linum,Y,Linum medium,var.,medium,Y,Y,N,,Y,Food,Materials,NA,Oils,Materials,,NA,1,Assume distant,1C,,,,,,,,,,,Davidson 1995,,
Flax,Linum medium var. texanum,Linum,Y,Linum medium,var.,texanum,Y,Y,N,,Y,Food,Materials,NA,Oils,Materials,,NA,1,Assume distant,1C,,,,,,,,,,,Davidson 1995,,
Flax,Linum perenne,Linum,Y,Linum perenne,NA,NA,Y,Y,Y,seeds,N,Food,Materials,NA,Oils,Materials,,NA,1,Assume distant,1C,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020
Flax,Linum rigidum,Linum,Y,Linum rigidum,NA,NA,Y,Y,N,,Y,Food,Materials,NA,Oils,Materials,,NA,1,Assume distant,1C,,,,,,,,,,,Davidson 1995,,
Flax,Linum striatum,Linum,Y,Linum striatum,NA,NA,Y,Y,N,,Y,Food,Materials,NA,Oils,Materials,,NA,1,Assume distant,1C,,,,,,,,,,,Davidson 1995,,
Flax,Linum sulcatum,Linum,Y,Linum sulcatum,NA,NA,Y,Y,N,,Y,Food,Materials,NA,Oils,Materials,,NA,1,Assume distant,1C,,,,,,,,,,,Davidson 1995,,
Flax,Linum usitatissimum,Linum,Y,Linum usitatissimum,NA,NA,Y,Y,N,,Y,Food,Materials,NA,Oils,Materials,,NA,1,Assume distant,1C,,,,,,,,,,,Davidson 1995,,
Flax,Linum virginianum,Linum,Y,Linum virginianum,NA,NA,Y,Y,N,,Y,Food,Materials,NA,Oils,Materials,,NA,1,Assume distant,1C,,,,,,,,,,,Davidson 1995,,
Fritillaria,Fritillaria affinis,Fritillaria,Y,Fritillaria affinis,NA,NA,N,N,Y,,Y,Food,,NA,Vegetables,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Fritillaria,Fritillaria affinis var. affinis,Fritillaria,Y,Fritillaria affinis,var.,affinis,Y,N,Y,,Y,Food,,NA,Vegetables,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Fritillaria,Fritillaria camschatcensis,Fritillaria,Y,Fritillaria camschatcensis,NA,NA,Y,N,Y,,Y,Food,,NA,Vegetables,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Fritillaria,Fritillaria pudica,Fritillaria,Y,Fritillaria pudica,NA,NA,Y,N,Y,,Y,Food,,NA,Vegetables,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Ghost-pipe,Monotropa uniflora,Monotropa,Y,Monotropa uniflora,NA,NA,Y,N,Y,,Y,Medicinals,,NA,Medicinals,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Ginseng,Panax quinquefolius,Panax,Y,Panax quinquefolius,NA,NA,Y,N,Y,roots as tea,Y,Medicinals,,NA,Medicinals,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Ginseng,Panax trifolius,Panax,Y,Panax trifolius,NA,NA,Y,N,Y,roots as tea,Y,Medicinals,,NA,Medicinals,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Goatsbeard,Aruncus dioicus,Aruncus,Y,Aruncus dioicus,NA,NA,N,N,Y,medicinal properties,Y,Medicinals,,NA,Medicinals,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Goatsbeard,Aruncus dioicus var. acuminatus,Aruncus,Y,Aruncus dioicus,var.,acuminatus,Y,N,Y,,Y,Medicinals,,NA,Medicinals,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Grape,Vitis aestivalis,Vitis,Y,Vitis aestivalis,NA,NA,N,Y,Y,fruit,Y,Food,,NA,Fruits,,,NA,1,Progenitor,1A,Graftstock,,,Disease Resistance (B),Pest Resistance (B),,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
Grape,Vitis riparia,Vitis,Y,Vitis riparia,NA,NA,Y,Y,Y,fruit,Y,Food,,NA,Fruits,,,NA,1,Progenitor,1A,Graftstock,Cold Tolerance (AB),,Disease Resistance (B),Pest Resistance (B),,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
Ground nut,Apios americana,Apios,Y,Apios americana,NA,NA,Y,N,Y,ground nut' or 'potato bean' edible tuber,Y,Food,,NA,Vegetables,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Hackberry,Celtis occidentalis,Celtis,Y,Celtis occidentalis,NA,NA,Y,Y,Y,hackberry; fruit,Y,Ornamentals,Forest Resources,NA,Ornamentals,Forest Resources,,NA,2,NA,2,Graftstock,,,,,,,,,,Davidson 1995,GRIN-Global 2021,Kuhnlein and Turner 2020
